NAME|XCORD|YCORD|ADDR
농협은행 김포시지부|37.6182337|126.7176913|경기도 김포시 사우중로 31 (사우동, 농협김포시지부) 
삼성테크노파크|37.2665612|127.0594337|경기도 수원시 영통구 중부대로448번길 97 (원천동, 삼성테크노파크) 
더파크뷰테라스오피스텔|37.6555684|126.6840443|경기도 김포시 김포한강11로 312 (운양동) 
오창 메가시티|36.7122617|127.4284705|충청북도 청주시 청원구 중심상업1로 8-9 (오창읍) 
미왕빌딩|37.4955498|127.0292939|서울특별시 서초구 강남대로 364 미왕빌딩
덕림주차장|35.1423786|126.8750790|광주광역시 서구 월드컵4강로 60 (화정3동) 
강화주차장|37.7451389|126.4864387|인천광역시 강화군 강화대로393번길 9 (강화읍, 강화주차장) 
NOS마트 오산점|37.1290572|127.0679088|경기도 오산시 오산로 28 (갈곶동, 노스마트) 
국민은행 속초지점|38.2042501|128.5918927|강원도 속초시 중앙로 154 (금호동) 
국민은행 강릉지점|37.7525910|128.8957302|강원도 강릉시 금성로 48 (중앙동, 국민은행) 
양산 조양타워2|35.3169420|129.0024331|경상남도 양산시 청운로 181 (물금읍, 조양타워2) 
양산 센텀레포츠|35.3182525|129.0016045|경상남도 양산시 백호로 64 (센텀시티프라자) 
북한산 스카이주차장|37.6356641|127.0238352|서울특별시 강북구 도봉로 308 (번동) 
모종동 제1공영주차장|36.7844750|127.0123500|충청남도 아산시 번영로 196 
CGV 강동점|37.5284517|127.1253784|서울시 강동구 성내로 48
현대탑월드|37.2754130|126.9772666|경기도 수원시 금호로 248 
오산 양우프라자|37.1415106|127.0691228|경기도 오산시 오산로 164(대원동,양우프라자)
메가박스 창동점|37.6556932|127.0402756|서울시 도봉구 창동 715-4
롯데슈퍼 개화산점|37.5720052|126.8077184|서울 강서구 양천로6길 15
메가박스 수유점| 37.6423939 |127.0298670|서울시 강북구 수유동 168-12 
대룡드림타워1|37.5666210|126.8414304|서울시 강서구 강서로 462 (등촌동 684-3)
재진빌딩|37.3032316|126.9022342|경기도 안산시 상록구 건건동 904번지
광릉사우나 주차장|37.7289313|127.1927250|경기 남양주시 진접읍 금강로1549
동진프라자 주차장|37.2000076|127.0728085|경기 화성시 반송동 107-5
클라우드 스트리트 주차타워|37.7117681|126.7451915|경기도 파주시 동패동 1761
하나은행 휘경동지점 주차장|37.5903946|127.0557470|서울 동대문구 회기로 175
나드리프라자 주차장|37.5447594|126.7253118|인천 계양구 계산동 926-27
LG-U+ 감전사옥|35.1524514|128.9770682|부산시 사상구 감전천로 216
진주경상대학병원|35.1763252|128.0956717|경상남도 진주시 강남로 79
전인병원 주차장|35.8433226|128.5694675|대구 남구 두류공원로 77
비젼스퀘어 부설주차장|35.8772497|128.7321495|대구광역시 동구 이노밸리로 322번지(신서동)
강원양돈농협 유천지점 |37.7570834|128.8695772|강원도 강릉시 홍제동 1028-2
공덕파크자이2단지 주차장|37.5446812|126.9482045|서울특별시 마포구 공덕동 446-34
공덕파크자이1단지 주차장| 37.5447375 |126.9482655|서울특별시 마포구 백범로 152
형곡온천휘트니스 부설주차장|36.1138071|128.3383625|경상북도 구미시 신시로7길 12-12번지
이마트에브리데이 형곡동점| 36.1134985 |128.3372784|경상북도 구미시 형곡동 143-19
잠실 대명벨리온 오피스텔|37.5155992| 127.1112130 |서울시 송파구 방이동 43-8
부산 하나로마트 용호점|35.1118837| 129.1104916 |부산광역시 남구 용호로 228 (용호동)
라인프라자 주차장|37.3249079|127.9799291|강원도 원주시 반곡동 1880-7번지
이마트에브리데이 성주점|35.9174016|128.2888148|경상북도 성주군 성주읍 성주로 3246
진영 그랜드프라자|35.3070242|128.7298359  |경상남도 김해시 진영읍 진영리 1614-9 (그랜드프라자)
LG베스트샵 양주점 주차장|37.8238526| 127.0498628 |경기 양주시 덕계동 509-7
상상타운 주차장|||경기 양주시 덕계동 513-1
훼미리프라자 주차장|37.3357661|126.8122591|경기도 안산시 단원구 선부광장1로 72(선부동)
LK트리플렉스주차장|36.6423493|127.4268753|충북 청주시 흥덕구 대농로 39
중앙유료주차장|35.8723049|128.5930943|대구광역시 중구 경상감영길 101번지
동탄 퍼스트프라자 주차장| 37.1981650 |127.0971269|경기도 화성시 동탄오산로 82
우리은행 종암지점 주차장|37.6043749|127.0321824|서울 성북구 종암로 162 우리은행(종암동지점)
김천혁신도시에브리데이 부설주차장|36.1176748|128.1813714|경상북도 김천시 율곡동 778번지
동탄 위너스프라자 주차장|37.2001122|127.0561662|경기도 화성시 능동 1152-1
송파 it벤처타워|37.4950900|127.1224338|서울시 송파구 중대로 135
제주대학교병원|33.4671206|126.5454466|제주특별자치도 제주시 아라1동 1753-3
양산 경남프라자| 35.3167338 |129.0018932|경상남도 양산시 물금읍 야리로 31(경남프라자)
이마트에브리데이 보령점|36.3438556|126.6016821|충남 보령시 명천동 468-21
KTX 광명역D 환승주차장|37.4130075|126.8808655|경기도 광명시 서독로 392(일직동,고속철도광명역)
탑프라자 부설주차장|37.2580304|127.0453883|경기도 수원시 영통구 효원로 400
용호부두 공영주차장|35.1326244|129.1153031|부산광역시 남구 용호동 959
크라운하버호텔 주차장| 35.1075675 |129.0368177|부산광역시 중구 중앙대로 114
거제 왕주빌딩 부설주차장|34.8743201|128.6275280|경상남도 거제시 계룡로 5길 9
유람선터미널 부설주차장|35.1326244|129.1153031|부산광역시 남구 용호동 959
신한은행 수원금융센터 주차장|37.2748697| 127.0169862 |경기도 수원시 팔달구 중부대로 2
농협은행 여수시지부|34.7404311|127.7330378|전남 여수시 중앙로49 (교동411)
부산교육대학교 부설주차장|35.1968785|129.0744242| 부산광역시 연제구 교대로 24
농민마트|37.8619099|127.7299690|강원도 춘천시 퇴계동 369-13
LG베스트샵 서대구본점 부설주차장|35.8531138|128.5465866|대구시 달서구 감삼동 103-1
농협은행 양평군지부|37.4902737|127.4892753|경기도 양평군 양근리 429
하나은행 성서지점 부설주차장|35.8531792|128.5067847|대구광역시 달서구 성서로 399
승문리앤포레2차 주차장| 37.6553279 |126.6831804|경기도 김포시 김포한강11로 310
서광주농협 제2주차장|35.1749428|126.8646432|광주광역시 북구 동운로 123
YD주차장|37.3246595|127.9884874|강원도 원주시 반곡동 1913-9번지
리치플러스 주차장|37.5514188|127.2079555| 경기도 하남시 덕풍동로 111-15
울산 하나로마트 옥동점|35.5335091|129.2976565|울산광역시 남구 신정동 1631번지 (지하주차장)
울산농협울주군지부|35.5335091 |129.2976565|울산광역시 남구 신정동 1631번지 (지상주차장)
정관 대한빌딩|35.3211733|129.1777450|부산광역시 기장군 정관읍 정관로 583 (지하주차장)
삼정브리티시용산몰상가 부설주차장|35.8494264|128.5340379|대구광역시 달서구 달구벌대로 1530번지
경복대학교 산학협력관 주차장|37.5758110|127.0244952|서울시 동대문구 신설동 101-2
오창프라자2 주차장|36.7124511|127.4292660|충청북도 청주시 청원구 오창읍 양청리 819-4
성서메가타운상가 부설주차장|35.8550849|128.5078309|대구광역시 달서구 성서로 420번지
농협은행 양산시지부|35.3430403|129.0380250|경남 양산시 중앙로 138 농협중앙회 양산시지부
세화프라자 주차장|36.8267320| 127.1385887 |충청남도 천안시 서북구 성정동 1505
서도프라자|35.8054176|127.1144062|전라북도 전주시 완산구 용머리로 36(효자동1가)
포항 양덕동 주차장|36.0887040|129.3881864|경상북도 포항시 양덕동 673-1번지
신반포역상가 주차장 |37.5030813|126.9957210|서울시 서초구 신반포로 100
엔즈빌 주차장|37.4126655|127.1255028|경기도 성남시 분당구 장미로48번길 14 
스타팰리스|37.5033141|126.8811015|서울시 구로구 경인로 572
롯데캐슬프레지던트 상가주차장|37.5450054|126.9512549|서울시 마포구 마포대로 109 
롯데슈퍼 신곡점|37.7402240|127.0560479|경기도 의정부시 신곡동 560
국민은행 야탑역지점|37.4105231|127.1292437|경기도 성남시 분당구 야탑동 367-3
김해 플러스원|35.2337699|128.8661701|경상남도 김해시 내외중앙로 41
SRT 지제역|37.0197489|127.0696845|경기도 평택시 지제동 193-2
SRT 동탄역|37.1998621|127.0954914|경기도 화성시 동탄역로 151
SRT 수서역|37.4852744|127.1044846|서울시 강남구 수서동 207-1
울산농협중앙금융센터|35.5442051|129.3338349|울산광역시 남구 삼산동 1470-2
회천농협하나로마트|37.8430502|127.0626789|경기도 양주시 덕정동 350-30
장현프라자|37.7177420|127.1809814|경기도 남양주시 진접읍 장현리 634-4
신한은행 중화역지점 주차장|37.6013779|127.0799538|서울시 중랑구 중화동 287-9
마석주차장|37.6584584|127.3056871|경기도 남양주시 화도읍 마석우리 410-1
가람주차장|35.1620032|129.0533518|부산시 부산진구 신천대로 220번길 65
엘지 베스트샵 진주시청점|35.1796779|128.1163047|경남 진주시 동진로 230
디지털프라자 화성발안점 주차장|37.1303417|126.9105139|경기도 화성시 향남읍 삼천병마로 194
기업은행 화성발안점 주차장|37.1303417|126.9105139|경기도 화성시 향남읍 삼천병마로 194
에브리데이 거제수월점 주차장|34.8944347|128.6428021|경남 거제시 수양로 448-29
롯데슈퍼 고양삼송점|37.6647435|126.8899097|경기도 고양시 덕양구 신원동 623
휴림빌딩 주차장|37.8098488|126.7549936|경기도 파주시 탄현면 금승리 11-59
롯데슈퍼 진월점|35.1243925|126.8965369|광주광역시시 남구 서문대로 729
우성아트빌 주차장|37.5383784|127.1365287|서울시 강동구 양재대로 113길51
홍문당 주차장|36.6305929|127.5030063|충청북도 청주시 상당구 금천동 289
에브리데이 죽전점 주차장|37.3309162|127.1098959|경기도 용인시 수지구 대지로 3번길 51
정곡빌딩 서관주차장|37.4941234|127.0077987|서울 서초구 서초동 1705
옹진농협 주차장|37.4633141|126.6380399|인천광역시 중구 인중로 41번길 1
대구 운곡주차타워|35.8596014|128.461681|대구광역시 달성군 다사읍 달구벌대로 855
하나은행 청주지점 부설주차장|36.6311373|127.4913792|충청북도 청주시 주성로 279번길 17
신한은행 방학동지점 부설주차장|37.6631288|127.036144|서울시 도봉구 방학동 691-7
신한은행 영주지점 부설주차장|36.8258706|128.6227228|경상북도 영주시 하망동 347-9
농협은행 기장군지부|35.2410101|129.211663|부산시 기장군 기장읍 차성남로 52
광흥상가 주차장|37.739558|127.0496775|경기도 의정부시 의정부동 125-4
대구 드림타워 주차장|35.877146|128.7332508|대구 동구 첨단로 8길5 드림타워
소래포구종합어시장 주차장|37.398737|126.7349789|인천 남동구 소래역로 12번길(논현동680-1)
진로그린마트 주차장|37.215547|127.041957 |경기도 화성시 913번지
더원볼링장 주차장|35.1367861|126.7939051|광주광역시 광산구 송정동 879
송도해수피아|35.0824326|129.0232924|부산시 서구 충무대로 134(남부민동)
롯데슈퍼 장림점|35.0775266|128.9753302|부산시 사하구 다대로 277
롯데슈퍼 다대점|35.0548205|128.9679857|부산시 사하구 윤공단로 4
국민은행 조치원지점 주차장|36.600047|127.2990264|세종시 조치원읍 조치원로 29
건우정공가산사옥(가산케이몰)|37.4780719|126.884196|서울시 금천구 디지털로 177(가산동 60-23)
신림SK허브그린|37.4851082|126.9277779|서울시 관악구 신림로 344길
하나로마트 신촌점|37.5560188|126.9309342|서울시 마포구 신촌로 66
속초중앙시장 주차장|38.2044495|128.5879647|강원도 속초시 중앙동 471-4
민락동 센텀프리모|35.1572791|129.1252907|부산시 수영구 광안해변로 311
롯데슈퍼 연산점|35.1818604|129.1045332|부산시 연제구 연산동 490-7
성대빌딩 주차장|37.4760951|126.9768708|서울시 관악구 남현동 1059-16
로하스파빌딩 부설주차장|36.7142021|127.4268443|충청북도 청주시 청원구 오창읍 양청리 792-4
동탄 쌍용플래티넘|37.2049122|127.0718665|경기도 화성시 반송동 90-9
롯데슈퍼 전곡점|38.0281527|127.0641102|경기도 전곡읍 은대리 566
마곡에스비타운 주차장|37.5643779|126.8161577|서울시 강서구 마곡동 739-3
전주고속버스터미널|35.8346387|127.1265611|전라북도 전주시 덕진구 전주천동로 470
포항 채움병원 주차장|36.0461653|129.3679553|경상북도 포항시 북구 동빈로 104-2
우리은행 전주금융센터 부설주차장|35.8165589|127.1450828|전라북도 전주시 완산구 팔달로 159
나이스파크 서강점|37.54583705947898|126.93256186842483|서울시 마포구 토정로 193(구수동,외3필지)
비젼타워 주차장|37.49655332541912|127.02963716543469|서울시 강남구 역삼동 826-26
코리아벤처타운 주차장|37.400765674043555|127.11219490434854|경기도 성남시 분당구 대왕판교로644번길 49
진천터미널|36.85993371045136|127.43880946333125|충북 진천군 진천읍 벽암리 569
마운틴주차타워 주차장|37.744833196379616|127.09667793584855|경기도 의정부시 민락동 810
하나은행 구로디지털단지지점 주차장|37.48469356099102|126.89589286223418|서울시 구로구 디지털로 292
하나은행 시흥동지점 주차장|37.48469356099102|126.89589286223418|서울시 금천구 시흥대로 218
롯데슈퍼 G복대점|36.63917591669273|127.43078697108791|충청북도 청주시 흥덕구 진재로 90(복대동491)
롯데슈퍼 G복대2점(다이소)|36.63917591669273|127.43078697108791|충청북도 청주시 흥덕구 죽천로 67(복대동489-1)
안양월드 주차장|36.63917591669273|127.43078697108791|경기도 안양시 만안구 안양동 897-3
대신빌딩 주차장|35.81601759985013|127.10551863132564|전북 전주시 완산구 홍산로249(효자동2가)
에브리데이 마북동점|37.30386961779706|127.12257233063428|경기도 용인시 기흥구 마북동 176-2
나이스파크 광주역점|35.16143272676274|126.90843009101042|광주광역시 북구 중흥동 707-9
한덕빌딩 주차장|37.57234546400718|127.0062802763328|서울시 종로구 종로41길 25 (종로6가)
롯데슈퍼 율량점|36.668901452335255|127.48801046378185|충북 청주시 청원구 율봉로 169
KEB하나은행은행 대전지점 주차장|36.3275|127.4265|대전시 중구 대종로 481
KEB하나은행은행 목동사거리지점 주차장|37.535|126.863|서울시 강서구 등촌로 59
호텔 42st 부설 주차장|35.1547|129.055|부산시 부산진구 부전로 57(부전동)
패밀리타운 주차장|37.2097974|127.0625557|경기도 화성시 반송동 40
롯데슈퍼 통탄중앙점|37.1982154|127.064926|경기도 화성시 동탄중심상가 1길 28(반송동)
홍익대학교 대학로캠퍼스|37.5764938|126.9992908|서울시 종로구 대학로 57
초콜릿주차장|36.0132063|129.3463978|경북 포항시 남구 희망대로659번길 29
대전 한일주차장|36.3300501|127.4258139|대전시 중구 은행동 130
여수해상케일블카 오동도 주차장|34.7411282|127.7530921|전남 여수시 수정동 332-55
우리은행 홍제동지점|37.5915366|126.9452172|서울시 서대문구 홍제3동 266-56
정관제일타워|35.3169353|129.1660117|부산시 기장군 정관면 정관로 569
롯데슈퍼 신현점|37.5152457|126.667136| 인천 서구 염곡로 351(신현동)
세림타운주차장|37.2081553|127.0618464|경기도 화성시 반송동 46
예일주차장|37.893|127.054|경기도 동두천시 지행동 694
우리은행 범물동지점|35.82|128.64|대구시 수성구 지범로 196
대덕테크비즈센터 부설주차장|36.386|127.378|대전광역시 유성구 대덕대로 593(테크비즈센터)
롯데슈퍼 연수점|37.4068821|126.673|인천 연수구 앵고개로
롯데슈퍼 경주점|35.8624364|129.2151462|경북 경주시 양정로
양주농협 덕현지점 주차장|37.7964296|127.0797235|경기도 양주시 광사동
하나로마트 오송농협 의료단지점 |36.6299926|127.3290782|충청북도 청주시 흥덕구 오송읍 만수리
국민은행 창원종합금융센터|35.2226718|1286782785|경남 창원시 성산구 상남로 87
화도농업협동조합|37.6520079|127.3076385|경기도 남양주시 화도읍 마석중앙로
울산 훼미리상가|35.5532777|129.3199427|울산시 중구 성남동
롯데슈퍼 풍암점|35.127180|126.879076|광주광역시 서구 풍암로2 롯데슈퍼센터
롯데슈퍼 봉선점|35.1260691|126.9138471 |광주광역시 남구 우안초등북길
우리은행 금남로지점 주차장|35.148688|126.914601|광주시 동구 금남로
남양주 웰스포 부설주차장|37.6474959|127.2975251|경기도 남양주 화도읍 창현리
삼성타운|37.531790|126.901204|서울특별시 영등포구 당산로44길 3
롯데슈퍼 소사점|37.4766048|126.7967384|경기도 부천시 소사구 은성로
가든타워오피스텔|37.637127|127.025313 |서울시 강북구 번동
롯데슈퍼 영화점|37.292878|127.008760 |경기도 수원시 장안구 수성로
국민은행 숭의동지점 주차장|37.465022|126.649272 |인천광역시 남구 경인로 59
농협은행 용인시지부 주차장|37.234912|127.205116 |경기도 용인시 처인구 금령로
우리은행 응암로지점 주차장|37.593377|126.917654|서울시 은평구 응암로
우리은행 독산동지점 주차장|37.474421|126.897947 |서울시 금천구 시흥대로
동대구역 제1주차장(구 제3주차장)|35.880416|128.629241|대구시 동구 신암동
이마트 에브리데이 춘천석사점|37.853010|127.745269|강원도 춘천시 석사동
우리은행 미아역지점 주차장|37.627741|127.025253 |서울시 강북구 미아동
국민은행 신당동지점 주차장|37.565243|127.013767|서울시 중구 신당동
대구월드마크웨스트엔드 주차장|35.848541|128.535927|대구광역시 달서구 와룡로
김포리앤포레 오피스텔|37.655571|126.683419 |경기도 김포시 운양동
롯데슈퍼 괴정점|35.102873|129.002422 |부산시 사하구 낙동대로
우리은행 창원금융센터|35.221147|128.680277|경상남도 창원시 성산구 상남로
우리은행 평택금융센터|36.995113|127.086733 |경기도 평택시 중앙로
진접농협 본점|37.7201266|127.1814976|경기도 남양주시 진접읍 장현로
롯데슈퍼 원주점|37.341609|127.954803|강원도 원주시 치악로
우리은행 사당역지점|37.476583|126.979584|서울시 관악구 남현동
이마트 에브리데이 율하점|35.862965|128.694556|대구광역시 동구 안심로22길
서초비젼타워 부설주차장|37.492905|127.012805 |서울특별시 서초구 서초동
롯데슈퍼 문흥점|35.187604|126.922234|광주광역시 북구 대천로
롯데슈퍼 송내점|37.484893|126.763279 |경기도 부천시 경인로
용인그랜드프라자|37.271359|127.127780|경기도 용인시 기흥구 구갈동
롯데슈퍼 첨단점|35.221375|126.841991 |광주광역시 광산구 쌍암동
홍대주연빌딩|37.550840|126.918864|서울특별시 마포구 서교동 
왜관 대경주차장|35.996558|128.398903|경상북도 칠곡군 왜관읍 왜관리
진접농협 연평지구|37.719848|127.183414 |경기도 남양주시 진접읍 장현천로 32
목포터미널 주차장|34.812636|126.417938|전라남도 목포시 상동
온양그랜드호텔 주차장|36.783359|127.006047|충청남도 아산시 충무로
산본 대우디오플러스 오피스텔|37.358870|126.933370 |경기도 군포시 산본동 
세일 주차장|37.508935|127.065602|서울특별시 강남구 대치동
이마트 에브리데이 남부터미널점|37.485651|127.020742|서울특별시 서초구 서초동 1443-17
김포 크리스탈 주차장|37.654217|126.683017 |경기도 김포시 김포한강11로
국민은행 영등포지점|37.520009|126.907527 | 서울시 영등포구 영등포로
바비엥2오피스텔|37.565257|126.967909 |서울시 중구 의주로1가
분당유스페이스|37.4011776|127.0845728|경기도 성남시 분당구 삼평동
푸르지오상가 주차장|35.229572|129.090420|부산시 금정구 중앙대로
구미 MD주차장|36.106495|128.418463|경상북도 구미시 인동가산로
롯데슈퍼 가락점|37.503063|127.125232 |서울특별시 송파구 가락동
오산 거성프라자 그린 주차장|37.149621|127.075392 |경기도 오산시 오산동
하나은행 아차산역지점 주차장|37.552956|127.089571|서울시 광진구 중곡동
경보주차장|35.235490|128.866082|경남 김해시 내동
수여성병원|37.251187|126.976200|경기도 수원시 권선구 고색동 886-125 수여성병원 별관
엑스포 오피스텔 1차|36.367795|127.382522|대전광역시 서구 둔산대로
해태쇼핑타운 부설주차장|37.694606|126.780159|경기도 고양시 일산동구 중산동
메인프라자 주차장|37.215547|127.041957|경기도 화성시 진안동
모닝타운 주차장|37.194719|127.073233 |경기도 화성시 반송동
우리은행의정부지점|37.738940|127.041673|경기도 의정부시 시민로
한솔로이젠트 부설주차장|37.497119|126.889726|서울특별시 구로구 구로5동
파킹 씨네샤르망 주차장|37.214698|127.042616|경기도 화성시 병점동
국민은행 이태원지점|37.535074|126.994555|서울시 용산구 이태원동
국민은행 부평지점|37.494046|126.723471|인천시 부평구 부평동
우리은행 가산IT금융센터|37.479048|126.888856 |서울특별시 금천구 가산동
농협은행 여주시지부|37.307625|127.482589|경기도 여주시 홍문동
대전 동방삭 주차장|36.338824|127.393329 |대전광역시 서구 둔산대로
 대야 복합 타워 주차장|37.507458|126.750611|경기도 부천시 원미구 상동
국민은행 강북지점|37.642840|127.029299|서울시 강북구 수유동
농협은행이천시지부|37.281499|127.445994|경기도 이천시 창전동
국민은행 파장동|37.306809|126.993025|경기도 수원시 장안구 파장동
국민은행 태릉역|37.622380|127.074706|서울시 노원구 공릉동 577-8
의정부 법무주차장|37.755569|127.032419|경기도 의정부시 가능동 
홍대 선진빌딩|37.552698|126.918387|서울시 마포구 서교동
홍대 일원빌딩|37.551182|126.923506|서울시 마포구 서교동
