BRANCH|SERVICENM|TELL|ADDR|XCORD|YCORD
독수리자동차공업사|종합서비스|0438774477|충북 음성군 금왕읍 무극로 19-14|127.562677|36.981098
동현점|전문서비스|0436488575|충북 제천시 동현동 359번지|128.2227478|37.1276377
계룡점|전문서비스|0428408031|충청남도 계룡시 새터산길 8-7|127.2536528|36.2737389
신관점|전문서비스|0418529200|충청남도 공주시 공주대학로 17-61  신관동|127.1369222|36.4640667
옥룡점|전문서비스|0418548585|충청남도 공주시 무령로 317  옥룡동|127.136735|36.453436
한국자동차공업사|종합서비스|0417544902|충청남도 금산군 금산읍 무금로 2413 (중도리107-1)|127.5009155|36.1017731
논산전문정비|종합서비스|0417338300|충청남도 논산시 계백로 786  등화동|127.076092|36.184846
부창점|전문서비스|0417338206|충청남도 논산시 부창로 21  부창동|127.081783|36.192162
취암점|전문서비스|0417339797|충청남도 논산시 시민로308번길 21  취암동|127.095284|36.190895
신평점|전문서비스|0413633311|충청남도 당진시 신평면 중말길 9|126.7530441|36.8785414
당진모터스자동차공업|종합서비스|0413572121|충청남도 당진시 천변2길 189 781-2 수청동, 사무실|126.6459655|36.8834261
대천점|전문서비스|0419328597|충청남도 보령시 궁촌5길 25|126.6051788|36.3451421
화산자동차정비공업사|종합서비스|0419312993|충청남도 보령시 대청로 397  화산동, KIA자동차정비공장|126.628479|36.3689856
부여점|전문서비스|0418340703|충청남도 부여군 부여읍 계백로 374|126.921087|36.277003
대산점|전문서비스|0416815547|충청남도 서산시 대산읍 충의로 1839|126.442708|36.927716
서산대형점기아오토큐|전문서비스|0416671106|충청남도 서산시 여전중앙길 13-3 (예천동)|126.440277|36.7681467
애향자동차|종합서비스|0416672345|충청남도 서산시 음암면 중앙로 548|126.501831|36.7489497
석림점 기아오토큐|전문서비스|0419203211|충청남도 서산시 중앙로 131(석림동 527-10)|126.4656829|36.7730803
예천점|전문서비스|0416650930|충청남도 서산시 충의로 47  예천동|126.439935|36.772854
서천점|전문서비스|0419528383|충청남도 서천군 서천읍 사곡로 111 (사곡리 90)|126.6968536|36.0809825
한일자동차종합정비공|종합서비스|0419513870|충청남도 서천군 서천읍 충절로 155  기아자동차큐서비스|126.70205|36.0714806
현대자동차충청써비스|종합서비스|0415473399|충청남도 아산시 곡교천로125번길 35  실옥동|126.991673|36.792887
배방점 기아오토큐|전문서비스|0415464242|충청남도 아산시 배방읍 배방로 239-8| | 
풍기점|전문서비스|0415328582|충청남도 아산시 온천대로 1708 (풍기동)|126.992953|36.783969
용화점|전문서비스|0415431020|충청남도 아산시 용화고길 5-21  용화동|127.0067749|36.7708333
천안아산서비스기아오토큐|종합서비스|0415488200|충청남도 아산시 탕정면 삼성로 457|127.0901641|36.8191737
동현자동차정비공업사|종합서비스|0413326263|충청남도 예산군 예산읍 금오대로 133-10  |126.8448139|36.6875944
신흥공업사|종합서비스|0413313330|충청남도 예산군 예산읍 충서로 1122-7 (석양리 44-1 외4필지)|126.8338928|36.7046453
남부자동차정비|종합서비스|0415528572|충청남도 천안시 동남구 용수골길 52  용곡동, 기아자동차서비스센타|127.1400604|36.7796563
구성점|전문서비스|0415568585|충청남도 천안시 동남구 천안대로 533|127.166336|36.7927901
성성점|전문서비스|0416221526|충청남도 천안시 서북구 2공단1로 66  성성동, 기아자동차큐서비스|127.1200111|36.8463694
두정점기아오토큐|전문서비스|0415541212|충청남도 천안시 서북구 두정로 312|127.1535034|36.8289554
성거점|전문서비스|0416228585|충청남도 천안시 서북구 성거읍 봉주로 126|127.1990111|36.8645528
두정서부점|전문서비스|0415680411|충청남도 천안시 서북구 오성6길 5  두정동, 기아모터스두정서부점|127.129956|36.829268
대흥|종합서비스|0415655001|충청남도 천안시 서북구 천안대로 937  두정동, (주)대흥|127.1542129|36.82288
(버스전담)천안특장자동차정비|종합서비스|0415839889|충청남도 천안시 서북구 천일고2길 99  신당동, 현대기아서비스센터|127.1599278|36.8609528
진흥자동차공업사|종합서비스|0419432631|충청남도 청양군 청양읍 중앙로6길 1  |126.805196|36.446772
평천점|전문서비스|0416745932|충청남도 태안군 태안읍 수등길 255|126.3260111|36.7509917
홍성점|전문서비스|0416315506|충청남도 홍성군 홍성읍 조양로10번길 110  |126.663481|36.595452
고암점|전문서비스|0416325754|충청남도 홍성군 홍성읍 조양로246번길 62|126.6801757|36.5913686
홍성자동차|종합서비스|0416322535|충청남도 홍성군 홍성읍 충서로 1705-48|126.6805267|36.6017181
괴산점 AUTO Q|전문서비스|0438326969|충청북도 괴산군 괴산읍 괴강로 155|127.8110885|36.8058995
단양점 기아오토큐|전문서비스|0434232923|충청북도 단양군 단양읍 삼봉로 73  태광자동차공업사|128.36296|36.973107
보은점|전문서비스|0435433054|충청북도 보은군 보은읍 남부로 4401  자동차정비공업사|127.724496|36.4725
영동기아서비스|종합서비스|0437441072|충청북도 영동군 영동읍 동정로 119-1  기아자동차영동지점|127.796051|36.1686449
옥천점|전문서비스|0437318584|충청북도 옥천군 옥천읍 마장로 79  소매시장|127.57903|36.290347
금왕점 AUTO Q|전문서비스|0438811942|충청북도 음성군 금왕읍 대금로 1504|127.6010944|36.9864306
리치모터스|종합서비스|0438729889|충청북도 음성군 음성읍 충청대로 1241|127.6943206|36.9159461
천일자동차공업사|종합서비스|0436463301|충청북도 제천시 단양로 3321  강제동|128.229028|37.117602
㈜북제천종합서비스|종합서비스|0436427559|충청북도 제천시 송학주천로 44, 214-7,8,12번지 (고암동)| | 
하소점 기아오토큐|전문서비스|0436528582|충청북도 제천시 하소로 39  하소동|128.201056|37.136869
증평점|전문서비스|0438388584|충청북도 증평군 증평읍 삼보로 40-17, (연탄리235-1)|127.573369|36.782361
진천점 AUTO Q|전문서비스|0435340334|충청북도 진천군 진천읍 사랑재길 6-6|127.4371643|36.8548688
방서점기아오토큐(주|전문서비스|0432983255|충청북도 청주시 상당구 단재로317번길 21 (방서동 54-1) 방서동|127.5064556|36.5992861
영운점 기아오토큐|전문서비스|0432238582|충청북도 청주시 상당구 영운천로 85 (영운동 59-13) 영운동|127.509262|36.6163418
개신점 AUTO Q KIA MOTORS|전문서비스|0432728586|충청북도 청주시 서원구 1순환로 761|127.466063|36.623018
남이점 기아오토큐|전문서비스|0432338586|충청북도 청주시 서원구 남이면 석판리 140-1|127.4435043|36.5926204
분평점 AUTO Q|전문서비스|0432918285|충청북도 청주시 서원구 청남로2005번길 73|127.4832278|36.6069889
오창점 기아오토큐|전문서비스|0432152008|충청북도 청주시 청원구 오창읍 과학산업3로 68-6|127.4218597|36.6946194
율량점 AUTO Q|전문서비스|0432118584|충청북도 청주시 청원구 율천북로 171|127.4913889|36.6628417
강내서비스 기아오토큐|종합서비스|0432338267|충청북도 청주시 흥덕구 강내면 탑연월곡길 34 (탑연리 113)|127.3643951|36.6177461
1급현대공업사종합정비|종합서비스|0432320093|충청북도 청주시 흥덕구 강서로 25  강서동|127.4251098|36.6161098
