##NAME|SUBNAME|TELNUM|NEWADDR|HOMEPAGE@@도서관
전라북도교육청임실도서관|||전북 임실군 임실읍 봉황로 145|http://www.islib.or.kr
전라북도교육청장수도서관|||전북 장수군 장수읍 호비로 58|http://www.jpl.or.kr
전라북도교육청진안도서관|||전북 진안군 진안읍 대광길 4|http://www.jinanplib.or.kr
전북교육문화회관|||전북 전주시 덕진구 안덕원로 71(진북동 301-70)|http://www.jec.go.kr
전주시립건지도서관|||전북 전주시 덕진구 호성로 25|http://lib.jeonju.go.kr/
전주시립금암도서관|||전북 전주시 덕진구 거북바우로 13|http://lib.jeonju.go.kr/
전주시립삼천도서관|||전북 전주시 완산구 용리로 107|http://lib.jeonju.go.kr/
전주시립서신도서관(서신분관)|||전북 전주시 완산구 서신천변14길 10|http://lib.jeonju.go.kr/
전주시립송천도서관|||전북 전주시 덕진구 송내로 212(송천동 2가 168-5)|http://lib.jeonju.go.kr/
전주시립아중도서관|||전북 전주시 덕진구 무삼지2길 7(인후동1가 907-1)|http://lib.jeonju.go.kr/index.sko
전주시립완산도서관|||전북 전주시 완산구 곤지산4길 12(동완산동 1가 464-1)|http://lib.jeonju.go.kr
전주시립인후도서관|||전북 전주시 덕진구 안덕원로 349|http://lib.jeonju.go.kr/
전주시립쪽구름도서관|||전북 전주시 덕진구 여암2길 9|http://lib.jeonju.go.kr/index.sko
전주시립평화도서관(평화분관)|||전북 전주시 완산구 평화14길 27-51|http://lib.jeonju.go.kr/
전주시립효자도서관|||전북 전주시 완산구 우전로 181|http://lib.jeonju.go.kr/index.sko
정읍기적의도서관|||전북 정읍시 수성5로 45-5|http://www.jeongeup.go.kr/cenlib/index.jeongeup
정읍시립도서관/신태인분관|||전북 정읍시 신태인읍 신태인중앙로47(구석리 416)|http://www.jeongeuplib.go.kr
정읍시립중앙도서관|||전북 정읍시 벛꽃로 511(상동274-9번지)|http://www.jeongeuplib.go.kr
정읍학생복지회관|||전북 정읍시 구미길 14-4|http://www.jshall.or.kr
강진군립도서관|||전남 강진군 강진읍 남문길 10|http://www.gjlib.go.kr
고흥군립중앙도서관|||전남 고흥군 고흥읍 고흥로 1793|http://www.ghlib.go.kr/
고흥평생교육관|||전남 고흥군 고흥읍 남계리 458-7|http://www.ghlife.go.kr
곡성교육문화회관(구/곡성공공도서관)|||전남 곡성군 곡성읍 읍내리 726-3|http://www.gokseong-lib.or.kr
광양공공도서관|||전남 광양시 지동길 9(광양읍 성황동 342)|http://www.gylib.or.kr
광양시립중마도서관|||전남 광양시 광장로 14|http://lib.gwangyang.go.kr/lib/
광양시립중앙도서관|||전남 광양시 광양읍 우산리 536|http://lib.gwangyang.go.kr
광양용강도서관|||전남 광양시 광양읍 기두5길 5|http://lib.gwangyang.go.kr/lib/
광양평생교육관|||전남 광양시 안산길 23|http://www.gylife.go.kr
광양희망도서관|||전남 광양시 광양읍 인덕로 1022|http://lib.gwangyang.go.kr/lib/
구례공공도서관|||전남 구례군 구례읍 학교길 119-6|http://www.grlib.or.kr
구례군매천도서관|||전남 구례군 구례읍 서시천로 76-22|http://www.gurye.go.kr/library/
금일공공도서관|||전남 완도군 금일읍 금일로 365-2|http://www.wando.go.kr/lib
나주공공도서관|||전남 나주시 남고문로 51|http://www.najulib.or.kr
나주시립도서관|||전남 나주시 영산포로 185-6|http://lib.naju.go.kr/
남평공공도서관|||전남 나주시 남평읍 남평3로 14-11|http://www.nplib.or.kr
노화공공도서관|||전남 완도군 노화읍 노화로 816-1|http://www.wando.go.kr/lib
담양공공도서관|||전남 담양군 담양읍 백동리 256-4|http://www.dylib.or.kr
목포공공도서관|||전남 목포시 원산주택로3번길 6|http://www.mokpolib.kr
목포시립도서관|||전남 목포시 용당로 160번길 32|http://www.mokpolib.or.kr/
목포어린이도서관|||전남 목포시 옥암로186번길 30-7|http://www.mokpochildlib.or.kr/
무안공공도서관|||전남 무안군 무안읍 교촌리 257-1|http://www.muan-lib.or.kr
무안군공공도서관|||전남 무안군 해제면 신정리 23-3|http://cafe.daum.net/muanlib
벌교공공도서관|||전남 보성군 벌교읍 월곡길 13|http://www.beolgyolib.or.kr
보성공공도서관|||전남 보성군 보성읍 현충로 57-76|http://www.boseonglib.or.kr
순천시립그림책도서관|||전남 순천시 도서관길 33|https://pblibrary.sc.go.kr/
순천시립기적의도서관|||전남 순천시 해룡면 기적의도서관길 60|https://miracle.sc.go.kr/
순천시립삼산도서관|||순천시 중앙로 232(석현동)|http://www.sclibrary.or.kr/
순천시립신대도서관|||전남 순천시 해룡면 매안로 162|https://library.sc.go.kr/
순천시립연향도서관|||전남 순천시 연향번영길 54|https://library.sc.go.kr/
순천시립조례호수도서관|||전남 순천시 조례2길 31|https://library.sc.go.kr/
신안군립도서관|||전남 신안군 압해면 압해로 825 (학교리 694-10)|http://user.chollian.net/~sinanlib/
여수시립도서관|||전남 여수시 학동서4길 18-12|http://yslib.yeosu.go.kr
여수시립쌍봉도서관/소라분관|||전남 여수시 소라면 덕양로 344|http://yslib.yeosu.go.kr
여수시립쌍봉도서관/율촌분관|||전남 여수시 율촌면 율촌로 100-11|http://yslib.yeosu.go.kr
여수시립현암도서관|||전남 여수시 충민사길 43 (덕충동)|http://yslib.yeosu.go.kr/main/
여수시립현암도서관/돌산분관|||전남 여수시 돌산읍 강남해안로 129|http://yslib.yeosu.go.kr
여수시립환경도서관|||전남 여수시 문수로 53-32(문수동)|http://enlib.yeosu.go.kr
영광공공도서관|||전남 영광군 영광읍 천년로 13길 2-16|http://www.yklib.or.kr
영광군립도서관|||전남 영광군 영광읍 중앙로 228-16|http://www.yggunlib.go.kr
영암공공도서관|||전남 영암군 영암읍 서남역로 27-11|http://www.yalib.or.kr
영암군삼호도서관|||전남 영암군 삼호읍 삼호중앙로 140|http://library.yeongam.go.kr/
영암도서관|||전남 영암군 영암읍 교동로 89-5|http://library.yeongam.go.kr
옥과공공도서관|||전남 곡성군 옥과면 리문4길 16|http://www.oklib.or.kr/
완도군립도서관|||전남 완도군 완도읍 주도길 11-2|http://lib.wando.go.kr/
장성공공도서관|||전남 장성군 장성읍 청운 7길 22|http://jslib.jne.go.kr/index.es?sid=b8
장흥공공도서관|||전남 장흥군 장흥읍 중앙로2길 33|http://www.jhlib.or.kr
전라남도립도서관|||전남 무안군 삼향읍 남악로 210|http://lib.jeonnam.go.kr/
전라남도학생교육문화회관|||전남 여수시 대통1길 55|http://www.jsecc.go.kr
진도공공도서관|||전남 진도군 진도읍 군강공원길 10-1|http://www.jindolib.or.kr
함평공공도서관|||전남 함평군 함평읍 신기산길 46-12|http://www.hplib.go.kr
해남공공도서관|||전남 해남군 해남읍 서림길 20|http://www.hnlib.or.kr
해남군립도서관|||전남 해남군 해남읍 군청길 4 (성내리 4)|http://lib.haenam.go.kr
화순공공도서관|||전남 화순군 화순읍 도서관길 15|http://www.hwasunlib.or.kr
(성주)청사도서관|||경북 성주군 성주읍 청사도서관길 13|없음
경산시립도서관|||경북 경산시 하양읍 문화로 10길 15(금락리 97)|http://lib.gbgs.kr
경산시립장산도서관|||경북 경산시 경산로13길 7|https://lib.gbgs.go.kr/renew/main/index.php
경상북도교육청/고령도서관|||경북 고령군 대가야읍 향교길 25(연조리 599-2)|http://www.golib.go.kr/
경상북도교육청/구미도서관|||경북 구미시 산책길41(원평동 964-616)|http://gumilib.go.kr
경상북도교육청/봉화도서관|||경북 봉화군 봉화읍 내성로3길 6 (내성리 194-4 번지)|http://www.bhlib.or.kr/
경상북도교육청/상주도서관|||경북 상주시 상서문1길 127(남성동 118-3)|http://www.sjlib.go.kr
경상북도교육청/상주도서관/화령분관|||경북 상주시 화서면 중화로 2193|http://www.hwaryeong.go.kr
경상북도교육청/성주도서관|||경북 성주군 성주읍 주천로 15-11 (예산리 612번지)|http://www.sjulib.kr
경상북도교육청/안동도서관|||경북 안동시 안기천로 48 (당북동 333-157번지)|http://www.gbelib.kr/ad/index.do
경상북도교육청/안동도서관/용상분관|||경북 안동시 경동로 884-8|http://www.gbelib.kr/ad/index.do
경상북도교육청/안동도서관/풍산분관|||경북 안동시 풍산읍 하리들길 22 (하리리247-1번지)|http://www.gbelib.kr/ad/index.do
경상북도교육청/영덕도서관|||경북 영덕군 영덕읍 군청길 102(화개리 87-8)|http://www.ydl.or.kr
경상북도교육청/영양도서관|||경북 영양군 영양읍 팔수로 538 (서부리)|http://www.yylib.go.kr
경상북도교육청/영일도서관|||경북 포항시 북구 흥해읍 약성리 100-2|http://gbelib.kr/yi/index.do
경상북도교육청/영주선비도서관|||경북 영주시 중앙로 7|http://www.yl.or.kr
경상북도교육청/영주선비도서관/풍기분관|||경북 영주시 풍기읍 남원로 152-12|http://pungsan.andonglib.go.kr/
경상북도교육청/영천금호도서관|||경북 영천시 금호읍 금호로 173 (교대리 130-2번지)|http://www.yklib.go.kr
경상북도교육청/예천도서관|||경북 예천군 예천읍 중앙로 40-5|http://www.yecheon-lib.go.kr/
경상북도교육청/외동도서관|||경북 경주시 외동읍 입실로 98|http://www.odlib.go.kr
경상북도교육청/울릉도서관|||경북 울릉군 봉래길 128-10(저동리 440)|http://www.ullib.go.kr
경상북도교육청/울진도서관|||경북 울진군 울진읍 월변7길 17|http://www.uljinlib.or.kr
경상북도교육청/의성도서관|||경북 의성군 의성읍 중리길 44|http://www.uslib.kr/uslib/
경상북도교육청/점촌도서관|||경북 문경시 호서로 133|http://www.jumdolib.go.kr
경상북도교육청/점촌도서관/가은분관|||경북 문경시 가은읍 대야로 2508|http://www.gaeunlib.go.kr
경상북도교육청/정보센터|||경북 경산시 원효로 60 (계양동 478-3번지)|http://www.geic.kr
경상북도교육청/청도도서관|||경북 청도군 청도읍 청화로 124|http://www.chongdolib.or.kr
경상북도교육청/청송도서관|||경북 청송군 청송읍 군청로 25|http://www.cslib.go.kr
경상북도교육청/칠곡도서관|||경북 칠곡군 왜관읍 군청3길 13|http://cg-lib.or.kr
경주시립도서관|||경북 경주시 원화로 431-12 (황성동 370)|http://www.kjlib.or.kr
구미봉곡도서관|||경북 구미시 봉곡로15길 54(봉곡동)|http://bk.gumilib.or.kr/
구미시립도서관|||경북 구미시 형곡동 142(경은로 85)|http://gumilib.go.kr
구미시립도서관/선산분관|||경북 구미시 선산읍 선산대로 1400-16(동부리)|http://ss.gumilib.or.kr/
김천시립도서관|||경북 김천시 평화순환길 111|http://www.gcl.go.kr/
다산도서관|||경북 고령군 다산면 다산로 681|http://lib.goryeong.go.kr/
문경시립문희도서관|||경북 문경시 문경읍 체육관길11|https://www.gbmg.go.kr/
문경시립중앙도서관|||경북 문경시 신흥로 101|http://www.gbmg.go.kr/open.content/mgculture/
삼국유사군위도서관|||경북 군위군 군위읍 군청로 175|http://www.gunwilib.or.kr:8000/
안동시립도서관|||경북 안동시 태사길 78 (동문동 446-2)|http://lib.andong.go.kr/
영천시립도서관|||경북 영천시 중앙동 1길 80|http://www.yclib.go.kr
의성군립도서관|||경북 의성군 안계면 안계길 114|http://usc.go.kr/open_content/life/library/
청도어린이도서관|||경북 청도군 화양읍 청화로 79-3|http://lib.cd.go.kr/
청송군립진보공공도서관|||경북 청송군 진보면 진보로 183-15|http://jinbolib.cs.go.kr/
칠곡군립도서관|||경북 칠곡군 왜관읍 달오1길 6-7|http://library.chilgok.go.kr/
포항시립포은도서관|||경북 포항시 북구 삼호로 31|http://www.phlib.or.kr/
거제도서관|||경남 거제시 계룡로7길 2 (고현동 511)|http://gjlib.gne.go.kr/
거창군립한마음도서관|||경남 거창군 거창읍 거열로6길 11|http://library.geochang.go.kr
거창도서관|||경남 거창군 거창읍 하동1길 9|http://gclib.gne.go.kr/
경남대표도서관|||경남 창원시 의창구 사림로45번길 59|http://lib.gyeongnam.go.kr/index.lib
고성도서관|||경남 고성군 고성읍 동외로195번길 6|http://gslib.gne.go.kr/
김해도서관|||경남 김해시 가락로93번길 72|http://ghlib.gne.go.kr/
김해장유도서관|||경남 김해시 대청로176번길 7 (대청동 299)|http://lib.gimhae.go.kr
김해칠암도서관|||경상남도 김해시 활천로285번길 14|http://lib.gimhae.go.kr
남해도서관|||경남 남해군 남해읍 화전로43번길 11-3|http://nhlib.gne.go.kr/
마산도서관|||경남 창원시 마산합포구 용마산길 12|http://mslib.gne.go.kr/
마산도서관지혜의바다분관|||경상남도 창원시 마산회원구 구암동 1333|http://jhlib.gne.go.kr
마산합포도서관|||경남 창원시 마산합포구 월영동16길 22|http://www.cwcl.or.kr/2010/lib/happo/main/main.php
마산회원도서관|||경남 창원시 마산회원구 3·15대로 558|http://www.cwcl.or.kr/2010/lib/hoewon/main/main.php
마산회원도서관/내서분관|||경남 창원시 마산회원구 내서읍 삼풍로 79|http://www.cwcl.or.kr/2010/lib/naeseo/main/main.php
밀양도서관|||경남 밀양시 삼랑진읍 만어로 7 (송지리 162-7)|http://mrlib.gne.go.kr/
밀양시립도서관|||경남 밀양시 중앙로 265|http://www.myclib.or.kr
밀양하남도서관|||경남 밀양시 하남읍 수산중앙로 63|http://hnlib.gne.go.kr/
사천도서관|||경남 사천시 사천읍 평화2길 21|http://salib.gne.go.kr/
산청도서관|||경남 산청군 산청읍 꽃봉산로79번길 45|http://www.sanlib.or.kr
삼천포도서관|||경남 사천시 삼천포 대교로 622|http://scplib.gne.go.kr/
성산도서관|||경남 창원시 성산구 외리로 47(남산동 산17번지)|http://www.cwcl.or.kr/2010/lib/seongju/main/main.php
성산도서관/상남분관|||경남 창원시 성산구 원이대로 810 (가음정동)|http://www.cwcl.or.kr/2010/lib/sangnam/main/main.php
양산도서관|||경남 양산시 희망1길 25|http://yslib.gne.go.kr/r.kr
양산시립도서관|||경남 양산시 물금읍 청룡로 11|http://lib.yangsan.go.kr/
양산영어도서관|||경남 양산시 대평들1길 9-10|http://lib.yangsan.go.kr/00main/main.php
양산웅상도서관|||경남 양산시 웅상대로 1009-2 (웅상읍 주진리 산63-15)|http://lib.yangsan.go.kr/00main/main.php
의령도서관|||경남 의령군 의령읍 의병로25길 9-8|http://urlib.gne.go.kr/
의창도서관|||경남 창원시 의창구 용호로 50 (반송동 산51-5번지)|http://www.cwcl.or.kr/2010/lib/changwon/main/main.php
의창도서관/고향의봄분관|||경남 창원시 의창구 평산로135번길 32(서상동 산60)|http://www.cwcl.or.kr/2010/lib/gohyang/main/main.php
의창도서관/명곡도서관(분관)|||경남 창원시 의창구 서곡길21(명서동 31-1)|http://www.cwcl.or.kr/2010/lib/myeonggok/main/main.php
진동도서관|||경남 창원시 마산합포구 진동면 삼진의거대로 661-94|http://jdlib.gne.go.kr/
진양도서관|||경남 진주시 문산읍 동부로588번길 24|http://jinlib.gne.go.kr/
진영도서관|||경남 김해시 진영읍 진영로265번길 9-61|http://jylib.gne.go.kr/
진영한빛도서관|||경남 김해시 진영읍 김해대로 440|http://lib.gimhae.go.kr/
진주서부도서관|||경남 진주시 평거로 249|http://www.jinjulib.or.kr/
진주연암도서관|||경남 진주시 모덕로47번길 13-17|http://www.jinjulib.or.kr/
진해도서관|||경남 창원시 진해구 충장로 141|http://www.cwcl.or.kr/2010/lib/jinhae/main/main.php
진해동부도서관|||경남 창원시 진해구 용재로 66|http://www.cwcl.or.kr/2010/lib/dongbu/main/main.php
진해어린이전문도서관(진해기적의도서관)|||경상남도 창원시 진해구 석동로  70|http://www.jhml.or.kr
창녕군영산도서관|||경남 창녕군 영산면 원다리길 34|https://ysl.cng.go.kr/main/index.jsp?null
창녕남지도서관|||경남 창녕군 남지읍 낙동로 437|http://njlib.gne.go.kr/
창녕도서관|||경상남도 창녕군 창녕읍 말흘리 302|http://cnlib.gne.go.kr/
창원도서관|||경남 창원시 성산구 두대로 197-33|http://cwlib.gne.go.kr
통영도서관|||경남 통영시 봉수로37(봉평동)|http://tylib.gne.go.kr/
통영시립도서관|||경남 통영시 무전3길 29|http://www.tongyeonglib.or.kr/
하동도서관|||경남 하동군 하동읍 경서대로 80|http://hdlib.gne.go.kr/
함안군립칠원도서관|||경남 한안군 칠원면 원서로 56|http://chilwonlib.or.kr/
함안도서관|||경남 함안군 가야읍 함안대로 495|http://hmlib.gne.go.kr/
함양도서관|||경남 함양군 함양읍 함양로 1143-1|http://hylib.gne.go.kr/
합천도서관|||경남 합천군 합천읍 동서로 152|http://hylib.gne.go.kr/
동녘도서관|||제주특별자치도 제주시 구좌읍 일주동로 3132|http://www.dnlib.or.kr
서귀포기적의도서관|||제주특별자치도 서귀포시 일주동로 8593 (동홍동 646-1)|http://lib.jeju.go.kr/?&sso=ok
서귀포도서관|||제주특별자치도 서귀포시 중앙로150번길 4-1|http://www.sscclib.jeju.kr
서귀포시동부도서관|||제주특별자치도 서귀포시 일주동로 8232|http://lib.jeju.go.kr/?&sso=ok
서귀포시삼매봉도서관|||제주특별자치도 서귀포시 남성중로 153번길 15 (서홍동 621)|http://lib.jeju.go.kr/?&sso=ok
서귀포시서부도서관|||제주특별자치도 서귀포시 중문관광로 346 방초꽃집(중문동 1921-1)|http://lib.jeju.go.kr/?&sso=ok
서귀포시성산일출도서관|||제주특별자치도 서귀포시 성산읍 고성오조로 133|http://lib.jeju.go.kr/?&sso=ok
서귀포시안덕산방도서관|||제주특별자치도 서귀포시 안덕면 화순서서로 44|http://lib.jeju.go.kr/?&sso=ok
서귀포시중앙도서관|||제주특별자치도 서귀포시 김정문화로 32|http://lib.jeju.go.kr/?&sso=ok
서귀포시표선도서관|||제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10|http://lib.jeju.go.kr/?&sso=ok
송악도서관|||제주특별자치도 서귀포시 대정읍 동일하모로149번길 12|http://www.songaklib.go.kr
애월도서관|||제주특별자치도 제주시 애월읍 일주서로 6339|http://lib.jeju.go.kr/?&sso=ok
우당도서관|||제주특별자치도 제주시 사라봉동길 30|http://lib.jeju.go.kr/?&sso=ok
제남도서관|||제주특별자치도 서귀포시 남원읍 남원체육관로 183|http://www.jnlib.go.kr
제주기적의도서관|||제주특별자치도 제주시 동광로12길 19|http://lib.jeju.go.kr/?&sso=ok
제주도서관|||제주특별자치도 제주시 연삼로 489(이도2동 414)|http://www.jejulib.or.kr
조천도서관|||제주특별자치도 제주시 조천읍 일주동로 1189 (함덕리 919)|http://lib.jeju.go.kr/?&sso=ok
탐라도서관|||제주특별자치도 제주시 정원로 50|http://lib.jeju.go.kr/?&sso=ok
한경도서관|||제주특별자치도 제주시 한경면 신한로 13|http://lib.jeju.go.kr/?&sso=ok
한라도서관|||제주특별자치도 제주시 오남로 133(오라동 899-3)|http://lib.jeju.go.kr/?&sso=ok
한수풀도서관|||제주특별자치도 제주시 한림읍 한림상로 240-11|http://www.hsplib.go.kr/
