##NAME|SUBNAME|TELNUM|NEWADDR|ETCADDR|TYPE|SINCE|WEBSITE@@작은도서관
상동역칙칙폭폭도서관|||경기 부천시 원미구 상동 지하철7호선 상동역 지하1층||공립|2012|
상록문고|||경기 화성시 능동 능동 1087번지 상록예가아파트 내 주민공동시설||사립|2010|
상록브니엘문고|||경기도 안산시 상록구 감골공원길 5, (사동)||사립|2006|
상록수마을작은도서관|||경기도 안산시 상록구 본오로 46, (본오동) 3층||사립|2016|
상리작은도서관|||경기도 연천군 신망로 26 상1리 다목적회관 2층||공립|2011|
상상도서관|||경기도 평택시 현신3길 75(평택 용이 푸르지오) 관리사무소 2층||사립|2009|
상상도서관|||경기도 수원시 영통구 센트럴파크로 34(광교센트럴타운62단지) (하동, 광교62단지)||사립|2014|
상송마을주공작은도서관|||경기 수원시 권선구 오목천동 오목천로 15, 관리사무소 1층||사립|2013|
상현1동 작은도서관|||경기도 용인시 수지구 상현로 71, (상현동)||공립|2006|
상현2동작은도서관|||경기도 용인시 수지구 광교호수로386번길 6, (상현동) 상현2동 작은도서관||공립|2015|
새강꿈터도서관|||경기 화성시 반송동 새강마을||사립|2010|
새강마을 작은도서관|||경기 화성시 반송동 159번지 휴먼시아 5-2단지 새강마을 관리동||사립|2010|
새꿈작은도서관|||경기도 시흥시 은행로167번길 6, (대야동) 6층||사립|2016|
새나래 작은도서관|||경기도 광명시 성채로 36(광명역세권휴먼시아) 근린생활시설 1층||사립|2013|
새날|||경기도 안양시 만안구 냉천로 26(유성빌딩) 새날교회||사립|2008|
새마을문고 수정한양작은도서관|||경기 안산시 단원구 선부3동 한양아파트 관리실 1층||사립|2011|
새마을문고센터|||경기 안성시 중앙로 411번길 65||사립|1996|
새마을문고중앙회부천시지부|||경기 부천시 원미구 약대동 신흥로 331 새마을회관 4층||사립|1998|
새마을부림동문고|||경기도 과천시 별양로 180-1, (부림동) 부림동주민센터 내||사립|1992|
새봄작은도서관|||경기도 군포시 삼성로 79, (당동, 삼성마을1단지) 삼성마을1단지||사립|2015|
새싹 작은도서관|||경기도 광명시 하안로 238(고층주공아파트) 주민회관 B동 2층||공립|2006|
새싹작은도서관|||경기 남양주시 금곡동 경춘로 883-36 1층||공립|2011|
새싹작은도서관|||경기도 양주시 고덕로 89(양주푸르지오아파트) 관리동||사립|2009|
새이레작은도서관|||경기도 양평군 옥천면 용천로 474,  새이레교회||사립|2016|
새터전 작은도서관|||경기도 가평군 가평읍 새말옛로6번길 17-1, 새터전교회 새터전교회||사립|2014|
새하늘작은도서관|||경기도 여주시 가남읍 경충대로 1162-19,||사립|2007|
새하늘작은도서관|||경기도 고양시 일산서구 산현로 15(무광프라자) 무광프라자 4층||사립|2001|
새희망작은도서관|||경기 수원시 권선구 오목천동 오목천로 15, 상송마을주공아파트 상가동 301호 새희망교회||사립|2005|
새희망작은도서관|||경기도 안산시 단원구 보화로 22, (고잔동) 1층||사립|2005|
샘내작은도서관|||경기도 화성시 매송고색로 375 마을회관 2층 샘내작은도서관||공립|2008|
샘물도서관|||경기 수원시 권선구 권선동 세권로 207번길 10-24||사립|2005|
샘물어린이 작은도서관|||경기 성남시 분당구 구미동 정자동 내정로 17번길 8번지 샘물교회1층||사립|1998|
샘터작은도서관|||경기도 남양주시 화도읍 비룡로 56-7,||사립|2012|
샘터작은도서관|||경기도 이천시 경충대로 2037(현대3차아파트) 관리동3층 샘터작은도서관||사립|2010|
생각마루|||경기도 화성시 효행로291번길 26(신일해피트리) 관리동 2층||사립|2009|
생각샘도서관|||경기도 김포시 김포한강1로 10, (장기동, 초당마을우미린아파트)||사립|2009|
생명나무어린이작은도서관|||경기 이천시 증포동 대원그린상가 3층||사립|2012|
생명의빛 작은도서관|||경기도 화성시 병점로 37-6, (진안동) 7층 생명의빛 교회내||사립|2015|
샤론작은도서관|||경기도 군포시 당산로 103, (금정동) 샤론작은도서관||사립|2012|
샤인 작은도서관|||경기도 성남시 수정구 공원로445번길 8, (태평동) 공원로 445번길 8번지||사립|2012|
샬롬문고|||경기 안산시 단원구 선부 선부로 29||사립|1995|
서둔동 새마을문고|||경기도 수원시 권선구 서호로 146, (서둔동) 서둔동주민센터2층||사립|1989|
서봉 작은도서관|||경기도 화성시 향남읍 상신하길로356번길 29-16, (서봉마을2단지아파트) 서봉 작은도서관||사립|2015|
서부교회도서관|||경기도 용인시 처인구 경안천로258번길 91-7, (고림동)||사립|2004|
서수원자이 어린이 문고|||경기 수원시 권선구 입북동 입북로 50, 관리사무소 2층||사립|2009|
서안 작은도서관|||경기 성남시 중원구 상대원1동 상대원1동 박석로 41번길 18번지||사립|2006|
서재자이 작은도서관|||경기도 평택시 서재로 36, (동삭동, 서재자이아파트) 서재자이 작은도서관||사립|2015|
서정 글 쉼터 도서관|||경기도 고양시 덕양구 서정마을로 46(서정마을4단지아파트) 409동 1층||사립|2014|
서정작은도서관|||경기 평택시 서정동 876-3||공립|2011|
서종작은도서관|||경기도 양평군 서종면 북한강로 777,  .||공립|2008|
서천2차글빛누리도서관|||경기도 용인시 기흥구 서천동로21번길 11-22, (서천동, 서천2차 아이파크) 관리동||사립|2016|
서천아이파크작은도서관|||경기도 용인시 기흥구 서그내로16번길 14, (서천동, 서그내마을 서천아이파크) 관리사무소 옆||사립|2016|
서축공업작은도서관|||경기도 파주시 문발로 312 2층||사립|2014|
서해 백일홍 작은도서관|||경기도 화성시 동탄문화센터로 38(솔빛마을서해그랑블아파트) 동탄 솔빛마을 서해 그랑블 아파트||사립|2008|
서해더블루LUX 작은도서관|||경기도 화성시 동탄문화센터로 75(서해더블루) 서해더블루LUX 작은도서관||사립|2014|
서해더블루PAX 작은도서관|||경기도 화성시 노작로 203, (반송동, 서해더블루) 24층(반송동,서해더블루PAX)||사립|2016|
서향원|||경기도 남양주시 홍유릉로 101, (일패동) 육군 제 73보병사단대||사립|2013|
서현청소년 작은도서관|||경기 성남시 분당구 서현동 불정로 386번길 38번지||공립|2003|
서희삼정작은도서관|||경기도 용인시 기흥구 언동로 193-26, (중동, 서희삼정아파트) 102동 1층||사립|2015|
석수1동 작은도서관|||경기도 안양시 만안구 경수대로 1252, (석수동)||공립|2014|
석수2동 작은도서관|||경기도 안양시 만안구 안양로 496(석수2동주민센터) 4층 북카페||공립|2014|
석수3동 작은도서관|||경기 안양시 만안구 석수3동 석수로 212번길 23 3층||공립|2013|
석수골작은도서관|||경기도 안산시 단원구 석수로9길 20, (선부동) 2층||공립|2010|
선경도서실|||경기 이천시 증포동 선경1차아파트 201동 선경도서실||사립|2004|
선녀마을작은도서관|||경기 안산시 단원구 우목골길 7-15, 선부청소년문화의 집 3층||공립|2013|
선단동어린이작은도서관|||경기도 포천시 송선로 268-57 하사랑교회||사립|2011|
선단사립작은도서관|||경기도 포천시 호국로964번길 15-32, (선단동) 선단사립작은도서관||사립|2006|
선단작은도서관|||경기 포천시 선단동 삼육사로 2186번길 11||공립|2008|
선유전진타운 작은도서관|||경기도 파주시 문산읍 사임당로 133-1, (선유 전진 타운) 선유전진타운 작은도서관||사립|2016|
선한꿈터 작은도서관|||경기도 화성시 남양읍 한가울길 256,  1층||사립|2016|
설봉아름드리작은도서관|||경기도 이천시 애련정로 180, (증포동, 설봉2차푸르지오) 관리사무실 맞은편 설봉아름드리작은도서관||사립|2015|
섬마을5단지 작은도서관|||경기 성남시 중원구 도촌동 도촌북로 78 섬마을 5단지 506동 1층||사립|2011|
성문나래작은도서관|||경기도 안양시 동안구 관평로79번길 8-14, (평촌동) 성문나래작은도서관||사립|2016|
성은작은도서관|||경기도 양주시 회정로109번길 7-41 선교비전센터 1층||사립|2013|
성지작은도서관|||경기도 용인시 수지구 정평로 61, (풍덕천동, 신정마을성지아파트) 성지아파트 관리동 3층||사립|2000|
성진어린이작은도서관|||경기도 부천시 원미구 석천로52번길 83(성진교회) 성진교회||사립|2002|
성현 작은도서관|||경기도 성남시 분당구 운중로 246, (판교동) 성현교회 1층 성현작은도서관||사립|2013|
세류1동 새마을문고|||경기도 수원시 권선구 세류로38번길 10, (세류동) 세류1동주민센터||사립|1998|
세류2동 새마을문고|||경기도 수원시 권선구 덕영대로 1107, (세류동) 세류2동주민센터2층||사립|1989|
세류3동 새마을문고|||경기도 수원시 권선구 정조로 557, (세류동) 세류2동 주민센터2층||사립|1989|
세리 작은도서관|||경기도 부천시 소사로775번길 53, (원종동) 3층||사립|2016|
세마고도서관|||경기 오산시 수목원로 55-17||공립|2012|
세븐 작은도서관|||경기도 광명시 소하로 162(휴먼시아) 주민근린시설 B1||사립|2013|
세상을배우는학교 작은도서관|||경기도 평택시 안중읍 안현로서2길 14, (안중강산타운APT) 302호||사립|2015|
세솔 작은도서관|||경기도 고양시 덕양구 세솔로 149, (원흥동, 삼송마을엘에이치16단지) 삼송마을 16단지||사립|2016|
세아작은도서관|||경기도 양주시 꿈나무로 136(세아1차 아파트)||사립|1998|
세우는도서관|||경기도 남양주시 호평로 11, (호평동) 호평로11(호평동,우미상가202호)||사립|2010|
세움 작은도서관|||경기도 광명시 연서일로17번길 29-9, (철산동)||사립|2012|
센트럴 북카페 작은도서관|||경기 화성시 반송동 반송동 80 시범월드반도(아)||사립|2009|
센트럴파크작은도서관|||경기 화성시 반송동 57 시온교회||사립|2011|
소나기마을 작은도서관|||경기도 양평군 서종면 소나기마을길 24,  소나기마을||사립|2016|
소댕이작은도서관|||경기도 여주시 가남읍 금당리길 113,  1층 (금당쉼터)||사립|2016|
소란스런 작은도서관|||경기도 가평군 청평면 청군로 18,  호산나||사립|2016|
소사랑 작은도서관|||경기도 부천시 소삼로 47, (소사본동, 부천소사역 푸르지오) 관리동||사립|2016|
소새울가족도서관|||경기 부천시 소사구 소사본3동 277-32번지 소새울문화체육센터4층||공립|2004|
소소한작은행복도서관|||경기도 용인시 수지구 만현로67번길 17(신화) 신화상가 나동 202호||사립|2014|
소월독서문화원|||경기 구리시 수택동 이문안로 109 3층||사립|1995|
소피아 작은도서관|||경기도 부천시 성오로117번길 57, (오정동) 1층||사립|2016|
소피아도서관|||경기도 수원시 장안구 조원로 34, (조원동) 경기중앙교회 2층||사립|2016|
소하1동 작은도서관|||경기도 광명시 소하로 25(소하1동주민센터)||사립|2010|
솔거아파트문고|||경기 의왕시 위인로 18 관리사무소 지하1||사립|2001|
솔래작은도서관|||경기도 김포시 봉화로51번길 46-9, (사우동) 1258번지||사립|2012|
솔로몬 작은도서관|||경기도 김포시 봉화로 172, (북변동) 북변동 십자가교회 내||사립|2015|
솔로몬작은도서관|||경기도 여주시 우암로 25, (하동)||사립|2010|
솔빛도서관|||경기 가평군 가평읍 마장리 사서함 567-18||사립|2012|
솔샘 작은도서관|||경기 성남시 분당구 백현동 백현동 판교역로 98. 백현마을 7단지||사립|2011|
솔안마을작은도서관|||경기 부천시 원미구 송내동 367 욱일상가 가동 2층||사립|2012|
솔지 아동 영재 작은도서관|||경기 수원시 팔달구 화서동 덕영대로777번길 3.||사립|2012|
솔터2단지작은도서관|||경기도 김포시 김포한강8로 331, (마산동, 김포한강엘에이치솔터마을2단지) 솔터2단지 아파트||사립|2012|
솔터마을3단지 작은도서관|||경기도 김포시 김포한강8로 333(김포한강엘에이치솔터마을3단지) 솔터마을3단지||사립|2014|
솔향기작은도서관|||경기도 수원시 장안구 만석로 231 (송죽동) 2층||사립|2012|
송골우남작은도서관|||경기도 화성시 10용사로 286(우남퍼스트빌2차아파트) 관리동 1층 송골우남작은도서관||사립|2004|
