CATElv1,CATElv2,CATElv3,CATEID,중복,NAMECHK,TYPE,cate_icon_v3_ID,cate_icon_v3,cate_icon_v3_t,cate_icon_v4_ID,cate_icon_v4,cate_icon_v4_t,cate_icon_v5_ID,cate_icon_v5,cate_icon_v5_t
음식점/카페/주점,한식,놀부부대찌개,10320,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,한식,닭익는마을,10321,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,한식,벌집삼겹살,10322,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,한식,본죽,10323,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,한식,신선설농탕,10324,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,한식,감탄떡볶이,10325,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,한식,기타,10326,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,0,104,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,경양식,10401,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,이탈리아음식,10402,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,프랑스음식,10403,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,스테이크전문,10404,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,파스타전문,10405,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,해물요리,10406,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,양식,기타,10407,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,일식,0,105,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,일식,생선회,10501,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,일식,초밥/롤전문,10502,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,일식,우동,10503,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,일식,돈까스전문,10504,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,일식,해물요리,10505,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,일식,기타,10506,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,중식,0,106,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,중식,일반,10601,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,중식,코스,10602,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,중식,기타,10603,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,부페,0,107,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,부페,일반부페,10701,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,부페,호텔부페,10702,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,부페,전문부페,10703,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,부페,기타,10704,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,0,108,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,퓨전,10801,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,동남아음식,10802,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,멕시코요리,10803,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,인도음식,10804,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,보양식,10805,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,야식(24시간오픈),10806,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,요정,10807,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,기타,기타,10808,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,0,109,0,0,2,16,커피전문점,커피전문점_t,16,poi_coffee_icon,poi_coffee_icon_t,16,poi_coffee_icon,poi_coffee_icon_t
음식점/카페/주점,커피전문점,스타벅스,10901,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,할리스커피,10902,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,파스쿠찌,10903,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,커피빈,10904,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,엔제리너스,10905,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,카페쎄리오,10906,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,탐앤탐스,10907,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,카페베네,10908,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,커핀그루나루,10909,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,카페띠아모,10910,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,자바시티,10911,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,요거프레소,10912,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,투썸플레이스,10913,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,망고식스,10914,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,이디야,10915,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,주커피,10916,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,스무디킹,10917,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,드롭탑,10918,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,설빙,10919,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,커피전문점,기타,10920,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,다방/전통찻집,0,110,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,다방/전통찻집,다방,11001,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,다방/전통찻집,전통찻집,11002,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,다방/전통찻집,차전문점,11003,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,다방/전통찻집,공차,11004,0,1,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,다방/전통찻집,기타,11005,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,0,111,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,카페,11101,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,바,11102,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,와인바,11103,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,호프,11104,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,소주방,11105,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,로바다야끼,11106,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,일식주점,11107,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,단란주점,11108,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,디스코텍,11109,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,투다리,11110,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,봉구비어,11111,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,피쉬앤그릴,11112,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,치어스,11113,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,말자싸롱,11114,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,용구비어,11115,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,짝태&노가리,11116,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,가르텐비어,11117,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,꼬지사께,11118,0,0,0,0,0,0,0,0,0,0,0,0
음식점/카페/주점,카페/주점,기타,11119,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,0,0,2,0,0,1,2,쇼핑,쇼핑_t,2,poi_shopping_icon,poi_shopping_icon_t,2,poi_shopping_icon,poi_shopping_icon_t
쇼핑,편의점,0,201,0,0,2,17,편의점,편의점_t,17,poi_store_icon,poi_store_icon_t,17,poi_store_icon,poi_store_icon_t
쇼핑,편의점,세븐일레븐,20101,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,GS25,20102,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,CU,20103,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,미니스톱,20104,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,CSPACE,20105,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,OK마트,20106,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,JOYMART,20107,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,CJ올리브영,20108,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,이마트24,20109,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,롭스,20110,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,랄라블라,20111,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,편의점,기타,20112,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,대형슈퍼마켓,0,202,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,대형슈퍼마켓,GS수퍼마켓,20201,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,대형슈퍼마켓,롯데수퍼,20202,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,대형슈퍼마켓,하나로마트,20203,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,대형슈퍼마켓,홈플러스익스프레스,20204,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,대형슈퍼마켓,이마트에브리데이,20205,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,대형슈퍼마켓,기타,20206,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,일반슈퍼,0,203,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,일반슈퍼,N,20300,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,0,204,0,0,2,18,할인점,할인점_t,18,poi_hypermarket_icon,poi_hypermarket_icon_t,18,poi_hypermarket_icon,poi_hypermarket_icon_t
쇼핑,할인점,이마트,20401,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,홈플러스,20402,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,롯데마트,20403,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,농협하나로클럽,20404,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,코스트코홀세일,20405,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,세이브존,20406,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,킴스클럽,20407,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,2001아울렛,20408,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,뉴코아아울렛,20409,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,메가마트,20410,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,할인점,기타,20411,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,쇼핑몰/아웃렛,0,205,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,쇼핑몰/아웃렛,의류쇼핑몰,20501,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,쇼핑몰/아웃렛,전자제품쇼핑몰,20502,1,0,0,0,0,0,0,0,0,0,0,0
쇼핑,쇼핑몰/아웃렛,아웃렛,20503,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,쇼핑몰/아웃렛,기타,20504,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,0,206,0,0,2,19,백화점_면세점,백화점_면세점_t,19,poi_department_icon,poi_department_icon_t,19,poi_department_icon,poi_department_icon_t
쇼핑,백화점/면세점,롯데백화점,20601,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,현대백화점,20602,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,신세계백화점,20603,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,갤러리아백화점,20604,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,AK플라자,20605,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,동아백화점,20606,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,그랜드백화점,20607,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,면세점,20608,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,NC백화점,20609,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,백화점/면세점,기타,20610,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,시장,0,207,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,시장,대형시장,20701,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,시장,전문도매시장,20702,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,시장,재래시장,20703,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,시장,기타,20704,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,0,208,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,파리바게뜨,20801,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,뚜레쥬르,20802,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,케익하우스엠마,20803,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,신라명과,20804,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,빵굼터,20805,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,로티보이,20806,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,제과점,기타,20807,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,0,209,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,교보문고,20901,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,영풍문고,20902,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,반디앤루니스,20903,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,리브로,20904,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,모닝글로리,20905,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,알파문구,20906,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,아트박스,20907,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,다이소,20908,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,일반서점,20909,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,일반문구점,20910,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서점/문구점,기타,20911,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,0,210,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,채소/야채/유기농,21001,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,건강보조식품점,21002,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,청과전문,21003,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,정육점,21004,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,해산물전문,21005,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,반찬전문,21006,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,식료품전문매장,기타,21007,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,0,211,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,골프샵,21101,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,스키샵,21102,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,낚시전문샵,21103,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,자전거샵,21104,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,등산/아웃도어샵,21105,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,아디다스,21106,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,나이키,21107,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,ABC마트,21108,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,아식스,21109,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,뉴발란스,21110,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,푸마,21111,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,엘레쎄,21112,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,프로스펙스,21113,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,르꼬끄스포르티브,21114,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,리복,21115,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,FILA,21116,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,케이스위스,21117,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,스프리스,21118,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,EXR,21119,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,KAPPA,21120,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,아이더,21121,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,코베아,21122,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,코오롱스포츠,21123,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,블랙야크,21124,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,밀레,21125,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,노스페이스,21126,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,네파,21127,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,스포츠전문매장,기타,21128,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,0,212,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,하이마트,21201,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,삼성전자디지털프라자,21202,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,LG베스트샵,21203,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,전자랜드,21204,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,대우전자,21205,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,전자제품쇼핑몰,21206,1,0,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,인켈,21207,0,1,0,0,0,0,0,0,0,0,0,0
쇼핑,가전전문매장,기타,21208,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서비스센터전체,0,213,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서비스센터전체,삼성서비스센터,21301,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서비스센터전체,LG서비스센터,21302,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서비스센터전체,대우서비스센터,21303,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서비스센터전체,파인드라이브서비스센터,21304,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서비스센터전체,인켈서비스센터,21305,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,서비스센터전체,기타,21306,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,0,214,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,꽃/원예전문점,21401,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,안경전문점,21402,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,의류전문매장,21403,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,레코드점,21404,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,화장품전문매장,21405,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,팬시/액세서리매장,21406,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,보석/귀금속매장,21407,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,카메라/시계매장,21408,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,가방/구두매장,21409,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,악기전문매장,21410,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,가정잡화매장,21411,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,주류전문매장,21412,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,가구/인테리어매장,21413,0,0,0,0,0,0,0,0,0,0,0,0
쇼핑,기타매장,조명전문매장,21414,0,0,0,0,0,0,0,0,0,0,0,0
