##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@SC제일은행
SC제일은행|굽은다리역지점|531686|1124089|SC제일은행||서울특별시 강동구 양재대로 1576|서울특별시 강동구 명일동 346-1|||||||SC제일은행 굽은다리역지점|(명일동 346-1)|||40103
SC제일은행|금호동지점|504994|1124614|SC제일은행||서울특별시 성동구 독서당로 302|서울특별시 성동구 금호동4가 548-1|||||||SC제일은행 금호동지점|(금호동4가 548-1)|||40103
SC제일은행|낙원지점|497435|1131423|SC제일은행||서울특별시 종로구 삼일대로 428|서울특별시 종로구 낙원동 251|||||||SC제일은행 낙원지점|(낙원동 251)|||40103
SC제일은행|남가좌동지점|482813|1133042|SC제일은행||서울특별시 서대문구 증가로 150|서울특별시 서대문구 남가좌동 369-10|||||||SC제일은행 남가좌동지점|(남가좌동 369-10)|||40103
SC제일은행|남역삼동지점|506772|1109194|SC제일은행||서울특별시 강남구 강남대로 330|서울특별시 강남구 역삼동 832-2|||||||SC제일은행 남역삼동지점|(역삼동 832-2)|||40103
SC제일은행|답십리지점|511812|1129790|SC제일은행||서울특별시 동대문구 천호대로 291-1|서울특별시 동대문구 답십리동 494-5|||||||SC제일은행 답십리지점|(답십리동 494-5)|||40103
SC제일은행|대림역지점|477795|1109868|SC제일은행||서울특별시 영등포구 대림로 157|서울특별시 영등포구 대림동 710-10|||||||SC제일은행 대림역지점|(대림동 710-10)|||40103
SC제일은행|대치동지점|512902|1110645|SC제일은행||서울특별시 강남구 도곡로 438|서울특별시 강남구 대치동 1022|||||||SC제일은행 대치동지점|(대치동 1022)|||40103
SC제일은행|도곡동지점|509807|1110633|SC제일은행||서울특별시 강남구 언주로 337|서울특별시 강남구 역삼동 772|||||||SC제일은행 도곡동지점|(역삼동 772)|||40103
SC제일은행|도곡스위트지점|511365|1108152|SC제일은행||서울특별시 강남구 남부순환로 2804|서울특별시 강남구 도곡동 467-7|||||||SC제일은행 도곡스위트지점|(도곡동 467-7)|||40103
SC제일은행|도봉동지점|510029|1161875|SC제일은행||서울특별시 도봉구 도봉로 873|서울특별시 도봉구 도봉동 563|||||||SC제일은행 도봉동지점|(도봉동 563)|||40103
SC제일은행|도산로지점|507894|1117258|SC제일은행||서울특별시 강남구 도산대로 312|서울특별시 강남구 논현동 91-7|||||||SC제일은행 도산로지점|(논현동 91-7)|||40103
SC제일은행|독산동지점|477539|1103085|SC제일은행||서울특별시 금천구 시흥대로 414|서울특별시 금천구 독산동 287-7|||||||SC제일은행 독산동지점|(독산동 287-7)|||40103
SC제일은행|돈암동지점|503285|1136842|SC제일은행||서울특별시 성북구 동소문로 84|서울특별시 성북구 동소문동5가 50-2|||||||SC제일은행 돈암동지점|(동소문동5가 50-2)|||40103
SC제일은행|동교동지점|484023|1127393|SC제일은행||서울특별시 마포구 신촌로 12||||||||SC제일은행 동교동지점|( )|||40103
SC제일은행|동대문역지점|502195|1130757|SC제일은행||서울특별시 종로구 율곡로 309|서울특별시 종로구 창신동 440-10|||||||SC제일은행 동대문역지점|(창신동 440-10)|||40103
SC제일은행|등촌동지점|469922|1124850|SC제일은행||서울특별시 양천구 등촌로 216|서울특별시 양천구 목3동 613-6|||||||SC제일은행 등촌동지점|(목3동 613-6)|||40103
SC제일은행|마장동지점|509308|1130803|SC제일은행||서울특별시 성동구 마장로35길 76|서울특별시 성동구 마장동 818|||||||SC제일은행 마장동지점|(마장동 818)|||40103
SC제일은행|마장역지점|509247|1129512|SC제일은행||서울특별시 성동구 마장로 291|서울특별시 성동구 마장동 773-3|||||||SC제일은행 마장역지점|(마장동 773-3)|||40103
SC제일은행|마천동지점|533151|1110414|SC제일은행||서울특별시 송파구 마천로41길 22|서울특별시 송파구 마천동 128-5|||||||SC제일은행 마천동지점|(마천동 128-5)|||40103
SC제일은행|마포역지점|488085|1122174|SC제일은행||서울특별시 마포구 마포대로 34|서울특별시 마포구 도화동 292-20|||||||SC제일은행 마포역지점|(도화동 292-20)|||40103
SC제일은행|명동지점|496812|1128951|SC제일은행||서울특별시 중구 명동길 58|서울특별시 중구 명동2가 2-20|||||||SC제일은행 명동지점|(명동2가 2-20 1층);1층|||40103
SC제일은행|명동역지점|497024|1128251|SC제일은행||서울특별시 중구 퇴계로 131|서울특별시 중구 충무로2가 64-5|||||||SC제일은행 명동역지점|(충무로2가 64-5)|||40103
SC제일은행|명일동지점|534189|1126072|SC제일은행||서울특별시 강동구 동남로73길 26|서울특별시 강동구 명일동 47-12|||||||SC제일은행 명일동지점|(명일동 47-12)|||40103
SC제일은행|목동5단지지점|473871|1120615|SC제일은행||서울특별시 양천구 목동동로 350|서울특별시 양천구 목5동 912|||||||SC제일은행 목동5단지지점|(목5동 912)|||40103
SC제일은행|목동9단지지점|469846|1116607|SC제일은행||서울특별시 양천구 목동서로 340|서울특별시 양천구 신정동 312|||||||SC제일은행 목동9단지지점|(신정동 312)|||40103
SC제일은행|목동사거리지점|469966|1120352|SC제일은행||서울특별시 양천구 등촌로 30|서울특별시 양천구 목4동 792-5|||||||SC제일은행 목동사거리지점|(목4동 792-5)|||40103
SC제일은행|목동역지점|469981|1118281|SC제일은행||서울특별시 양천구 목동로 189|서울특별시 양천구 신정동 994-5|||||||SC제일은행 목동역지점|(신정동 994-5)|||40103
SC제일은행|무역센터|512833|1114337|SC제일은행||서울특별시 강남구 테헤란로87길 (삼성동 159) |서울특별시 강남구 삼성동 159|||||||SC제일은행 무역센터||||40103
