##NAME|SUBNAME|TELNUM|ID|NEWADDR|TYPE|TYPE2|ORGNAME|SOURCE2@@레드테이블
자코비버거|자코비버거||25470|서울 용산구 용산동2가 45-6|양식|햄버거|자코비버거|레드테이블
라보카|라보카||24443|서울 용산구 한남동 737-37|양식|이탈리아식|라보카|레드테이블
라스텔라|라스텔라||51039|서울시 구로구 구로동 1128-1|양식|양식뷔페|라스텔라|레드테이블
딸부자네불백|딸부자네불백||16049|서울시 강남구 신사동 508-6 홍인빌딩 1층|한식|불고기|딸부자네불백|레드테이블
개화옥(압구정점)|개화옥(압구정점)||5796|서울 강남구 신사동 661-18|한식|불고기|개화옥(압구정점)|레드테이블
독수리다방|독수리다방||43949|서울시 서대문구 창천동 31-4|카페|베이커리|독수리다방|레드테이블
오로지부대찌개|오로지부대찌개||11019|서울 종로구 내자동 11-1|한식|찌개/전골|오로지부대찌개|레드테이블
수불(서래마을본점)|수불(서래마을본점)||15475|서울 서초구 반포동 88-6|한식|한정식|수불(서래마을본점)|레드테이블
삐에로스트라이크|삐에로스트라이크||44551|서울 강남구 청담동 85-4|주점|치킨/호프|삐에로스트라이크|레드테이블
계림닭도리탕|계림닭도리탕||36928|서울 종로구 종로3가 167|한식|닭/오리|계림닭도리탕|레드테이블
르사이공|르사이공||45086|서울 용산구 이태원동 673|양식|아시아식|르사이공|레드테이블
카페니니스|카페니니스||17269|서울 강남구 신사동 511-7|카페|커피전문점|카페니니스|레드테이블
엘가(홍대점)|엘가(홍대점)||46040|서울시 마포구 서교동 358-122|카페|베이커리|엘가(홍대점)|레드테이블
홀리차우|홀리차우||1569|서울 용산구 이태원동 119-25|중식|중식당|홀리차우|레드테이블
스시메이진|스시메이진||90369|서울시 구로구 구로동 188-25 지밸리몰 2F|일식,한식|생선회,스시/사시미|스시메이진|레드테이블
성민양꼬치(서울대입구점)|성민양꼬치(서울대입구점)||15249|서울 관악구 봉천동 1602-37|중식|양꼬치/양고기|성민양꼬치(서울대입구점)|레드테이블
남해식당|남해식당||44825|서울시 중구 남창동 49|한식|면/만두|남해식당|레드테이블
은호초밥|은호초밥||105|서울 광진구 동일로20길 83|일식|스시/사시미|은호초밥|레드테이블
뉴코피커피|뉴코피커피||44152|서울시 강남구 역삼동 813-15|카페|베이커리|뉴코피커피|레드테이블
문오리|문오리||43699|서울시 용산구 이태원동 255-39|한식|닭/오리|문오리|레드테이블
스쿨푸드(강남역점)|스쿨푸드(강남역점)||3118|서울 서초구 서초동 1317|한식|분식|스쿨푸드(강남역점)|레드테이블
다크플랜트|다크플랜트||71819|서울시 마포구 서교동 356-1|양식|패밀리레스토랑|다크플랜트|레드테이블
갯벌의진주(본점)|갯벌의진주(본점)||13674|서울 강남구 역삼동 830-27|한식|해산물|갯벌의진주(본점)|레드테이블
봉추찜닭(명동눈스퀘어점)|봉추찜닭(명동눈스퀘어점)||15079|서울 중구 명동2가 83-5 6층|한식|닭/오리|봉추찜닭(명동눈스퀘어점)|레드테이블
투뿔등심(가로수길점)|투뿔등심(가로수길점)||3852|서울시 강남구 신사동 532-9|한식|소고기구이|투뿔등심(가로수길점)|레드테이블
달롤|달롤||43938|서울시 용산구 이태원동 675|카페|베이커리|달롤|레드테이블
쇼콜라윰(홍대점)|쇼콜라윰(홍대점)||1813|서울 마포구 서교동 358-125|양식|아시아식|쇼콜라윰(홍대점)|레드테이블
이춘복참치(홍대직영점)|이춘복참치(홍대직영점)||18029|서울 마포구 서교동 355-2|일식|참치|이춘복참치(홍대직영점)|레드테이블
당고집|당고집||5693|서울 마포구 합정동 356-9|카페|베이커리|당고집|레드테이블
스위트럭|스위트럭||45848|서울시 마포구 서교동 345-13|카페|베이커리|스위트럭|레드테이블
신명제과|신명제과||8206|서울 강남구 역삼동 716-1|카페|베이커리|신명제과|레드테이블
소년상회|소년상회||43681|서울시 마포구 상수동 92-9|주점|일반주점|소년상회|레드테이블
마피아키친|마피아키친||1486|서울 용산구 녹사평대로 226-1|양식|파스타|마피아키친|레드테이블
헬카페|헬카페||70827|서울시 용산구 보광동 238-43|카페|베이커리,카페|헬카페|레드테이블
와이프씨|와이프씨||26555|서울 마포구 서교동 366-18|한식|분식|와이프씨|레드테이블
스탠딩커피(이태원점)|스탠딩커피(이태원점)||1534|서울 용산구 이태원동 568|카페|커피전문점|스탠딩커피(이태원점)|레드테이블
마포청학동부침개?|마포청학동부침개?||14072|서울 마포구 공덕동 256-30|주점|전통주점|마포청학동부침개?|레드테이블
미스터시래기|미스터시래기||44196|서울 강남구 대치4동 932|한식|쌈밥/비빔밥/솥밥|미스터시래기|레드테이블
피자모레(대학로점)|피자모레(대학로점)||8244|서울 종로구 혜화동 203-3|양식|피자|피자모레(대학로점)|레드테이블
노스쇼어|노스쇼어||71869|서울시 마포구 서교동 395-124|양식|양식기타,아메리카,일반양식|노스쇼어|레드테이블
오첨지|오첨지||5907|서울 관악구 서원동 1639-32|한식|해산물|오첨지|레드테이블
그래스미어/키친|그래스미어 키친||632|서울 종로구 동숭동 1-152|양식|유럽식|그래스미어 키친|레드테이블
테이블스타(코엑스몰점)|테이블스타(코엑스몰점)||3859|서울특별시 강남구 삼성동 159 코엑스 B1F|양식|이탈리아식|테이블스타(코엑스몰점)|레드테이블
아지오(홍대점)|아지오(홍대점)||8350|서울 마포구 서교동 346-6|양식|이탈리아식|아지오(홍대점)|레드테이블
호남식당|호남식당||359|서울 중구 남창동 34-53|한식|해산물|호남식당|레드테이블
루이쌍끄|루이쌍끄||43725|서울 강남구 신사동 657|양식|프랑스식|루이쌍끄|레드테이블
명동불낙지불냉면|명동불낙지불냉면||29710|서울 중구 명동2가 31-4|한식|냉면/막국수/밀면|명동불낙지불냉면|레드테이블
초밥짓는원숭이|초밥짓는원숭이||22650|서울 광진구 화양동 11-32|일식|스시/사시미|초밥짓는원숭이|레드테이블
주주이자카야|주주이자카야||78945|서울시 마포구 염리동 172-18 2층|주점|이자카야|주주이자카야|레드테이블
마녀커리크림치킨|마녀커리크림치킨||1731|서울 마포구 와우산로 133|카페|떡/전통차|마녀커리크림치킨|레드테이블
흑돈가(여의도직영점)|흑돈가(여의도직영점)||45052|서울시 영등포구 여의도동 44-3|한식|삼겹살/돼지구이|흑돈가(여의도직영점)|레드테이블
전주전집|전주전집||28995|서울 동작구 사당동 1032-1|주점|전통주점|전주전집|레드테이블
카페꼼마|카페꼼마||1812|서울 마포구 서교동 408-27|카페|커피전문점|카페꼼마|레드테이블
아메리칸스멜|아메리칸스멜||43659|서울시 마포구 서교동 402-12|양식|햄버거|아메리칸스멜|레드테이블
드볼비|드볼비||71984|서울시 마포구 서교동 403-13|카페|베이커리,카페|드볼비|레드테이블
부원면옥|부원면옥||5856|서울 중구 남창동 47-10|한식|냉면/막국수/밀면|부원면옥|레드테이블
오쭈|오쭈||83561|서울시 서대문구 창천동 57-8|한식|해산물|오쭈|레드테이블
와타미|와타미||91935|서울시 강남구 역삼동 816-5|일식|일반일식|와타미|레드테이블
장뚜가리|장뚜가리||10279|서울시 강남구 신사동 514-9|한식|김치찌개|장뚜가리|레드테이블
만선호프(을지로3가점)|만선호프(을지로3가점)||6681|서울 중구 을지로3가 95|주점|치킨/호프|만선호프(을지로3가점)|레드테이블
팬쿡|팬쿡||25552|서울시 종로구 동숭동 1-86 2층|일식|돈까스|팬쿡|레드테이블
바피아노(청량리점)|바피아노(청량리점)||8512|서울 동대문구 전농동 591-53|양식|이탈리아식|바피아노(청량리점)|레드테이블
반저|반저||8808|서울 종로구 동숭동 1-49|양식|이탈리아식|반저|레드테이블
원조남산왕돈까스|원조남산왕돈까스||44317|서울 중구 남산동2가 49-24|일식|돈까스|원조남산왕돈까스|레드테이블
라바트(강남역점)|라바트(강남역점)||3246|서울 강남구 역삼동 821-1|양식|아시아식|라바트(강남역점)|레드테이블
삼삼이네|삼삼이네||71374|서울시 마포구 서교동 403-6|한식|삼겹살/돼지구이,고기구이|삼삼이네|레드테이블
샐리스델리|샐리스델리||45030|서울시 강남구 신사동 517-4|양식|햄버거|샐리스델리|레드테이블
류니끄|류니끄||8518|서울시 강남구 신사동 520-1|양식|이탈리아식|류니끄|레드테이블
미트프레쉬|미트프레쉬||72050|서울시 마포구 서교동 364-1|카페|아이스크림/빙수/버블티,베이커리,카페|미트프레쉬|레드테이블
송스키친|송스키친||29129|서울 종로구 누하동 145|양식|이탈리아식|송스키친|레드테이블
봉구비어|봉구비어||99271|서울시 영등포구 당산동5가 9-2|한식,주점|닭/오리,치킨/호프|봉구비어|레드테이블
에베레스트|에베레스트||45907|서울 영등포구 영등포동 423-103|양식|패밀리레스토랑|에베레스트|레드테이블
상파울루(대학로점)|상파울루(대학로점)||4466|서울 종로구 명륜동4가 19-2|양식|스테이크/바비큐|상파울루(대학로점)|레드테이블
마치래빗|마치래빗||45340|서울시 강남구 신사동 560|양식|햄버거|마치래빗|레드테이블
안다미로|안다미로||20398|서울 종로구 관훈동 15-2|양식|이탈리아식|안다미로|레드테이블
후쿠오카함바그(신논현점)|후쿠오카함바그(신논현점)||43682|서울시 서초구 서초동 1303-35 지하1층|양식|스테이크/바비큐|후쿠오카함바그(신논현점)|레드테이블
금강수림|금강수림||7498|서울 강남구 도곡동 953-1|한식|장어|금강수림|레드테이블
코나퀸즈|코나퀸즈||82082|서울시 종로구 팔판동 158|카페|베이커리,카페,차전문점|코나퀸즈|레드테이블
주유별장|주유별장||44628|서울시 중구 회현동2가 88 스테이트타워남산 지하1층|주점|일반주점|주유별장|레드테이블
라바트(압구정점)|라바트(압구정점)||4419|서울 강남구 신사동 663-24|양식|아시아식|라바트(압구정점)|레드테이블
카인드|카인드||1500|서울 용산구 한남동 31-13|양식|이탈리아식|카인드|레드테이블
듀자미|듀자미||81987|서울시 종로구 팔판동 44-2|카페|차전문점,베이커리,카페|듀자미|레드테이블
어부삼대|어부삼대||22853|서울 송파구 방이동 185-7|일식|스시/사시미|어부삼대|레드테이블
메밀향그집|메밀향그집||7570|서울특별시 종로구 명륜4가 72-3|한식|닭/오리|메밀향그집|레드테이블
아티제(여의도공원점)|아티제(여의도공원점)||16638|서울 영등포구 여의도동 25|카페|베이커리|아티제(여의도공원점)|레드테이블
아날로그키친|아날로그키친||44497|서울시 용산구 한남동 261-6|양식|이탈리아식|아날로그키친|레드테이블
우사기식당|우사기식당||1735|서울 마포구 와우산로29마길 26|일식|카레/덮밥/도시락|우사기식당|레드테이블
고엔|고엔||5691|서울 서교동 403-23 B1F|일식|라멘/우동/소바,스시/사시미|고엔|레드테이블
사동면옥|사동면옥||1669|서울 종로구 관훈동 29-21|한식|냉면/막국수/밀면|사동면옥|레드테이블
후쿠오카함바그(롯데월드몰점)|후쿠오카함바그(롯데월드몰점)||65667|서울 송파구 신천동 29|일식|일반일식|후쿠오카함바그(롯데월드몰점)|레드테이블
버거킹|버거킹||94136|서울시 관악구 봉천동 1685-15|카페,양식|브런치카페,샌드위치/토스트,햄버거|버거킹|레드테이블
뽕나무쟁이족발(본관)|뽕나무쟁이족발(본관)||2348|서울 강남구 대치동 896-5|한식|족발/보쌈|뽕나무쟁이족발(본관)|레드테이블
베르자뎅|베르자뎅||832|서울 중구 명동1가 6|양식|양식뷔페|베르자뎅|레드테이블
이치류|이치류||43686|서울 마포구 서교동 395-124|양식|아시아식|이치류|레드테이블
오띠모|오띠모||20417|서울 강남구 청담동 91-1|양식|이탈리아식|오띠모|레드테이블
올리브에비뉴|올리브에비뉴||45114|서울시 서초구 방배동 444-3 파스텔 시티 6F|양식|이탈리아식|올리브에비뉴|레드테이블
조스바스켓|조스바스켓||43715|서울 종로구 동숭동 31-37|양식|이탈리아식|조스바스켓|레드테이블
자코비버거|자코비버거||64054|서울시 강남구 신사동 643-28 1층|양식,카페|브런치카페,일반양식,샌드위치/토스트,햄버거,아메리카|자코비버거|레드테이블
생어거스틴(합정메세나폴리스점)|생어거스틴(합정메세나폴리스점)||1859|서울 마포구 양화로 45 메세나폴리스 지하2층|양식|아시아식|생어거스틴(합정메세나폴리스점)|레드테이블
샤브오|샤브오||92020|서울시 서초구 서초동 1316-29 타임빌딩 4F|일식|일식기타|샤브오|레드테이블
미루카레|미루카레||6348|서울 마포구 서교동 335-16 1F|카페|베이커리|미루카레|레드테이블
우드스탁|우드스탁||72612|서울시 마포구 서교동 395-21 B1|주점|일반주점|우드스탁|레드테이블
강강술래(신림동본점)|강강술래(신림동본점)||2212|서울 관악구 신림동 10-518|한식|한정식|강강술래(신림동본점)|레드테이블
스페로스페라|스페로스페라||24447|서울 마포구 서교동 358-124|카페|아이스크림/빙수/버블티|스페로스페라|레드테이블
메종드라카테고리(청담점)|메종드라카테고리(청담점)||44532|서울시 강남구 청담동 85|양식|프랑스식|메종드라카테고리(청담점)|레드테이블
청춘고양이|청춘고양이||71955|서울시 마포구 서교동 358-92 3F|카페|베이커리,카페|청춘고양이|레드테이블
호미빙|호미빙||91426|서울시 강남구 신사동 536-18 2F|카페|카페,베이커리|호미빙|레드테이블
스시에비뉴|스시에비뉴||46274|서울특별시 강남구 역삼1동 619-28|일식|스시/사시미|스시에비뉴|레드테이블
뽀꼬닭|뽀꼬닭||26123|서울시 종로구 동숭동 1-89|주점|치킨/호프|뽀꼬닭|레드테이블
몬스터피자|몬스터피자||43674|서울시 마포구 서교동 363-1|양식|이탈리아식|몬스터피자|레드테이블
프리모바치오바치|프리모바치오바치||85209|서울시 종로구 동숭동 1-60|양식|이탈리아식|프리모바치오바치|레드테이블
프랭크|프랭크||96901|서울시 강남구 압구정동 494 B1|카페|베이커리|프랭크|레드테이블
심양|심양||70640|서울시 용산구 한남동 683-123|중식|일반중식,중식당|심양|레드테이블
봉고(이태원점)|봉고(이태원점)||1528|서울 용산구 한남동 683-134|양식|유럽식|봉고(이태원점)|레드테이블
토마틸로(여의도IFC점)|토마틸로(여의도IFC점)||44102|서울시 영등포구 여의도동 23|양식|아메리카|토마틸로(여의도IFC점)|레드테이블
연희김밥|연희김밥||44111|서울 서대문구 연희동 129-3|한식|분식|연희김밥|레드테이블
나리스키친(여의도점)|나리스키친(여의도점)||51798|서울시 영등포구 여의도동 23-7(유화증권 B1)|양식|이탈리아식|나리스키친(여의도점)|레드테이블
사가라멘(대학로점)|사가라멘(대학로점)||6638|서울 종로구 명륜동4가 103-12|일식|라멘/우동/소바|사가라멘(대학로점)|레드테이블
돈차를리|돈차를리||50386|서울시 용산구 이태원동 225-93|양식|아메리카|돈차를리|레드테이블
청키면가|청키면가||16861|서울 용산구 이태원동 128-4|중식|중식당|청키면가|레드테이블
몰리스팝스|몰리스팝스||1734|서울 마포구 와우산로29바길 9|카페|떡/전통차|몰리스팝스|레드테이블
힐링616|힐링616||51862|서울시 강남구 역삼동 616-18|카페|베이커리|힐링616|레드테이블
마담밍|마담밍||44020|서울 강남구 대치동 889-65|중식|짬뽕|마담밍|레드테이블
모로미쿠시|모로미쿠시||26015|서울특별시 강남구 대치동 890-54|주점|이자카야|모로미쿠시|레드테이블
청담골|청담골||13330|서울 강남구 청담동 20-13|한식|한정식|청담골|레드테이블
탱크떡볶이|탱크떡볶이||26564|서울특별시 강남구 신사동 574-3|한식|분식|탱크떡볶이|레드테이블
탐라돈(홍대본점)|탐라돈(홍대본점)||1807|서울 마포구 창전동 5-137|한식|삼겹살/돼지구이|탐라돈(홍대본점)|레드테이블
안동찜닭|안동찜닭||85426|서울시 종로구 동숭동 1-44 3F|한식|닭/오리|안동찜닭|레드테이블
스시오|스시오||74392|서울시 광진구 화양동 3-22|한식,일식|생선회,스시/사시미|스시오|레드테이블
샤브앤샐러드바|샤브앤샐러드바||44290|서울시 서대문구 연희동 137-6|양식|양식뷔페|샤브앤샐러드바|레드테이블
라비아|라비아||20332|서울 종로구 부암동 258-4|양식|이탈리아식|라비아|레드테이블
아모카|아모카||3758|서울 중구 태평로1가 61-21|카페|커피전문점|아모카|레드테이블
쌀통닭|쌀통닭||96062|서울시 송파구 잠실동 191|한식,주점|치킨/호프,닭/오리|쌀통닭|레드테이블
마복림할머니막내아들네|마복림할머니막내아들네||46541|서울 중구 신당동 292-114|한식|분식|마복림할머니막내아들네|레드테이블
델문도|델문도||11899|서울 마포구 서교동 405-15|카페|커피전문점|델문도|레드테이블
카우키|카우키||22167|서울 서대문구 창천동 18-29|양식|아시아식|카우키|레드테이블
사루비아|사루비아||24445|서울 강남구 신사동 542-3|양식|이탈리아식|사루비아|레드테이블
리틀사이공(가로수점)|리틀사이공(가로수점)||3930|서울 강남구 신사동 535-11|양식|아시아식|리틀사이공(가로수점)|레드테이블
키움초밥|키움초밥||25985|서울 마포구 서교동 466-5|일식|스시/사시미|키움초밥|레드테이블
일품신토오리|일품신토오리||9239|서울 관악구 봉천동 959-4|한식|족발/보쌈|일품신토오리|레드테이블
고센|고센||16482|서울 강남구 청담동 2-10|카페|커피전문점|고센|레드테이블
카모메(홍익대점)|카모메(홍익대점)||3668|서울 마포구 창전동 6-129|일식|카레/덮밥/도시락|카모메(홍익대점)|레드테이블
어반셰리프|어반셰리프||71889|서울시 마포구 서교동 398-10|양식|이탈리아식|어반셰리프|레드테이블
우래옥(대치동점)|우래옥(대치동점)||3439|서울 강남구 대치동 983-13|한식|냉면/막국수/밀면|우래옥(대치동점)|레드테이블
머노까머나(신촌점)|머노까머나(신촌점)||1235|서울 서대문구 창천동 52-25|양식|아시아식|머노까머나(신촌점)|레드테이블
찜마니|찜마니||15582|서울시 종로구 명륜4가 143|한식|해산물|찜마니|레드테이블
소테|소테||46163|서울 성북구 동선동2가 135-7|양식|이탈리아식|소테|레드테이블
키무카츠|키무카츠||8731|서울 마포구 상수동 93-103|일식|돈까스|키무카츠|레드테이블
곤드레나물밥|곤드레나물밥||13320|서울 서초구 신원동 195-16|한식|쌈밥/비빔밥/솥밥|곤드레나물밥|레드테이블
무너섬(신사직영점)|무너섬(신사직영점)||44141|서울특별시 강남구 신사동 514|한식|해산물|무너섬(신사직영점)|레드테이블
이고집쭈꾸미|이고집쭈꾸미||51898|서울 영등포구 영등포동3가 23-11|한식|해산물|이고집쭈꾸미|레드테이블
최우영스시|최우영스시||25935|서울 구로구 구로동 212-8 대룡포스트타워1차 B1층 118호|일식|스시/사시미|최우영스시|레드테이블
레이디엠(이태원점)|레이디엠(이태원점)||45117|서울시 용산구 이태원동 131-33|카페|베이커리|레이디엠(이태원점)|레드테이블
대게나라|대게나라||14038|서울 노원구 상계2동 176-21|한식|대게/킹크랩/바닷가재|대게나라|레드테이블
노조미|노조미||46397|서울특별시 영등포구 여의도동 15-24|일식|스시/사시미|노조미|레드테이블
무교동북어국집|무교동북어국집||5880|서울 중구 다동 173|한식|감자탕/해장국|무교동북어국집|레드테이블
커피방앗간|커피방앗간||951|서울 종로구 화동 102-1|카페|커피전문점|커피방앗간|레드테이블
도레도레|도레도레||65586|서울 광진구 자양동 17-9|카페|베이커리|도레도레|레드테이블
젤라띠젤라띠|젤라띠젤라띠||65605|서울 서초구 반포동 19-3|카페|아이스크림/빙수/버블티|젤라띠젤라띠|레드테이블
닥터로빈(목동점)|닥터로빈(목동점)||2690|서울 양천구 오목로 279 현대프라자|카페|커피전문점|닥터로빈(목동점)|레드테이블
애드빙(타임스퀘어점)|애드빙(타임스퀘어점)||44862|서울 영등포구 영등포동 442|카페|베이커리|애드빙(타임스퀘어점)|레드테이블
복돈이부추삼겹살|복돈이부추삼겹살||51402|서울 관악구 남현동 1061-12|한식|삼겹살/돼지구이|복돈이부추삼겹살|레드테이블
말리커피|말리커피||70631|서울시 용산구 이태원동 128-13|카페|베이커리,카페|말리커피|레드테이블
띵똥와플|띵똥와플||50073|서울시 성동구 행당동 4-11|카페|브런치카페|띵똥와플|레드테이블
맛나곱창|맛나곱창||14241|서울 성동구 홍익동 130-1|한식|양/대창/곱창|맛나곱창|레드테이블
하남돼지집|하남돼지집||71468|서울시 마포구 서교동 364-28|한식|고기구이|하남돼지집|레드테이블
에비뉴로즈|에비뉴로즈||90035|서울시 서초구 서초동 1309-2 아이파크 2차 에비뉴 B1F|양식|이탈리아식,일반양식|에비뉴로즈|레드테이블
황주집|황주집||444|서울 강북구 번동 463-45|한식|양/대창/곱창|황주집|레드테이블
어테이블|어테이블||1814|서울 마포구 독막로9길 34|양식|이탈리아식|어테이블|레드테이블
보테쥬(본점)|보테쥬(본점)||2337|서울 구로구 신도림동 360-51|일식|철판요리/튀김|보테쥬(본점)|레드테이블
다채(동대문점)|다채(동대문점)||5952|서울 중구 신당동 213-2|한식|쌈밥/비빔밥/솥밥|다채(동대문점)|레드테이블
목동분식|목동분식||43926|서울시 강서구 화곡4동 825-8|한식|분식|목동분식|레드테이블
놈파스타|놈파스타||1137|서울 성북구 동선동2가 135-4|양식|이탈리아식|놈파스타|레드테이블
투뿔등심(이태원점)|투뿔등심(이태원점)||7578|서울 용산구 이태원동 124-15 지하1층|한식|갈비|투뿔등심(이태원점)|레드테이블
ART.C|ART.C||44299|서울시 강남구 신사동 534-2|카페|베이커리|ART.C|레드테이블
스페인클럽(가로수길점)|스페인클럽(가로수길점)||8299|서울 강남구 신사동 524-30|양식|유럽식|스페인클럽(가로수길점)|레드테이블
한스(압구정동점)|한스(압구정동점)||51665|서울 강남구 신사동 570|카페|커피전문점|한스(압구정동점)|레드테이블
슬로우스테디클럽|슬로우스테디클럽||85511|서울시 종로구 팔판동 130-1|카페|카페,베이커리|슬로우스테디클럽|레드테이블
씨리어스델리|씨리어스델리||1155|서울 성북구 성북동 243-12|양식|이탈리아식|씨리어스델리|레드테이블
살롱프라이드|살롱프라이드||70739|서울시 용산구 이태원동 225-112|주점,양식|치킨/호프,일반주점,양식기타|살롱프라이드|레드테이블
몽마르뜨|몽마르뜨||81865|서울시 종로구 삼청동 63-24|양식|프랑스식|몽마르뜨|레드테이블
크레이지떡(강남점)|크레이지떡(강남점)||13165|서울 강남구 역삼동 817-11 원빌딩 2층|한식|분식|크레이지떡(강남점)|레드테이블
강가(여의도점)|강가(여의도점)||24397|서울 영등포구 국제금융로2길 7|양식|아시아식|강가(여의도점)|레드테이블
커피스트|커피스트||44784|서울시 종로구 신문로2가 1-335|카페|베이커리|커피스트|레드테이블
클로리스(역삼점)|클로리스(역삼점)||17162|서울 강남구 역삼동 737|카페|커피전문점|클로리스(역삼점)|레드테이블
코코브루니(한남동점)|코코브루니(한남동점)||1540|서울 용산구 이태원로 260|카페|커피전문점|코코브루니(한남동점)|레드테이블
동화반점|동화반점||46556|서울 중구 을지로6가 18-95|중식|중식당|동화반점|레드테이블
로야토야|로야토야||26330|서울 마포구 동교동 203-50|일식|카레/덮밥/도시락|로야토야|레드테이블
담소|담소||50844|서울시 마포구 서교동 334-13|카페|커피전문점|담소|레드테이블
파오파오|파오파오||30801|서울 송파구 잠실본동 205-16|중식|만두/딤섬|파오파오|레드테이블
유다|유다||1479|서울 용산구 한남동 683-126|주점|이자카야|유다|레드테이블
커피팩토리|커피팩토리||16508|서울 종로구 소격동 142-2|카페|커피전문점|커피팩토리|레드테이블
라튜피나|라튜피나||1722|서울 마포구 서교동 335-3|양식|이탈리아식|라튜피나|레드테이블
정글포차|정글포차||45896|서울시 용산구 이태원1동 129-4|주점|치킨/호프|정글포차|레드테이블
코티지카페보리|코티지카페보리||17320|서울 용산구 이태원동 118-23|카페|커피전문점|코티지카페보리|레드테이블
건대통골뱅이|건대통골뱅이||10953|서울 광진구 화양동 9-76|한식|해산물|건대통골뱅이|레드테이블
불밥|불밥||1244|서울 서대문구 대현동 60-51|한식|분식|불밥|레드테이블
하누소(창동본점)|하누소(창동본점)||474|서울 도봉구 창동 337-1|한식|소고기구이|하누소(창동본점)|레드테이블
일마지오(압구정점)|일마지오(압구정점)||3626|서울 강남구 신사동 657-11|양식|이탈리아식|일마지오(압구정점)|레드테이블
별다방미스리(명동점)|별다방미스리(명동점)||44886|서울 중구 을지로2가 199-1|카페|베이커리|별다방미스리(명동점)|레드테이블
눈내린팥집|눈내린팥집||135|서울시 광진구 화양동 47-6 1층|카페|아이스크림/빙수/버블티|눈내린팥집|레드테이블
서궁(여의도)|서궁(여의도)||5472|서울 영등포구 여의도동 43-3|중식|중식당|서궁(여의도)|레드테이블
본가(논현본점)|본가(논현본점)||13229|서울 강남구 논현동 165-13|한식|소고기구이|본가(논현본점)|레드테이블
옛맛서울불고기|옛맛서울불고기||44849|서울시 마포구 창전동 15-4|한식|불고기|옛맛서울불고기|레드테이블
할머니칼국수|할머니칼국수||1612|서울 종로구 돈의동 49-1|한식|면/만두|할머니칼국수|레드테이블
밀피유(성신여대점)|밀피유(성신여대점)||1151|서울 성북구 동선동1가 4-13|일식|돈까스|밀피유(성신여대점)|레드테이블
막까파|막까파||13138|서울 마포구 서교동 405-13 3층|카페|테마카페|막까파|레드테이블
모힝|모힝||45369|서울시 관악구 봉천동 1598-6 2층|양식|이탈리아식|모힝|레드테이블
김돈이|김돈이||11250|서울 강남구 삼성동 142-2|한식|삼겹살/돼지구이|김돈이|레드테이블
무르무르드구스토|무르무르드구스토||44529|서울시 성북구 안암동5가 92 4층|양식|이탈리아식|무르무르드구스토|레드테이블
고양이다락방|고양이다락방||72224|서울시 마포구 동교동 162-14|카페|카페,베이커리|고양이다락방|레드테이블
보쌈마루(양재직영점)|보쌈마루(양재직영점)||15781|서울시 서초구 양재동 263-1|한식|족발/보쌈|보쌈마루(양재직영점)|레드테이블
까치네|까치네||6893|서울 용산구 남영동 40-4|한식|닭/오리|까치네|레드테이블
고토히라우동|고토히라우동||43800|서울시 마포구 서교동 327-20|일식|라멘/우동/소바|고토히라우동|레드테이블
플라잉볼|플라잉볼||22114|서울 마포구 서교동 366-11|양식|이탈리아식|플라잉볼|레드테이블
스시웨이홍대점|스시웨이홍대점||22928|서울 마포구 서교동 404-19|일식|스시/사시미|스시웨이홍대점|레드테이블
스토리런즈|스토리런즈||6665|서울 종로구 명륜동2가 23-1|주점|치킨/호프|스토리런즈|레드테이블
제이브라운(홍대점)|제이브라운(홍대점)||45134|서울시 마포구 서교동 398-10|카페|베이커리|제이브라운(홍대점)|레드테이블
마리모|마리모||45201|서울 강남구 신사동 653-14|일식|스시/사시미|마리모|레드테이블
듀셀브리앙|듀셀브리앙||51716|서울시 강남구 신사동 666-6|카페|커피전문점|듀셀브리앙|레드테이블
반쥴|반쥴||16512|서울 종로구 관철동 12-16|카페|커피전문점|반쥴|레드테이블
카페마마스(코엑스몰점)|카페마마스(코엑스몰점)||4360|서울특별시 강남구 삼성동 159|카페|샌드위치/토스트|카페마마스(코엑스몰점)|레드테이블
뽕나무쟁이족발|뽕나무쟁이족발||46145|서울특별시 강남구 대치동 900-4|한식|족발/보쌈|뽕나무쟁이족발|레드테이블
수하동|수하동||98896|서울시 강남구 삼성동 159-7 10F|한식|찌개/전골|수하동|레드테이블
불독스|불독스||25461|서울 용산구 이태원동 131-20 2층|양식|햄버거|불독스|레드테이블
코만스|코만스||72427|서울시 마포구 서교동 363-10|카페|카페,베이커리|코만스|레드테이블
스타쉐프|스타쉐프||3595|서울 강남구 도곡동 417-2|양식|이탈리아식|스타쉐프|레드테이블
또순이네양평옥|또순이네양평옥||3443|서울 영등포구 양평동4가 77-2|한식|소고기구이|또순이네양평옥|레드테이블
홍미닭발(신사점)|홍미닭발(신사점)||5839|서울 강남구 신사동 502-1|한식|닭발|홍미닭발(신사점)|레드테이블
갈비씨(신림점)|갈비씨(신림점)||7589|서울 관악구 신림동 1439-13 1층|한식|갈비|갈비씨(신림점)|레드테이블
쭈꾸미킹|쭈꾸미킹||74119|서울시 광진구 화양동 10-1 한아름쇼핑센터 1층|한식|퓨전한식|쭈꾸미킹|레드테이블
뿅뿅샤제록|뿅뿅샤제록||45930|서울시 강남구 신사동 663-12|일식|라멘/우동/소바|뿅뿅샤제록|레드테이블
