##NAME|SUBNAME|TELNUM|ID|NEWADDR|ADDR|TYPE|ORGNAME|SOURCE2@@식신맛집
기사문|||355920|강원도 강릉시 정원로 78-22 |강원도 강릉시 교동 1894-1|한식|기사문|식신
하얀집가든|||256966||강원도 원주시 지정면 보통리 556-3|고기/구이류|하얀집가든|식신
이모네식당|||254167|강원도 속초시 영랑해안6길 16 |강원도 속초시 영랑동 131-11|한식|이모네식당|식신
형제칼국수|||289737|None|강원도 강릉시 교동 162-94|한식|형제칼국수|식신
횡성한우피아|||265563|None|강원도 횡성군 둔내면 자포곡리 425-1|고기/구이류|횡성한우피아|식신
백촌막국수|||266642|None|강원도 고성군 토성면 백촌리 162|한식|백촌막국수|식신
전주식당|||267440|None|강원도 양구군 양구읍 하리 95-82|한식|전주식당|식신
심순녀/안흥찐빵|||257706|강원 횡성군 안흥면 서동로 1029|강원도 횡성군 안흥면 안흥리 600-3|한식|심순녀 안흥찐빵|식신
함흥막국수|||359235|강원 속초시 중앙로54번길 3|강원도 속초시 교동  664-2|한식|함흥막국수|식신
삼교리동치미막국수/남항진점|||253900|강원 강릉시 공항길127번길 42|강원도 강릉시 남항진동 2|한식|삼교리동치미막국수 남항진점|식신
통나무집|||265590||강원도 횡성군 둔내면 자포곡리 365|고기/구이류|통나무집|식신
우성닭갈비/본점|||327038|강원 춘천시 후만로 81|강원도 춘천시 후평동 801-11|고기/구이류|우성닭갈비 본점|식신
나우구이집|||257006|강원 원주시 북원로2507번길 21|강원도 원주시 우산동 230-24|고기/구이류|나우구이집|식신
실비막국수|||253626|강원 춘천시 소양고개길 25|강원도 춘천시 소양로2가 127-1|한식|실비막국수|식신
용평회관|||263817|강원도 평창군 횡계2길 15 |강원도 평창군 대관령면 횡계리 325-2|고기/구이류|용평회관|식신
진태원|||263638|강원도 평창군 대관령면 횡계길 19|강원도 평창군 대관령면 횡계리 325-18|일식/중식/세계음식|진태원|식신
고향집|||337480|강원도 인제군 조침령로 115 |강원도 인제군 기린면 현리 196   |한식|고향집|식신
현대막국수|||263814||강원도 평창군 봉평면 창동리 384-8|한식|현대막국수|식신
새명동우미닭갈비본점|||327052|강원 춘천시 시청길10번길 16|강원도 춘천시 조양동 48-1|고기/구이류|새명동우미닭갈비본점|식신
만남의식당|||359608|강원도 삼척시 새천년도로 84 만남의식당 |강원도 삼척시 정하동 41-47|한식|만남의식당|식신
샘밭막국수|||247243|강원도 춘천시 신샘밭로 646 |강원도 춘천시 신북읍 천전리 118-23|한식|샘밭막국수|식신
함흥냉면옥|||254193|강원 속초시 청초호반로 299|강원도 속초시 금호동 482-150|한식|함흥냉면옥|식신
원주복추어탕|||273599|None|강원도 원주시 개운동 406-13|한식|원주복추어탕|식신
장릉보리밥집|||343671|강원 영월군 영월읍 영흥리 1101-1|강원도 영월군 영월읍 영흥리 1101-10|한식|장릉보리밥집|식신
길손|||357936|강원도 강릉시 난설헌로78번길 42-3|강원도 강릉시 포남동 295-2|한식|길손|식신
유포리막국수|||253718|강원 춘천시 신북읍 맥국2길 123|강원도 춘천시 신북읍 유포리 62-2|한식|유포리막국수|식신
윤가네한우마을|||337989|강원도 정선군 고한읍 고한6길 15-7|강원도 정선군 고한읍 고한리 62-48|고기/구이류|윤가네한우마을|식신
보헤미안|||253957||강원도 강릉시 연곡면 영진리 181|카페/디저트|보헤미안|식신
양반댁함흥냉면|||254224|강원 속초시 청초호반로 302|강원도 속초시 금호동 482-329|한식|양반댁함흥냉면|식신
영광정메밀국수|||265525|강원 양양군 강현면 진미로 446|강원도 양양군 강현면 사교리 240-2|한식|영광정메밀국수|식신
납작식당|||263593|강원 평창군 대관령면 올림픽로 35|강원도 평창군 대관령면 횡계리 374-12|한식|납작식당|식신
고향이야기|||263627||강원도 평창군 대관령면 횡계리 348|한식|고향이야기|식신
부일막국수|||267569||강원도 삼척시 갈천동 193-3  |한식|부일막국수|식신
현대장칼국수|||253870|None|강원도 강릉시 임당동 187-11|한식|현대장칼국수|식신
정선면옥|||266539|강원도 정선군 정선읍 봉양5길 35|강원도 정선군 정선읍 봉양리 326-4|한식|정선면옥|식신
도암식당|||263815|강원도 평창군 대관령면 대관령로 103|강원도 평창군 대관령면 횡계리 323-6|고기/구이류|도암식당|식신
철원오대갈비|||267445|None|강원도 철원군 동송읍 이평리 685-36|고기/구이류|철원오대갈비|식신
초막고갈두|||266628|None|강원도 태백시 황지동 317|한식|초막고갈두|식신
물레방아막국수|||273659|None|강원도 평창군 봉평면 원길리 764-5|한식|물레방아막국수|식신
옥산장|||266529|강원도 정선군 여량면 여량3길 79|강원도 정선군 여량면 여량리 149-30|한식|옥산장|식신
피아시매운탕|||266681|강원 인제군 기린면 내린천로 3611|강원도 인제군 기린면 현리 1073-3|한식|피아시매운탕|식신
동박골식당|||266528|강원도 정선군 정선읍 정선로 1314|강원도 정선군 정선읍 봉양리 190-1|한식|동박골식당|식신
1.5닭갈비|||89318|강원 춘천시 후만로 77|강원도 춘천시 후평동 801-13|고기/구이류|1.5닭갈비|식신
싸리골식당|||266541||강원도 정선군 정선읍 봉양리 231-2|한식|싸리골식당|식신
부부횟집|||266643|None|강원도 고성군 죽왕면 가진리 80|한식|부부횟집|식신
만천막국수|||257601|강원 춘천시 동면 만천리 792-1|강원도 춘천시 동면 만천리 792-1|한식|만천막국수|식신
양지마당|||265582|강원 횡성군 둔내면 고원로 401|강원도 횡성군 둔내면 두원리 793-10|고기/구이류|양지마당|식신
김서방네닭갈비|||44618|None|강원도 태백시 황지동 30-17|고기/구이류|김서방네닭갈비|식신
동광식당|||266534|강원 정선군 정선읍 녹송1길 27|강원도 정선군 정선읍 봉양리 49-3|한식|동광식당|식신
사돈집|||254205||강원도 속초시 영랑동 133|한식|사돈집|식신
쌍동통닭|||363843|강원도 원주시 북원상가길 7 |강원도 원주시 태장동 1380-20    |고기/구이류|쌍동통닭|식신
길매식당|||265937||강원도 홍천군 화촌면 외삼포리 528-18|한식|길매식당|식신
해녀횟집|||368291|강원 양양군 손양면 수산1길 41|강원도 양양군 손양면 수산리 55  |한식|해녀횟집|식신
광암막국수|||265736|강원도 횡성군 경강로 2887 |강원도 횡성군 우천면 산전리 445-1  |한식|광암막국수|식신
숲속의빈터방동막국수|||266676|강원도 인제군 조침령로 496 |강원도 인제군 기린면 방동리 756-1|한식|숲속의빈터방동막국수|식신
이조면옥|||254173|None|강원도 속초시 조양동 1490-261|한식|이조면옥|식신
후포식당|||367045||강원도 속초시 청학동 482-199|한식|후포식당|식신
옛날손장칼국수|||273607|None|강원도 춘천시 사농동 281-14|한식|옛날손장칼국수|식신
제비호식당|||266659|강원도 고성군 거진항길 29 제비호식당 |강원도 고성군 거진읍 거진리 287-251|한식|제비호식당|식신
삼군리메밀촌|||334892|None|강원도 횡성군 공근면 부창리 67|한식|삼군리메밀촌|식신
등불가든|||363573|강원 양양군 양양읍 포월나들길 23|강원도 양양군 양양읍 포월리 19|고기/구이류|등불가든|식신
문어랑새우횟집|||368289|강원 양양군 손양면 수산1길 43-1|강원도 양양군 손양면 수산리 60-5|한식|문어랑새우횟집|식신
춘천통나무집닭갈비|||253603|None|강원도 춘천시 신북읍 천전리 38-26|고기/구이류|춘천통나무집닭갈비|식신
용바위식당|||266674|강원도 인제군 진부령로 107|강원도 인제군 북면 용대리 71-3  |한식|용바위식당|식신
신다신|||71167|강원 속초시 아바이마을길 22|강원도 속초시 청호동 838|한식|신다신|식신
화천어죽탕|||267461|None|강원도 화천군 간동면 구만리 1384-6|한식|화천어죽탕|식신
덕취원|||266629|강원도 동해시 대동로 118 덕취원|강원도 동해시 구미동 484-5|일식/중식/세계음식|덕취원|식신
부산식육식당|||359526|강원 평창군 대관령면 대관령로 108|강원도 평창군 대관령면 횡계리 320-3|고기/구이류|부산식육식당|식신
흥업묵집|||257367|None|강원도 원주시 흥업면 흥업리 546-8|한식|흥업묵집|식신
부안막국수|||213970|None|강원도 춘천시 후평동 429-17|한식|부안막국수|식신
한성먹거리|||631020|강원도 강릉시 남구길30번길 11 |강원도 강릉시 포남동 1163-3  |한식|한성먹거리|식신
정든식당|||481996|강원도 속초시 번영로105번길 39 |강원도 속초시 동명동 566-1|한식|정든식당|식신
털보네토종닭|||367044|강원도 속초시 관광로 260-2|강원도 속초시 노학동 847-2|고기/구이류|털보네토종닭|식신
농가닭갈비|||327232|강원 춘천시 신북읍 신샘밭로 622-5|강원도 춘천시 신북읍 천전리 672-22|고기/구이류|농가닭갈비|식신
서면손두부|||383012|강원도 춘천시 당산길 31-11 |강원도 춘천시 서면 방동리 402  |한식|서면손두부|식신
광치막국수|||267442|None|강원도 양구군 남면 가오작리 1051-1|한식|광치막국수|식신
춘선네|||368441|강원 속초시 청초호반로 230|강원도 속초시 교동 664-102    |한식|춘선네|식신
남부막국수본관|||253739|강원 춘천시 춘천로81번길 16|강원도 춘천시 약사동 150|한식|남부막국수본관|식신
황지실비|||367583|강원 태백시 시장북길 7|강원도 태백시 황지동 38-314|고기/구이류|황지실비|식신
어쩌다/농부|||479636|강원도 춘천시 중앙로77번길 35 |강원도 춘천시 죽림동 28-5|한식|어쩌다 농부|식신
해미가|||392345|강원도 강릉시 솔올로 103 |강원도 강릉시 교동 1807-2|한식|해미가|식신
구구집|||427984|강원 속초시 중앙로 341|강원도 속초시 영랑동 149-20|한식|구구집|식신
세진한우실비|||630640|강원도 삼척시 도계로 290-9 세진한우실비 |강원도 삼척시 도계읍 도계리 390-6|고기/구이류|세진한우실비|식신
현암막국수|||382891|강원 춘천시 서면 박사로 851-11|강원도 춘천시 서면 현암리 383  |한식|현암막국수|식신
자매키친|||555884|강원 춘천시 충혼길 26|강원도 춘천시 온의동 528-2|카페/디저트|자매키친|식신
해피초원목장|||1153203|강원도 춘천시 춘화로 330-48 |강원도 춘천시 사북면 고탄리 산50-3   |카페/디저트|해피초원목장|식신
Cafe/de/220VOLT|||1147445|강원 춘천시 동내면 신촌리 107-15|강원도 춘천시 동내면 신촌리 107-15|카페/디저트|Cafe de 220VOLT|식신
강릉부성불고기찜닭|||442546|강원도 강릉시 옥가로 50 |강원도 강릉시 옥천동 219-11|고기/구이류|강릉부성불고기찜닭|식신
청초수물회|||254162|강원 속초시 엑스포로 12-36|강원도 속초시 조양동 1555-1|한식|청초수물회|식신
평창송어횟집|||337980|강원도 평창군 송정택지2길 33-21 |강원도 평창군 진부면 송정리 2518-2    |한식|평창송어횟집|식신
비수구미식당|||337985|강원도 화천군 화천읍 동촌리 2861-2 |강원도 화천군 화천읍 동촌리 2861-2  |한식|비수구미식당|식신
송어의집|||337988|강원도 평창군 아랫상리길 19-4|강원도 평창군 평창읍 상리 239|한식|송어의집|식신
석이네(봉포활어회센터/16호)|||337984||강원도 고성군 토성면 봉포리 1-5|한식|석이네(봉포활어회센터 16호)|식신
장원막국수/본점|||70627|강원 홍천군 홍천읍 상오안길 62|강원도 홍천군 홍천읍 상오안리 214|한식|장원막국수 본점|식신
최대섭대박김밥|||480778|강원 속초시 중앙로147번길 16|강원도 속초시 중앙동 471-4|한식|최대섭대박김밥|식신
속초어장물회|||359190|강원 속초시 엑스포로 31|강원도 속초시 조양동 1550-9|한식|속초어장물회|식신
대원당|||240206|강원도 춘천시 퇴계로 183 |강원도 춘천시 석사동 796-2|카페/디저트|대원당|식신
횡성축협한우프라자/새말점|||265601|강원 횡성군 우천면 한우로 1401|강원도 횡성군 우천면 우항리 167|고기/구이류|횡성축협한우프라자 새말점|식신
속초항아리물회|||369461|강원 속초시 해오름로 137|강원도 속초시 조양동 1470|한식|속초항아리물회|식신
카페폴앤메리|||347148|강원도 강릉시 창해로350번길 33 |강원도 강릉시 강문동 297-10|양식/레스토랑|카페폴앤메리|식신
동해기정떡|||482798|강원도 강릉시 교동광장로 29 |강원도 강릉시 유천동 251|한식|동해기정떡|식신
영진횟집|||273561|강원도 강릉시 해안로 1427 |강원도 강릉시 연곡면 영진리 74-1  |한식|영진횟집|식신
백담황태구이|||266803|강원도 인제군 백담로 24 |강원도 인제군 북면 용대리 592  |한식|백담황태구이|식신
어스17|||369044|강원 춘천시 신북읍 신샘밭로 766|강원도 춘천시 신북읍 천전리 34-5|카페/디저트|어스17|식신
그다방|||253716|강원 춘천시 수변공원길 54|강원도 춘천시 삼천동 238-3|카페/디저트|그다방|식신
잿놀이|||273566|강원 고성군 토성면 잼버리동로 383|강원도 고성군 토성면 인흥리 489-7|한식|잿놀이|식신
장금성중화요리|||256953|강원 원주시 판부면 치악로 1000|강원도 원주시 판부면 금대리 1284-1|일식/중식/세계음식|장금성중화요리|식신
산토리니|||242156|강원 춘천시 동면 순환대로 1154-97|강원도 춘천시 동면 장학리 144-16|양식/레스토랑|산토리니|식신
큰집한우|||253599|강원 춘천시 서부대성로 135|강원도 춘천시 운교동 188-4|고기/구이류|큰집한우|식신
송이버섯마을|||265518|강원도 양양군 안산1길 74-52 |강원도 양양군 양양읍 월리 226-5|일식/중식/세계음식|송이버섯마을|식신
나폴리아카페|||254127|강원 속초시 중앙로 482-37|강원도 속초시 장사동 477|카페/디저트|나폴리아카페|식신
산골나들이|||317248|None|강원도 인제군 기린면 진동리 109-5|한식|산골나들이|식신
속초명품전복뚝배기|||354943|강원도 속초시 해오름로 209 |강원도 속초시 조양동 1426-5|한식|속초명품전복뚝배기|식신
영변막국수|||265960|강원 홍천군 홍천읍 공작산로 3|강원도 홍천군 홍천읍 갈마곡리 535-3|한식|영변막국수|식신
철원막국수|||267453|강원도 철원군 명성로158번길 13 철원막국수 |강원도 철원군 갈말읍 신철원리 983-6|한식|철원막국수|식신
산정집|||256925||강원도 원주시 일산동 217-8|한식|산정집|식신
남북면옥|||266680||강원도 인제군 인제읍 상동리 265-1|한식|남북면옥|식신
수라상|||363788|강원도 양양군 거릿말길 18-6 |강원도 양양군 양양읍 연창리 176  |한식|수라상|식신
일미장|||311227|강원 인제군 인제읍 인제로188번길 1|강원도 인제군 인제읍 상동리 347-15|고기/구이류|일미장|식신
정라횟집|||266594||강원도 삼척시 남양동 17-21|한식|정라횟집|식신
부일식당|||263592|강원도 평창군 진부중앙로 98 |강원도 평창군 진부면 하진부리 75-5  |한식|부일식당|식신
송도횟집|||20545|None|강원도 속초시 중앙동 468-34|한식|송도횟집|식신
월성식당|||253987|강원도 강릉시 시장3길 4-1 |강원도 강릉시 주문진읍 주문리 312-147|한식|월성식당|식신
돌집부대찌개|||359254|강원 원주시 도말리길 12|강원도 원주시 개운동 412|한식|돌집부대찌개|식신
왕짱구|||243327|None|강원도 춘천시 효자동 641-3|한식|왕짱구|식신
회영루|||253687||강원도 춘천시 낙원동 14-2|일식/중식/세계음식|회영루|식신
동강다슬기|||266595|강원도 영월군 영월로 2105 |강원도 영월군 영월읍 덕포리 497-5|한식|동강다슬기|식신
운두령횟집|||263594|None|강원도 평창군 용평면 노동리 387-3|한식|운두령횟집|식신
함밭식당|||273676|None|강원도 횡성군 횡성읍 북천리 205-9|고기/구이류|함밭식당|식신
향원지짐이|||359253||강원도 원주시 봉산동 1190-2|한식|향원지짐이|식신
남경식당|||263811|강원 평창군 대관령면 대관령마루길 347|강원도 평창군 대관령면 횡계리 21-5|한식|남경식당|식신
강릉집|||359252|강원도 원주시 중앙시장길 11|강원도 원주시 중앙동 57|한식|강릉집|식신
텃밭에노는닭|||266590||강원도 삼척시 도계읍 도계리 312|고기/구이류|텃밭에노는닭|식신
상동막국수|||273592|강원 영월군 영월읍 은행나무길 6|강원도 영월군 영월읍 하송리 184-9|한식|상동막국수|식신
파머스키친|||352198|강원 양양군 현남면 인구중앙길 95|강원도 양양군 현남면 시변리 27-8|양식/레스토랑|파머스키친|식신
단양면옥|||265531|None|강원도 양양군 양양읍 남문리 16-35|한식|단양면옥|식신
오대산내고향|||367062|강원도 홍천군 구룡령로 6898 |강원도 홍천군 내면 광원리 676-1|한식|오대산내고향|식신
옛뜰|||265482|강원 양양군 손양면 동명로 289|강원도 양양군 손양면 송전리 81-1|한식|옛뜰|식신
부명칼국수|||347973||강원도 삼척시 남양동 6-17|한식|부명칼국수|식신
회동집|||266557|강원 정선군 정선읍 5일장길 37-10|강원도 정선군 정선읍 봉양리 344-3|한식|회동집|식신
버드나무브루어리|||366148|강원도 강릉시 경강로 1961|강원도 강릉시 홍제동 93-8|나이트라이프|버드나무브루어리|식신
덕산바다횟집|||266601|None|강원도 삼척시 근덕면 덕산리 79-2|한식|덕산바다횟집|식신
메밀꽃필무렵|||263591|강원 평창군 봉평면 이효석길 33-13|강원도 평창군 봉평면 창동리 682|한식|메밀꽃필무렵|식신
바로방|||367063|강원 강릉시 경강로 2092|강원도 강릉시 금학동 16-2|한식|바로방|식신
나뽕남|||352197||강원도 양양군 현남면 시변리 33-27|양식/레스토랑|나뽕남|식신
동그라미해물집|||367088|강원도 동해시 효자로 686|강원도 동해시 효가동 93  |한식|동그라미해물집|식신
태백한우골|||266661|None|강원도 태백시 황지동 405-15|고기/구이류|태백한우골|식신
라뜰리에김가|||369052|강원 춘천시 동면 순환대로 1154-18|강원도 춘천시 동면 만천리 326-3|카페/디저트|라뜰리에김가|식신
보헤미안/박이추/커피|||366517|강원도 강릉시 해안로 1107 |강원도 강릉시 사천면 사천진리 285-11   |카페/디저트|보헤미안 박이추 커피|식신
오뚜기칼국수|||356722|강원도 동해시 일출로 10-1 |강원도 동해시 발한동 27-3|한식|오뚜기칼국수|식신
동아식당|||266597||강원도 삼척시 정하동 125-1|한식|동아식당|식신
2대송림순대집|||312732||강원도 속초시 청호동 869|한식|2대송림순대집|식신
참나무숯불닭갈비|||355818|강원도 춘천시 신샘밭로 715 |강원도 춘천시 신북읍 천전리 64-4   |고기/구이류|참나무숯불닭갈비|식신
삼거리식당|||266620|강원도 삼척시 새천년도로 13-2|강원도 삼척시 정상동 88|한식|삼거리식당|식신
송월메밀국수|||265513|None|강원도 양양군 손양면 송전리 89-2|한식|송월메밀국수|식신
금성배니닭강정|||324543|강원도 강릉시 금성로13번길 5 |강원도 강릉시 성남동 51-120|한식|금성배니닭강정|식신
백담순두부|||84425|강원도 인제군 북면 백담로 19|강원도 인제군 북면 용대리 568|한식|백담순두부|식신
내대리막국수|||343527|None|강원도 철원군 갈말읍 내대리 675-7|한식|내대리막국수|식신
봉평메밀진미식당|||263827|강원 평창군 봉평면 기풍로 186-3|강원도 평창군 봉평면 창동리 373-14|한식|봉평메밀진미식당|식신
태백실비식당|||367382|None|강원도 태백시 황지동 201-7|고기/구이류|태백실비식당|식신
동해막국수|||265554|강원 양양군 현남면 동해대로 54|강원도 양양군 현남면 지경리 2-4|한식|동해막국수|식신
금학칼국수|||253927|강원도 강릉시 대학길 12-6 |강원도 강릉시 금학동 14-1  |한식|금학칼국수|식신
위촌리전통한우|||367064|강원 강릉시 성산면 소목길 203-10|강원도 강릉시 성산면 위촌리 125-2|고기/구이류|위촌리전통한우|식신
한솔가든|||265935|None|강원도 홍천군 서면 굴업리 246-25|한식|한솔가든|식신
성호식당|||266602|강원 영월군 영월읍 영월로 2101|강원 영월군 영월읍 덕포리 501-7|한식|성호식당|식신
김인수할머니순두부|||266607|강원 영월군 영월읍 단종로16번길 41|강원도 영월군 영월읍 영흥리 991-9|한식|김인수할머니순두부|식신
천선식당|||356029|강원 양양군 양양읍 남대천로 13|강원도 양양군 양양읍 월리 318-2|한식|천선식당|식신
삼정|||265744|강원 횡성군 둔내면 둔내로 52-1|강원도 횡성군 둔내면 자포곡리 409-11|고기/구이류|삼정|식신
벌집|||366151||강원도 강릉시 임당동 60-2|한식|벌집|식신
강릉전복해물뚝배기|||479584|강원도 강릉시 창해로350번길 5 |강원도 강릉시 강문동 182-2|한식|강릉전복해물뚝배기|식신
중앙닭강정|||274077|강원 속초시 중앙로147번길 16|강원도 속초시 중앙동 471-4|고기/구이류|중앙닭강정|식신
문화제과|||382853|강원도 삼척시 근덕면 교가길 14 |강원도 삼척시 근덕면 교가리 366-11|카페/디저트|문화제과|식신
폭포가든|||267452|None|강원도 철원군 동송읍 장흥리 337|한식|폭포가든|식신
삼정식당|||367375|None|강원도 삼척시 정하동 187-15|한식|삼정식당|식신
산토리니커피|||324483||강원도 강릉시 견소동 5|카페/디저트|산토리니커피|식신
강릉/빵다방|||605481|강원도 강릉시 경강로 2263 |강원도 강릉시 포남동 1148-8   |카페/디저트|강릉 빵다방|식신
가리산막국수|||265911|None|강원도 홍천군 두촌면 역내리 237-1|한식|가리산막국수|식신
주문진항구회센터|||631017|강원 강릉시 주문진읍 해안로 1758|강원도 강릉시 주문진읍 주문리 312-512|한식|주문진항구회센터|식신
싸전|||366152|강원 강릉시 금성로 54|강원도 강릉시 금학동 74|카페/디저트|싸전|식신
돌체테리아|||481240|강원 강릉시 하슬라로206번길 4-3|강원도 강릉시 교동 1835-3|카페/디저트|돌체테리아|식신
쉘리스|||253977|None|강원도 강릉시 사천면 사천진리 266-31|카페/디저트|쉘리스|식신
풍전통닭|||363842|강원도 원주시 평원로 37-1 |강원도 원주시 중앙동 87-1  |고기/구이류|풍전통닭|식신
오대산가마솥식당|||366645|강원 평창군 진부면 오대산로 152|강원도 평창군 진부면 동산리 332-1|한식|오대산가마솥식당|식신
바다정원|||370629|강원도 고성군 버리깨길 31 바다정원|강원도 고성군 토성면 용촌리 59-1|양식/레스토랑|바다정원|식신
남부통닭|||363841|강원 원주시 치악로 1774|강원도 원주시 개운동 397-3|고기/구이류|남부통닭|식신
우리장터|||367379|None|강원도 원주시 중앙동 62-29|한식|우리장터|식신
형제막국수|||324524|강원도 강릉시 사임당로 113-3 |강원도 강릉시 홍제동 646|한식|형제막국수|식신
은파횟집|||366150|강원도 강릉시 창해로350번길 29 |강원도 강릉시 강문동 223|한식|은파횟집|식신
물곰식당|||367089|강원도 동해시 산제골길 3 물곰식당 |강원도 동해시 묵호진동 92-8|한식|물곰식당|식신
자매식당|||265801|강원도 횡성군 둔내로51번길 12 |강원도 횡성군 둔내면 자포곡리 407-1  |한식|자매식당|식신
봉봉방앗간|||367582|강원도 강릉시 경강로2024번길 17-1 |강원도 강릉시 명주동 28-2    |카페/디저트|봉봉방앗간|식신
토정추어탕|||257383|None|강원도 원주시 소초면 흥양리 1532-2|한식|토정추어탕|식신
대관령숯불회관|||263816|강원 평창군 대관령면 횡계2길 3|강원도 평창군 대관령면 횡계리 325-46|고기/구이류|대관령숯불회관|식신
친절막국수|||265947|None|강원도 홍천군 화촌면 구성포리 527-1|한식|친절막국수|식신
시장실비식당|||266650|강원 태백시 시장북길 27|강원도 태백시 황지동 38-360|고기/구이류|시장실비식당|식신
도촌막국수|||267436|None|강원도 양구군 남면 도촌리 166-2|한식|도촌막국수|식신
설악/김철우/멧돼지마을|||371365|강원도 속초시 설악산로 227-13 |강원도 속초시 도문동 1329|고기/구이류|설악 김철우 멧돼지마을|식신
단골식당|||265645|강원도 횡성군 둔내면 406-1 |강원도 횡성군 둔내면 자포곡리 406-1|한식|단골식당|식신
한바우순두부|||359671|강원 양양군 서면 백암길 63|강원도 양양군 서면 오색리 32|한식|한바우순두부|식신
메밀나라|||363379|None|강원도 평창군 평창읍 하리 55-11|한식|메밀나라|식신
명가막국수|||39958|강원 춘천시 신북읍 상천3길 8|강원도 춘천시 신북읍 천전리 39-7|한식|명가막국수|식신
부흥횟집|||367091|None|강원도 동해시 묵호진동 2-286|한식|부흥횟집|식신
동루골막국수|||273563|강원도 고성군 동루골길 3-11 |강원도 고성군 토성면 성대리 524|한식|동루골막국수|식신
이모네생선찜|||392331|강원도 강릉시 가작로 8 |강원도 강릉시 교동 1817-2|한식|이모네생선찜|식신
선창횟집|||367092||강원도 동해시 어달동 7|한식|선창횟집|식신
