TYPE|TEXT|LCODE|COMPLETE_DATE
시설|내삼미동 삼미공영주차장 2021년6월 중순 운영|550 853 2287|2021-06-15
시설|양덕동공영주차장 개장 2021-06-15|339 924 8720|2021-06-15
시설|김포 마산 다목적구장 2021년 6월 준공완료|596 682 8701|2021-06-15
시설|사천 아라마루아쿠아리움 - 2021.06 개장 예정|307 694 2906|2021-06-16
시설|점촌5동 과속방지턱 확인요청|487 454 4401|2021-06-16
도로 : 일반도로|시도22호선 신도시~성석간 도로개설공사 2021-06-17시 0시 예정|610 042 9265|2021-06-17
아파트|철산센트럴푸르지오아파트 - 2021년3월 말 입주 예정|582 693 0183|2021-06-21
시설|세마일반산업단지|551 173 1977|2021-06-21
도로 : 일반도로|충청남도 예산군 봉산면 대지리 신설도로 확인요청|502 922 8335|2021-06-23
도로 : 일반도로|교화교  재가설공사(중량제한없음)  2021-06-23 개통|355 993 3113|2021-06-23
시설|고리울동굴시장 공영주차장 2021-06-25 준공완료|588 612 9686|2021-06-25
시설|충청북도 소방본부 통합청사 2021년 6월28일 개청 예정|497 063 6767|2021-06-28
시설|코키아키즈 메디컬빌딩 - 2021년 6월 예정|610 462 8755|2021-06-28
도로 : 일반도로|삼천동1가 우성2차 아파트옆 도로개설 2021-00-00|401 783 2863|2021-06-28
도로 : 일반도로|남원 신정대로  2021-06-28 전면 개통|359 423 5560|2021-06-28
도로 : 일반도로|영천중-북문사거리 1공구 2021-06-29 일부개통|420 675 2470|2021-06-29
도로 : 일반도로|곡강IC 연결도로 - 2021-06-28 개통예정|434 745 7574|2021-06-29
도로 : 일반도로|남풍세TG 하이패스 차로증설공사 - 2021.06.30 까지|501 443 3144|2021-06-30
시설|부산지방기상청신청사 2021-06-00|339 185 2795|2021-06-30
도로 : 일반도로|평화육교 - 2021.06.22 개통|415 723 0973|2021-06-30
시설|가양동7구역 재건축|461 423 6490|2021-06-30
시설|둔산엠시티타워 - 2021.06 예정|461 733 5805|2021-06-30
시설|서안성체육센터-2021-06-00|532 573 3435|2021-06-30
시설|운주면 행정복지센터 신축 예정 2021-06-00|433 663 4619|2021-06-30
시설|갈미어린이공원 지하공영주차장 조성 2021-06-00|572 233 1286|2021-06-30
도로 : 일반도로|율곡로 창경궁앞 지하차도 - 2021년 6월 개통 예정|594 023 1553|2021-06-30
도로 : 일반도로|충주 동량대교 2021년 6월 30개통 예정|533 864 2048|2021-06-30
시설|의왕 내손라구역 주택재개발정비사업 2024-01-00|573 883 1442|2021-06-30
시설|설성일반산업단지|545 583 6827|2021-06-30
시설|김해한글박물관 - 2021.06 개관예정|340 655 1826|2021-06-30
시설|학동선소상가1공영주차장 주차타워 - 2021.05 운영 예정|289 453 8803|2021-06-30
시설|오로라파크 - 2021.06 개장 예정|550 575 3644|2021-06-30
도로 : 일반도로|동서교차로 개선공사 - 2021.05 준공 예정|414 995 1428|2021-06-30
시설|롯데마트목포점 일대 원형도로 노상주차장 조성 2021년 6월 준공 예정|293 772 5458|2021-06-30
시설|용인기흥ICT밸리 SK V1 2021년 6월 준공 예정|562 023 2900|2021-06-30
시설|의왕 센트로타워 - 2021.06 준공 예정|574 543 1454|2021-06-30
시설|동탄 리더스퀘어 - 2021.06 준공 예정|551 373 2951|2021-06-30
시설|대장초중학교 - 초등학교 6월 중학교 9월 개교 예정|571 563 2385|2021-06-30
도로 : 일반도로|익산 남부탑볼링센터~나룻교 연결도로 확포장공사 - 2021.05 준공 예정 |415 983 1099|2021-06-30
도로 : 일반도로|하동 LH임대아파트 - 덕천빌딩 2021-06 준공완료|322 853 9719|2021-06-30
시설|장림동 문화복지복합센터 - 2021.06 개관 예정|324 675 2869|2021-06-30
시설|아산시청 부설 주차장 - 2021.06 준공 예정|508 823 1645|2021-06-30
시설|반곡동복합커뮤니티센터 2021-06-00|477 573 4979|2021-06-30
시설|창원 SM타운 - 2021.06 개장 예정|341 054 9348|2021-06-30
도로 : 일반도로|관악구 은천로24길 주변 도로 개설 - 2021.06 준공 예정|584 163 1064|2021-06-30
도로 : 일반도로|보령시 웅천읍 시도6호 성동리구간 도로확포장 - 2021.06 준공 예정|451 312 7572|2021-06-30
시설|하남 단샘초등학교 - 2021.03 개교 예정 (학교 공사는 2021년 6월 준공)|586 433 3335|2021-06-30
시설|수원 프리마비즈타워 - 2021.06 입주 예정|559 433 1238|2021-06-30
시설|장기5 공영주차장 - 2021.06 준공 예정|600 792 8170|2021-06-30
시설|두산명학아너비즈타워 지식산업센터 - 2021.06 입주 예정|573 593 0962|2021-06-30
시설|통리탄탄파크 - 2021.06 개장 예정|548 975 3707|2021-06-30
도로 : 국도|공대사거리 ~ 부대동사거리 구간 왕복 6차로 확장  2021.06 준공|515 113 3296|2021-06-30
시설|대변항 수산물직매장 - 2021.05월 말 준공 예정|339 545 5680|2021-06-30
시설|양산시 덕계체육공원 준공 2021-06 준공|356 395 4978|2021-06-30
도로 : 일반도로|광주 소촌건널목 입체화 지하차도 - 2021.06 예정|331 242 9454|2021-06-30
시설|가재울꿈도서관 - 2021.07 개관 예정|585 082 8159|2021-07-01
아파트|조례2차골드클래스시그니처-2021년7월예정|311 293 7278|2021-07-01
아파트|동탄역 롯데캐슬 2021년 7월 예정|553 193 2675|2021-07-01
시설|힐스테이트 인천시청역 (백운주택1구역)|581 202 8336|2021-07-01
도로 : 일반도로|오금동 큰골취락 도로개설공사 - 2021.06 예정|603 683 0540|2021-07-01
도로 : 일반도로|고산3동 회전교차로 확인요청|406 395 0233|2021-07-01
시설|힐스테이트범계역모비우스-2021년7월예정|573 913 1103|2021-07-01
시설|디센터1976 2021.07 준공 예정|408 544 8217|2021-07-01
도로 : 일반도로|호계-화월 연결도로공사 2021-06-00|477 333 1985|2021-07-01
아파트|검단금호어울림센트럴-2021년7월예정|596 102 8535|2021-07-01
아파트|소사벌A-5국민임대주택 - 2021.07 예정|532 793 2854|2021-07-01
시설|신설동역 한성아펠시티 - 2021년 7월 입주예정|593 773 1871|2021-07-01
시설|김해시 진례체육공원 2021년 7월 예정|341 385 0571|2021-07-01
시설|고양 삼송더샵 (MBN미디어센터) 2021년7월 예정|601 873 0520|2021-07-01
시설|부산역삼정그린코아더시티-2021년 7월예정|327 945 3627|2021-07-01
아파트|힐스테이트판교엘포레A6블럭-2021년 7월예정|571 963 2365|2021-07-01
아파트|디에이치자이개포 - 2021년7월예정|584 713 2434|2021-07-01
시설|동탄6동행정복지센터 신축공사 - 2021.06 예정|552 363 2597|2021-07-01
시설|수완종합체육관 - 2021.04 예정|337 322 9735|2021-07-01
아파트|힐스테이트 언남 - 2021년7월 예정|563 893 2913|2021-07-01
도로 : 일반도로|계룡 신도안 - 대전 세동 광역도로 2021-07-01 임시개통|457 113 4380|2021-07-01
아파트|방배그랑자이-2021년7월예정|583 153 1621|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 진주TG 2021-07|332 794 3748|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 구미TG 2021-07|435 954 6322|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 경산TG 2021-07|410 245 0988|2021-07-01
도로 : 일반도로|구향리 신설도로 확인요청|484 874 4367|2021-07-01
시설|한류월드제5공영주차장 2021-07-01 임시개방|602 512 9025|2021-07-01
시설|한류월드공영주차장  2021-07-01 임시개방|603 322 8993|2021-07-01
시설|구리여성회관 2021.07 개관 예정|595 963 3018|2021-07-01
아파트|대구국가산단대방노블랜드-2021년7월예정|387 204 6951|2021-07-01
시설|한류월드제3공영주차장 2021-07-01 임시개방|602 942 8992|2021-07-01
시설|한류월드제4공영주차장 2021-07-01 임시개방|602 572 8995|2021-07-01
아파트|모현오투그란데프리미어-2021년7월예정|417 843 0919|2021-07-01
아파트|광주효천1 국민임대 - 2021.07 입주 예정|327 283 0150|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 군포TG 2021-07|566 433 0761|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 매송TG 2021-07|562 063 0436|2021-07-01
도로 : 일반도로|동서교 10차선 도로확장 2021-07-01 개통완료|459 683 6360|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 팔공산TG 2021-07|413 944 9485|2021-07-01
시설|전주새뜰유치원 - 2021.07 준공 예정|405 993 2339|2021-07-01
시설|고양 원흥퍼스트푸르지오시티 2021년7월예정|600 433 0220|2021-07-01
아파트|한양수자인구리역-2021년7월예정|596 753 3213|2021-07-01
도로 : 일반도로|신기동 소방도로  확인요청|492 474 4264|2021-07-01
아파트|광양스위트엠르네상스-2021년 5월 입주 예정|309 003 9256|2021-07-01
아파트|극동스타클래스영월 -2021년7월|550 804 7339|2021-07-01
시설|청주 흥덕구청 2021년 7월 개청 예정|491 653 5663|2021-07-01
시설|전주 에코 로마네시티 2021년 7월 예정|409 983 2969|2021-07-01
아파트|연동백강스위트엠아파트 - 2021.07 입주 예정|152 042 6077|2021-07-01
시설|익산종합운동장 실내야구장 - 2021.06 예정|420 093 1678|2021-07-01
아파트|서울휘경1-2021년7월|595 083 2380|2021-07-01
시설|홍은제13구역 주택재개발정비사업 (현대 아이파크) - 2024년 입주 예정|596 593 1052|2021-07-01
도로 : 일반도로|동산1교차로 (대로2-1) 2021.05 중 개통 예정|511 023 2569|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 포항TG 2021-07|428 815 6452|2021-07-01
아파트|화순 한국아델리움 더숲 - 2021.07 준공 예정|322 993 1454|2021-07-01
아파트|다산신도시자연앤자이-2021년7월예정|599 713 3252|2021-07-01
도로 : 일반도로|도한정원시실리 인근 교차로 회전교차로 변경 확인|559 693 0726|2021-07-01
시설|용문동 행정복지센터 2021년 7월 이전 예정|460 293 5852|2021-07-01
시설|영등포총괄우체국 2021-07월 준공|588 903 0489|2021-07-01
시설|여주시 36홀 파크골프장 개장|565 563 8424|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 청북TG 2021-07|537 233 0818|2021-07-01
시설|라씨엘오피스텔 2021-07월 준공|547 263 2413|2021-07-01
아파트|청라호반베르디움6차 - 2021.07 예정|589 722 7578|2021-07-01
시설|울산 공공산후조리원 - 2021년 7월 개원 예정|383 895 7167|2021-07-01
아파트|신구포반도유보라-2021년7월예정|337 695 3254|2021-07-01
아파트|아포스마트시티아파트-2021년 7월예정|440 284 5266|2021-07-01
아파트|평택 고덕 파라곤에듀포레 - 2021.07 예정|536 223 1894|2021-07-01
아파트|아산탕정2-A7블록 국민임대주택 - 2021년 7월 입주 예정|507 863 2587|2021-07-01
아파트|이수푸르지오더프레티움-2021년 7월예정|584 943 1409|2021-07-01
시설|동탄역 롯데캐슬오피스텔 2021년 7월 예정|553 343 2666|2021-07-01
아파트|부산대역삼한골든뷰에듀스테이션-2021년7월예정|340 575 4200|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 북광주TG 2021-07|343 383 0478|2021-07-01
아파트|남양주 별내 A24블록 - 2021.07 입주 예정|603 803 2954|2021-07-01
도로 : 기타(도로관련)|[다차로 하이패스] 기흥동탄TG 2021-07-00|555 113 2614|2021-07-01
도로 : 일반도로|국도 30호선 진안-성수 도로공사 2공구 2021-07-02 개통예정|393 193 5862|2021-07-02
도로 : 일반도로|정읍 상동교 - 국도 1호선 접속도로 2021-07-04 개통 |375 163 0242|2021-07-04
시설|불당 제5공영주차장 개장|511 703 2789|2021-07-05
시설|의왕정음학교 2021-03-00|574 523 1575|2021-07-05
도로 : 일반도로|이마트-아동청소년문화의집 간 도로개설 준공|660 384 8865|2021-07-05
시설|대성동 수소충전소 - 시범 운영 중|455 463 6602|2021-07-05
시설|주공서정연립 재건축 - 2024년 준공 예정|539 293 2289|2021-07-05
도로 : 일반도로|완주산단1로 외곽도로 진출입로 확장 - 2021.06.24 확장완료|416 873 3011|2021-07-05
도로 : 일반도로|서진주IC교차로 회전교차로 추가 완료|335 904 3044|2021-07-05
도로 : 일반도로|상주시 함창교차로 회전교차로 변경 확인 요청|485 854 4226|2021-07-05
시설|대치동 구마을 제3지구 재건축|586 033 2282|2021-07-05
시설|풍무동 행복나눔 공영주차장 2021-07-05 준공완료|596 782 8619|2021-07-05
아파트|안양KCC스위첸아파트-2021년7월예정|573 853 0860|2021-07-05
시설|강화군 국궁장 준공 2021-07-05|612 102 6469|2021-07-05
도로 : 일반도로|백암리 백원도시계획도로 2021-07-06 개통완료|549 493 5690|2021-07-06
시설|고성 공룡시장 주차장 2021-06-17 완공|312 694 5912|2021-07-06
도로 : 일반도로|묘봉리 백원도시계획도로 2021-07-06 개통완료|545 483 4182|2021-07-06
도로 : 일반도로|초월읍 산이1리 도시계획도로 2021-07-08 개통완료|570 763 5001|2021-07-08
시설|대명1동 제2공영주차장 2021-07-09 준공완료|406 674 8675|2021-07-09
도로 : 일반도로|이천동 임시도로 개통 및 기존도로 통제 2021-07-12 9시 개통예정|407 604 8884|2021-07-10
도로 : 일반도로|모현교 사거리 회전교차로 2021-07-13 설치|568 043 4349|2021-07-13
시설|부천테크노밸리U1센터 2021-07-13 건립|585 802 9355|2021-07-13
도로 : 일반도로|온석동 - 성연테크노밸리 메지골선 2021-07-13 개통|510 462 5790|2021-07-13
시설|차밭골 소규모 공영주차장 2021-07-14 준공완료|339 095 4065|2021-07-14
시설|서산 원도심 공영주차장 2021-07-14 준공완료|508 242 5725|2021-07-14
도로 : 주요간선|북부간선도로 확포장공사 -  2021-07-14 개통완료|598 223 3421|2021-07-14
시설|명안 소규모 공영주차장 2021-07-15 운영중|337 405 4331|2021-07-14
시설|인천영종동우체국 2021-07-14 준공완료|583 212 6478|2021-07-14
시설|매송오토캠핑장 2021-7-15 개장|559 573 0717|2021-07-15
시설|수성 구미마을 공영주차장 2021-07-15 개방완료|377 513 0071|2021-07-15
도로 : 일반도로|원동사거리 - CGV 오산 2021-07-15 일방통행 지정|547 373 2386|2021-07-15
도로 : 일반도로|서문안 - 후레쉬빌3차 도시계획도로 2021-07-16 준공완료|276 762 9069|2021-07-16
도로 : 일반도로|충주시농업기술센터 신규 진입로 개설 및 정비 2021-07-16 준공완료 |536 494 1680|2021-07-16
시설|임기리 노외공영주차장 2021-07-16 준공완료|350 175 4500|2021-07-16
시설|명동 공영주차장 2021-07-16 준공완료|510 793 3224|2021-07-16
아파트|고덕하늘채시그니처-2021년 3월예정|533 873 1995|2021-07-19
아파트|e편한세상김포로얄하임-2021년6월예정|606 162 7256|2021-07-19
아파트|서완산골드클래스-2021년6월예정|403 003 3052|2021-07-19
도로 : 일반도로|어곡도시계획도로 2021-07-19 개통완료|356 375 3529|2021-07-19
시설|화성종합경기타운 수소충전소 준공 2021-07-19|546 743 0805|2021-07-19
아파트|봉래 에일린의뜰-2021년4월예정|325 695 3744|2021-07-19
시설|도봉동 다목적체육센터 - 2021.05 준공 예정|605 293 2167|2021-07-19
아파트|방촌역세영리첼-2021년6월예정|410 684 9633|2021-07-19
시설|연천파크골프장 개장 2021년7월19일 시범운영|645 663 1848|2021-07-19
시설|청라MK뷰 - 2021.08 준공 예정|589 302 7604|2021-07-19
시설|포항지식산업센터 - 2021.03 준공 예정|430 355 6659|2021-07-19
아파트|우현중해마루힐센텀아파트-2021년 4월 예정|430 155 7184|2021-07-19
도로 : 일반도로|현천 난점마을 연결도로 2021-07-20 개통완료|595 623 0058|2021-07-20
도로 : 일반도로|금어리 스마트빌리지 용인도시계획도로 2021-07-21 개통완료|563 283 4490|2021-07-21
시설|안양새물공원 주차장 확인요청|576 633 0445|2021-07-22
시설|신정호 공영주차타워 2021-07-22 개방예정|507 563 1425|2021-07-22
도로 : 일반도로|인천 큰무리마을-하나개입구 도로개설공사 - 2021-07-23 개통완료|574 632 5377|2021-07-23
시설|솔라티움시티 강남 - 2021.05 입주 예정|585 093 1922|2021-07-26
시설|양주한국병원 - 2021.05 예정|622 193 2414|2021-07-26
시설|지스퀘어 2021-02-00|583 553 0493|2021-07-26
도로 : 일반도로|인천항국제여객터미널 주변도로 확인요청|577 302 7479|2021-07-26
시설|산성동공영주차장 2021-07-26 준공완료|456 933 5803|2021-07-26
시설|유천동공영주차장 2021-07-26 준공완료|457 483 5891|2021-07-26
시설|용두동공영주차장 2021-07-26 준공완료|459 033 6028|2021-07-26
시설|석교동공영주차장 2021-07-26 준공완료|456 743 6440|2021-07-26
도로 : 일반도로|부구1리 북면도시계획도로 2021-07-28 개통|542 775 7271|2021-07-28
도로 : 일반도로|영주축협한우프라자 인근 신규도로 확인 요청|517 894 8268|2021-07-28
도로 : 일반도로|월곡리 - 반룡리 역사문화관광지 연계도로 2021-07-30 개통완료|364 152 8579|2021-07-30
시설|네이버 제2사옥 (1784프로젝트) - 2021.05 준공 예정|570 453 2759|2021-07-30
시설|세종시 복합체육시설 - 2021년 8월 준공 예정|478 453 4474|2021-07-30
시설|에너지파크 - 2021.07 개관 예정|332 502 9919|2021-07-30
도로 : 국도|화성봉담 국도43호선 지하차도 건설공사 2021-10-08 임시개통|555 533 1083|2021-07-30
시설|북대전세무서 - 2021.07 예정|464 143 5305|2021-07-30
시설|서울의료원 응급의료병동 2021-07-30|597 903 2680|2021-07-30
도로 : 일반도로|노근리 철도입체교차로 2021-07-30 설치|446 964 1128|2021-07-30
도로 : 일반도로|당진 푸르지오1차 ~휴먼시아아파트 간 연결교량 공사 - 2021-07-29 개통완료|520 812 7560|2021-07-30
시설|서농도서관 - 2021.07 개관 예정|557 353 2365|2021-07-31
시설|신월6동복합청사 - 2021.07 준공 예정|587 642 9951|2021-07-31
시설|대장이랜드 - 2021.07 준공 예정|463 483 3405|2021-07-31
시설|충남공감마루 2021년 4월 준공 7월 개관 예정|494 292 8023|2021-07-31
시설|구즉동 행정복지센터 신축공사 2021-09-15 준공예정|471 263 5770|2021-07-31
시설|시립 동대문실버케어센터 - 2021.07 예정|593 903 2109|2021-07-31
시설|금샘도서관 및 공영주차장 - 2021년 10월 준공|341 475 4239|2021-07-31
시설|송부동행정복지센터 - 2021.07 개청 예정|565 843 0800|2021-07-31
시설|롯데백화점 동탄점 2021년 8월 예정|553 343 2680|2021-07-31
아파트|하남미사유테크밸리 2021년 7월 예정|591 023 3684|2021-07-31
시설|이마트 에코시티점 - 2021년 9월9일 오픈|409 903 2960|2021-07-31
도로 : 일반도로|하동 LH임대아파트 진입로 2021-07 말 개통예정|322 693 9739|2021-07-31
시설|울산 제2실내 종합체육관 2021년 7월 예정|373 295 5958|2021-07-31
시설|천안시노인회관 - 2021.07 준공 예정|511 103 3237|2021-07-31
도로 : 일반도로|왕송못서길 도시계획도로 공사 2021-05-00|565 123 1012|2021-07-31
시설|함백산추모공원 - 2021.07 개장 예정|560 613 0675|2021-07-31
시설|성복동 어린이청소년도서관 - 2021.07 개관 예정|565 893 2306|2021-07-31
시설|와와커뮤니티하우스 - 2021년 7월 개관 예정|374 965 6249|2021-07-31
도로 : 일반도로|라포엠아파트 신축공사 진입로 2021-07말 개통예정|322 633 9726|2021-07-31
도로 : 일반도로|하동 LH임대아파트 도시계획도로 2021-08 개통예정|322 563 9741|2021-07-31
시설|능서농협 종합청사 - 2021.05 준공 예정|564 023 7840|2021-07-31
도로 : 일반도로|한들초등학교 진입도로 개설공사 2021-07예정|512 833 2886|2021-07-31
시설|BT-IT 융합센터 - 2021.07 준공 예정|596 993 2016|2021-07-31
도로 : 국도|연향동 연향육교 4차로 교량 2021-07-15 축소운영|309 473 7268|2021-07-31
도로 : 일반도로|덕계동 신규도로 확인 요청|356 405 4957|2021-07-31
시설|대찬메디컬빌딩 - 2021.07 준공 예정|341 284 9351|2021-07-31
아파트|이천증포3지구대원칸타빌2차더테라스-2021년8월예정|563 103 6434|2021-08-01
아파트|운서역 푸르지오 더스카이 - 2021-10 준공 예정|583 452 6293|2021-08-01
아파트|어등산한양수자인테라스PLUS-2021년8월예정|333 822 9373|2021-08-01
아파트|인천검단 AA9블록 행복주택 - 2021.08 입주 예정|595 282 8572|2021-08-01
시설|이너매스 여울숲 - 2021.08 준공 예정|553 013 2596|2021-08-01
아파트|김제대검산 행복주택 - 2021.08 입주 예정|402 453 0645|2021-08-01
시설|부곡도깨비시장 공영주차장 2021-08-01 준공완료|566 183 1086|2021-08-01
아파트|사하구평지구중흥S클래스 -2021년8월|324 345 3103|2021-08-01
아파트|하남호반베르디움에듀파크-2021년8월예정|590 593 3901|2021-08-01
아파트|다산참아름6단지 아파트 - 2021.08 입주 예정|598 903 3391|2021-08-01
아파트|화서역파크푸르지오 - 2021년8월예정|563 013 1567|2021-08-01
아파트|여수웅천6차사랑으로부영아파트 - 2021년 8월 예정|288 323 9037|2021-08-01
시설|대전사이언스콤플렉스 (신세계백화점 엑스포점) 2021년 8월 예정|464 223 5741|2021-08-01
아파트|안양광신프로그레스리버뷰 2021년 8월 준공예정|573 933 0977|2021-08-01
아파트|송산대방노블랜드5차 -2021년8월|562 932 9612|2021-08-01
아파트|E편한세상초지역센트럴포레 - 2021년 8월예정|566 822 9465|2021-08-01
아파트|광주 신안 대라수 어썸브릿지 아파트 2021년 9월 예정|333 643 0590|2021-08-01
아파트|검단센트럴푸르지오 -2021년8월|596 312 8485|2021-08-01
도로 : 일반도로|무거동 대학로 1번길 도로폭 확장 공사. 2021-08 준공예정|373 795 5950|2021-08-01
아파트|힐스테이트별내스테이원 2021년 8월예정|601 143 2966|2021-08-01
아파트|우남퍼스트빌더테라스동탄 - 2021년 8월 예정|549 153 2786|2021-08-01
아파트|신내역금강펜테리움센트럴파크-2021.08|597 493 2810|2021-08-01
시설|사천케이블카 자연휴양림 개장 2021-08 예정|310 224 3056|2021-08-01
아파트|자양호반써밋플레이스-2021년8월|589 763 2368|2021-08-01
아파트|광양와우 행복주택 - 2021.08 예정|309 773 9297|2021-08-01
아파트|위례포레샤인17단지아파트 - 2021.08 입주 예정|584 153 3230|2021-08-01
아파트|미사역 파라곤 2021년 8월 예정|592 663 3718|2021-08-01
아파트|대구국가산단모아미래도에듀퍼스트 - 2021.08 입주 예정|386 984 6979|2021-08-01
아파트|위례포레샤인15단지아파트 - 2021.08 예정|584 173 3178|2021-08-01
아파트|탕정지구시티프라디움 -2021년8월|508 323 2591|2021-08-01
시설|첨단와이어스파크-2021년 8월 예정|339 693 0022|2021-08-01
시설|가평어린이놀이체험관 개관 2021-08 예정|620 933 7165|2021-08-01
아파트|은평서해그랑블-2021.08|598 313 0613|2021-08-01
아파트|여수웅천7차사랑으로부영아파트 - 2021년 8월 예정|288 423 9052|2021-08-01
시설|명지대 어반캠퍼스 신축 2021-08-00|594 353 0793|2021-08-01
아파트|수완센트럴시티서희스타힐스-2021년8월예정|335 522 9540|2021-08-01
아파트|한신더휴리저브나릿재마을6단지-2021년08월예정|476 833 4444|2021-08-01
시설|방학역모비우스스퀘어 - 2021.08 예정|603 563 2094|2021-08-01
아파트|평택고덕A1블록 - 2021.08 입주 예정|538 373 2159|2021-08-01
아파트|세종한신더휴리저브나릿재마을5단지 - 2021년08월예정|476 843 4412|2021-08-01
아파트|지제역동문굿모닝힐맘시티 3단지 - 2021.08 예정|534 333 2723|2021-08-01
시설|속초조양 코아루 아리스타 - 2021년 8월 예정 |660 284 8866|2021-08-01
아파트|송산대방노블랜드5차 -2021년8월|563 152 9615|2021-08-01
도로 : 일반도로|예산-금산 간 도로공사|417 024 5476|2021-08-01
아파트|이천 라온프라이빗 아파트 -2021년8월|563 993 6330|2021-08-01
아파트|다사역삼정그린코아더베스트-2021년8월예정|409 174 7331|2021-08-01
아파트|래미안부천어반비스타-2021년8월예정|583 642 9063|2021-08-01
아파트|고덕신혼희망타운 A7블록 -2021년8월|537 843 2114|2021-08-01
아파트|LH지행역더퍼스트아파트 - 2021.09 입주 |627 613 2154|2021-08-01
아파트|창원진해비전시티우방아이유쉘 - 2021.08 입주 예정|328 585 0847|2021-08-01
아파트|금호리첸시아-2021년 8월예정|575 803 4389|2021-08-01
아파트|주문진삼부르네상스-2021년8월예정|628 035 1317|2021-08-01
아파트|서면지원더뷰파크-2021년8월예정|333 535 3791|2021-08-01
아파트|e편한세상운정어반프라임-2021년7월예정|608 222 8640|2021-08-02
시설|심인중고등학교 이전 2021-03-00|407 784 7462|2021-08-02
시설|화성송산테크노파크 일반산업단지 2020-09-00|555 272 8347|2021-08-02
아파트|힐스테이트화순-2021년7월예정|322 263 1431|2021-08-02
시설|한국발전인재개발원 - 2021.04 개원 예정|455 003 5207|2021-08-02
도로 : 일반도로|전궁리 사거리 회전교차로 2021-08-03 설치|543 143 3295|2021-08-03
도로 : 일반도로|서울 남명초등학교 주변 도로 2021-08-03 개설완료|587 393 0032|2021-08-03
도로 : 일반도로|태장동 한배미삼거리 도로신설 확인요청|572 594 1978|2021-08-04
도로 : 일반도로|춘천지방법원원주지원 옆 도로 2021-08-05 신설완료|567 674 1739|2021-08-05
시설|의왕화물차공영차고지 2021-08-06 준공완료|567 833 1215|2021-08-06
도로 : 일반도로|북수리 일원 도시계획도로 확포장 2021-08-06 준공완료|507 203 2335|2021-08-06
시설|중곡역 출입구- 2021-08-06 신설완료|592 823 2533|2021-08-06
도로 : 일반도로|삼양.도련 도시계획도로  2021-08-08 준공완료|154 762 7166|2021-08-08
시설|(천호4촉진구역) 천호더샵센트럴시티 - 2023년 입주예정|589 923 3014|2021-08-09
도로 : 일반도로|송골저수지 사거리 회전교차로 2021-08-09 설치완료|563 443 4004|2021-08-09
시설|롯데마트 구로점 폐점 후 철거|585 513 0248|2021-08-09
시설|거창읍 대동리 공영주차장 2021-08-09 준공완료|390 514 1532|2021-08-09
시설|광명7동 행정복지센터 신축 2021-03-00|582 393 0037|2021-08-09
시설|거창읍 상림리 공영주차장  2021-08-09 준공완료|389 774 1416|2021-08-09
아파트|순천금호어울림더파크-2021년5월예정|313 953 7018|2021-08-09
아파트|판교더샵퍼스트파크-2021년6월예정|573 093 2649|2021-08-09
도로 : 일반도로|미호천교 교통가교 설치 2021-08-11 개통완료|491 013 5416|2021-08-11
도로 : 일반도로|단성IC 회전교차로 2021-08-11 설치완료|347 504 1976|2021-08-11
시설|유성시외버스정류소 2021-08-12 건립|462 153 5193|2021-08-12
시설|북구문화센터 공영주차장 조성 2021-08-12 준공완료|337 433 0254|2021-08-12
도로 : 일반도로|청주 만수성당 앞 회전교차로 설치 공사 |492 083 5201|2021-08-15
도로 : 일반도로|청주 융합바이오센터 앞 회전교차로 공사 확인|492 583 5117|2021-08-15
시설|토성면복지센터 - 2021.09 이전 예정|667 864 8445|2021-08-16
도로 : 일반도로|마북터널 - 법화터널 간 단속카메라 2021-08-17 설치 |565 063 3014|2021-08-17
도로 : 일반도로|제2엑스포교 - 2021년 8월18일 오전6시 개통|463 943 5767|2021-08-18
도로 : 일반도로|양평읍 중앙로 확장공사 2021-08-20 개통완료|585 053 7023|2021-08-20
시설|연지공원 주차타워 2021-08-20 준공완료|342 115 1807|2021-08-20
도로 : 일반도로|동전교 구간 진입도로 확장공사 2021-08-21 임시개통|350 124 8999|2021-08-21
도로 : 일반도로|김해시 본산 도시계획도로(소1-59) 2021-08-00|349 365 0632|2021-08-22
시설|안양 호계중학교 인근 재개발지구 실사 요청|572 803 1113|2021-08-23
도로 : 일반도로|황금동 지하차도 - 2021-08-24 준공완료|436 434 3795|2021-08-24
도로 : 일반도로|원지둔-군안 도로 개설공사 2021-08-25 준공완료|608 453 4852|2021-08-25
시설|파라스파라 서울 - 2021-08-27 오픈예정|603 493 1705|2021-08-27
도로 : 일반도로|장수지구대 앞 회전교차로 2021-08-27 설치|386 163 7239|2021-08-27
시설|철산상업지구 공영주차장 2021-08-27 조성완료 |582 993 0208|2021-08-27
도로 : 기타(도로관련)|청주동남지구 원봉터널 2021-08-28 개통완료|489 833 7189|2021-08-28
시설|익산 서부권 로컬푸드직매장 - 2021.07 준공 예정|418 843 0962|2021-08-30
