TYPE|TEXT|LCODE|COMPLETE_DATE
시설|가경국민체육센터 - 2022.05 준공 예정|490 563 6300|2022-05-01
시설|고려대학교 구로병원 외래센터 신축 - 2022-05-00|584 943 0377|2022-05-01
도로 : 일반도로|옥동-농소1도로 (국가정원교) 2022-05-00 준공 예정|375 625 6398|2022-05-01
시설|울진마린CC -2022년5월 개장예정|519 685 7548|2022-05-01
시설|검단일반산업단지 2022-05월 조성예정|415 485 5339|2022-05-01
아파트|양주신도시중흥S클래스센텀시티A11-3  - 2022년5월예정|620 193 2598|2022-05-01
시설|충주 실내 조정훈련장 신축 2022년 5월 준공예정|533 964 0953|2022-05-01
시설|신태인읍 행정문화복합센터 -  2022년 4월|389 983 0399|2022-05-01
아파트|안양명학 A1블록 행복주택 - 2022.05 입주 예정|572 543 0954|2022-05-01
아파트|속초2차 아이파크 아파트 2022-05-00|659 604 8579|2022-05-01
시설|목포 종합 경기장 2022년 5월 준공|296 912 5118|2022-05-01
아파트|양주신도시중흥S클래스센텀시티A11-1  - 2022년5월예정|620 213 2574|2022-05-01
아파트|김포양곡E1블록 - 2022.05 입주 예정|602 852 7639|2022-05-01
아파트|부안오투그란데2차하이스트아파트|394 212 8686|2022-05-02
아파트|e편한세상부평역어반루체아파트|584 162 8751|2022-05-02
아파트|안양호계신원아침도시아파트|570 873 1234|2022-05-02
아파트|청룡동오펠리움아파트|345 455 4174|2022-05-02
아파트|완주삼봉지구 A2 신혼희망타운아파트 2022-05-00|415 523 2912|2022-05-02
아파트|남구도시첨단D2제일풍경채아파트|325 252 9802|2022-05-02
아파트|호반써밋고덕신도시II아파트|535 663 1955|2022-05-02
아파트|문경역지엘리베라움더퍼스트아파트|502 984 3630|2022-05-02
아파트|청주테크노폴리스지웰푸르지오아파트|496 153 6547|2022-05-02
도로 : 일반도로|춘천 레고랜드 2022-05-05 개장예정|628 183 9251|2022-05-05
시설|신림선 서울지방병무청역 - 2022-05-27 준공예정|586 293 0786|2022-05-27
시설|원대동 복합커뮤니티시설 - 2022-05-00 완공예정|411 044 8630|2022-05-30
도로 : 일반도로|제3산업단지 신천IC건설 및 도로확포장 - 2022년 5월 공사 준공 예정|412 514 8518|2022-05-30
시설|대포일반산업단지 정기확인|597 942 7620|2022-05-30
도로 : 일반도로|제주공항-우회도로 간 연결도로|154 132 6172|2022-05-30
시설|밀양도래재 자연휴양림 2022-05 말 조성예정|375 285 2608|2022-05-30
도로 : 국도|국도 25호선 청도-밀양 2공구 2022-05-30|378 395 0682|2022-05-30
시설|북면생활체육공원 - 2022-05 준공 예정|627 403 7543|2022-05-30
시설|광주 신창동 유적 체험학습관 - 2022-05-00 준공 예정|336 722 9987|2022-05-30
시설|닥터플러스몰 - 2022.05 준공 예정|573 692 7672|2022-05-31
시설|광주 북구 반다비 복합체육센터 - 2022.05 준공 예정|333 533 0849|2022-05-31
시설|광주시립수목원 - 2022-05-00 준공예정|325 483 0363|2022-05-31
시설|정읍 복합커뮤니티센터 - 2022.05 준공 예정|370 492 9847|2022-05-31
도로 : 일반도로|거제-안치 해안일주도로 - 2022년 5월 개통예정|261 242 2736|2022-05-31
도로 : 일반도로|파주시 동패동 도로 확인 요청|609 062 8603|2022-05-31
시설|진밭골 생활체육시설 - 2022.05 준공 예정|403 564 9451|2022-05-31
도로 : 일반도로|경기 광주 송정동 대로 1-1 우회도로 확장 - 2022.05 준공 예정|577 313 4413|2022-05-31
도로 : 일반도로|문산~내포 도로확포장공사 - 2022.05 예정|624 262 9190|2022-05-31
시설|울산 화정공원 어울림문화센터 - 2022.05 준공 예정|369 445 7796|2022-05-31
시설|이지스카이CC - 2022.05 예정|454 434 8296|2022-05-31
시설|의창구청 신청사 - 2022년 5월 준공 예정|343 284 9281|2022-05-31
도로 : 일반도로|성산대교 본교 성능개선 공사 - 2025.12까지 (임시 가교 2022.05 우회 예정)|591 363 0447|2022-05-31
시설|계양2동행정복지센터 신축 - 2022-05-00 개관예정|590 422 8783|2022-05-31
시설|복정역 임시 출입구 - 2022년 5월 예정|582 533 2997|2022-05-31
시설|김해 진영 스포츠센터 신축 2022.05 준공|349 005 0170|2022-05-31
시설|김해시민문화체험관 2022-05 개관예정|349 585 0760|2022-05-31
도로 : 지방도|지방도 301호선 매향 화산 확포장공사 - 2022 상반기 말 준공예정|537 972 9275|2022-05-31
시설|울산 실버케어센터 - 2022.05 준공 예정|387 255 6997|2022-05-31
아파트|함평백년가 아파트 2022-06-00 입주예정|321 972 6404|2022-06-01
시설|광주형 로컬푸드 복합센터 - 2022.06 준공 예정|574 363 4393|2022-06-01
아파트|동해모닝파크더퍼스트|583 185 4414|2022-06-01
시설|충청북도 남부출장소 이전 - 2022년 하반기 개관예정|456 383 7889|2022-06-01
도로 : 일반도로|부민삼거리 회전교차로 2022년 하반기 준공예정|528 774 1644|2022-06-01
아파트|e편한세상서면더센트럴  - 2022.06 예정|331 995 3761|2022-06-01
아파트|고덕국제신도시대광로제비앙아파트 - 2022.06준공|535 633 1977|2022-06-01
시설|웅천 롯데캐슬 마리나 - 2022.06 입주 예정|287 413 8948|2022-06-01
시설|용사의집 육군호텔 2022년 6월 예정|588 683 1238|2022-06-01
도로 : 일반도로|곡강 우두 2.7km 확포장 2022-06-00 준공예정|276 243 6547|2022-06-01
시설|달성박물관 2022년 6월 개관 예정|389 594 7434|2022-06-01
시설|동해 꿈빛마루도서관 - 2022년 6월 개관|588 275 4502|2022-06-01
도로 : 일반도로|영산강 강변도로 2공구 2022-06-00 준공예정|304 502 6512|2022-06-01
시설|불로복합체육관 2022 하반기 준공예정|597 902 8229|2022-06-01
아파트|순천 금호어울림더파크 2차|314 033 6997|2022-06-01
아파트|중외공원모아미래도 2022.06 예정|335 753 0292|2022-06-01
시설|도봉119안전센터 - 2022-06-00 준공예정|605 953 2066|2022-06-01
시설|유등테마공원 - 2022-06-00 준공예정|335 334 3264|2022-06-01
도로 : 일반도로|북강릉IC 연결램프 - 2022년 하반기 예정|622 385 1549|2022-06-01
시설|부산 남구청 별관 공사 - 2022년 하반기 예정|330 385 4140|2022-06-01
아파트|원주더샵센트럴파크4단지 -2022년6월|567 494 1730|2022-06-01
도로 : 기타(도로관련)|물금 나들목 하이패스 차로 증설사업 2023 준공예정|348 955 3362|2022-06-01
도로 : 일반도로|정선 사북-직전간 도로개설 2022년 6월 개통예정|556 475 1263|2022-06-01
시설|남천상가 공영주차장 -  2022년 6월예정|561 733 6425|2022-06-01
도로 : 일반도로|팽성대교 확장공사 - 2022-06-00 준공예정|529 333 1986|2022-06-01
시설|한국문화테마파크 선비세상 - 2022-06-00 개장예정|498 985 1477|2022-06-01
아파트|평택서정 행복주택-2022년 6월 예정|537 983 2146|2022-06-01
시설|범어4동 행정복지센터 2022년 6월 예정|408 164 9316|2022-06-01
아파트|힐스테이트어울림효자 - 2022.06 예정|402 843 2977|2022-06-01
시설|교문1동 행정복지센터 2022-06-00|596 633 3002|2022-06-01
도로 : 국도|양양군 종합운동장~7번국도 도로 개설 - 2022년 준공예정|648 794 9173|2022-06-01
시설|김제 생활밀착형 국민체육센터 2022년 하반기 예정|403 353 0565|2022-06-01
시설|기린면 국민체육센터 2022-06-00 준공예정 |635 924 5873|2022-06-01
시설|가온팰리스오피스텔 - 2022.06 입주 예정|559 923 1533|2022-06-01
시설|동래구청 증축공사|337 815 4126|2022-06-01
시설|민락동 국민체육센터 2022-06-00|612 413 2781|2022-06-01
시설|오창테크노폴리스 일반산업단지|504 553 5687|2022-06-01
시설|관촌면 체육문화센터 - 2022.06 준공 예정|388 823 4524|2022-06-01
아파트|봉담2지구중흥S클래스 - 2022년6월예정|555 383 1028|2022-06-01
시설|호원국민체육센터 - 2022.06 준공|608 103 2115|2022-06-01
시설|운암뜰 복합단지 조성사업-2022년하반기 착공예정|547 953 2505|2022-06-01
아파트|원주더샵센트럴파크3단지 -2022년6월|567 214 1796|2022-06-01
아파트|인천 검단 파라곤센트럴파크 - 2022.06 입주 예정|595 022 8501|2022-06-01
시설|대구 간송미술관 2022년 6월 완공예정|405 084 9709|2022-06-01
시설|인천 애경그룹송도종합기술원 2022년 하반기|571 662 7823|2022-06-01
시설|증평군 창의파크 2022.06 예정|508 683 7955|2022-06-01
아파트|강릉블루밍더베스트아파트|611 295 1917|2022-06-01
아파트|동림우방아이유쉘아파트|334 673 0164|2022-06-01
아파트|미추홀트루엘파크아파트|579 892 8049|2022-06-01
시설|남춘천이스티아 - 2022.06 입주 예정|624 913 9520|2022-06-01
시설|청량리 리버리치3차 - 2022.06 예정|594 283 2095|2022-06-01
아파트|수지스카이뷰푸르지오-2022년6월예정|566 963 2379|2022-06-01
시설|죽도 해수욕장 서핑 비치로드 2022년 예정|636 895 0632|2022-06-01
시설|다산 프리미어 캠퍼스 2022년 6월 예정|597 873 3272|2022-06-01
아파트|오산 스마트시티 2022-06-00|552 243 1963|2022-06-01
아파트|성당태왕아너스메트로-2022.06|406 254 8432|2022-06-01
시설|삼청동 공영주차장 2021년말 착공 준공일미정|595 213 1438|2022-06-01
시설|카스카디아CC 2022 하반기 오픈예정|609 663 9693|2022-06-01
아파트|관악 중앙하이츠 포레 - 2022.06 입주 예정|583 493 0973|2022-06-01
시설|여주반려동물테마파크|557 203 8254|2022-06-01
시설|제주 동부지구 체육센터 2022년 6월 예정|155 953 0141|2022-06-01
시설|고한8리 20리 주차타워 2022 하반기 준공예정|553 155 1683|2022-06-01
시설|우암동 공공도서관 - 2022년 완공|329 235 4066|2022-06-01
시설|안면도수산시장 대형버스 주차장 조성공사 - |479 512 4544|2022-06-01
도로 : 고속국도|호남고속도로 첨단방면 연결램프 준공완료 2022-06월 개통예정|337 652 9918|2022-06-01
아파트|화성신동 동탄2행복주택 A57-1 - 2022.06 입주 예정|550 633 3162|2022-06-01
시설|동광동 주민센터 2022-06-00 준공예정|327 275 3604|2022-06-01
아파트|양산 물금 브라운스톤 - 2022.06 예정|351 545 3304|2022-06-01
시설|한라원앤원타워 지식산업센터 2022.06 예정|583 223 0322|2022-06-01
아파트|검단신도시 예미지트리플에듀 - 2022.06 입주 예정|596 552 8528|2022-06-01
시설|괴산군립 치매전담 요양원 - 2022.06 준공 예정|506 574 0266|2022-06-01
시설|식사동체육공원 2022-06-00 준공예정|605 652 9635|2022-06-01
시설|원주시 태장1동 행정문화복합센터 2022-06-00 준공예정|570 944 2033|2022-06-01
도로 : 일반도로|마암과선교 구간 4차로 확장 2022년 하반기 준공예정|455 263 7710|2022-06-01
시설|여수석보 터 여수 시립 박물관 2022년 6월 예정|292 223 8758|2022-06-01
시설|더블트리 바이 힐튼 호텔&레지던스 호텔 신축 2022-06-00|572 753 2749|2022-06-01
도로 : 일반도로|원평교차로 차로 확장공사 2022년 하반기준공예정|496 293 6301|2022-06-01
시설|임실읍 행복누리원 - 2022년 하반기 예정|382 373 4740|2022-06-01
시설|광주 서구 청소년문화의집 - 2022.06 준공 예정|332 483 0133|2022-06-01
시설|금촌 다목적 실내체육관 2022-06-00 예정|613 352 9309|2022-06-01
시설|고창읍 가족행복지원센터 2022년 하반기 예정|362 592 8415|2022-06-01
시설|부평 남부체육센터 신축 2022년 6월 예정|583 882 8662|2022-06-01
아파트|온양온천역 쌍용예가|508 513 1659|2022-06-01
시설|서김해일반산업단지|338 255 1502|2022-06-01
시설|남한산성 역사문화관 2022년 하반기 준공|583 173 3597|2022-06-01
시설|청라센트럴시티오피스텔-2022년 6월예정|589 222 7620|2022-06-01
시설|식사스포츠센터 2022-06-00 준공예정|605 672 9631|2022-06-01
시설|연천BIX은통일반산업단지 2022-06-00 준공예정|647 383 2482|2022-06-01
시설|용인어울림파크 - 2022년 하반기 예정|557 433 3920|2022-06-01
시설|목포신항 항만배후단지 개통확인 (미정)|290 032 4702|2022-06-01
도로 : 일반도로|올림픽대교 남단IC 강교가설 2022 하반기 부분개통예정|588 763 2783|2022-06-01
시설|문래SK V1 당산동 생각공장 - 2022년 하반기 준공 예정|587 893 0518|2022-06-01
도로 : 일반도로|진주 명석~집현 간 우회도로 개설 - 2022-06-00 준공예정|338 814 2949|2022-06-01
아파트|평택고덕41BL제일풍경채아파트 2022-하반기|536 043 1911|2022-06-01
시설|석적국민체육센터|430 854 6760|2022-06-01
도로 : 일반도로|파주시 시도1호선 2022.06 예정|611 722 8658|2022-06-01
시설|안양 아이에스비즈타워 센트럴 - 2022 하반기 완공 예정|574 103 0962|2022-06-01
시설|강원도 원주시 원주의료원 신관 증축 2022-06-00 완공 예정|567 604 1870|2022-06-01
시설|경남항공진주지구 국가산업단지 2022년 조성예정|329 194 3409|2022-06-01
시설|노곡일반산업단지 2022-06 준공예정|543 303 4343|2022-06-01
시설|선교도시개발사업 2021.05 부지조성완료 예정|325 243 1118|2022-06-01
아파트|e편한세상두류역-2022년6월예정|408 894 8472|2022-06-01
시설|청소년해양교육원 2022년 하반기 준공 예정|473 064 4971|2022-06-01
아파트|교대역하늘채뉴센트원-2022년6월예정|407 484 8783|2022-06-01
아파트|e편한세상평내 - 2022년6월예정|601 713 4221|2022-06-01
아파트|우만한일베라체에코플러스-2022년6월예정|561 603 2039|2022-06-01
도로 : 일반도로|덕산-고덕IC 도로건설공사 - 2022-06-14 예정|502 672 8315|2022-06-14
도로 : 고속국도|제2순환선 시화분기점 건설공사 2022-06-20 준공예정|564 362 8884|2022-06-20
시설|아산시청사 의회동 건립 - 2022.06 준공 예정|509 023 1660|2022-06-30
시설|부산시 기장군 동남권 방사선의과학산업단지 2022년 6월|350 515 5921|2022-06-30
도로 : 일반도로|청주 미평자동차매매단지~가마리 도시계획도로 - 2022.06 준공 예정|488 633 6642|2022-06-30
시설|도안동 행정복지센터 신축 - 2022.06 준공 예정|458 643 5368|2022-06-30
도로 : 일반도로|단재로 왕복 6차로 확장공사 (청남농협~효촌교차로 구간) - 2022.06 준공 예정|487 193 7110|2022-06-30
도로 : 일반도로|개봉철도고가 성능개선공사|585 323 0003|2022-06-30
시설|대양일반산업단지|297 742 5127|2022-06-30
시설|예천복합커뮤니티센터 - 2022.06 준공 예정|486 054 7536|2022-06-30
시설|실안관광단지내에 리조트형 호텔|309 564 2856|2022-06-30
도로 : 일반도로|부산 서구 아미4 행복주택 2차로 (3구간) 확장 2022-06-00 준공예정|326 555 3360|2022-06-30
도로 : 기타(도로관련)|현대해상 앞 교통통제|593 403 1370|2022-06-30
도로 : 일반도로|말티고개 - 장재 도로확포장 2022 하반기 준공 예정|336 924 3468|2022-06-30
도로 : 일반도로|청도교 확장공사 - 2022.06 개통 예정|385 295 0523|2022-06-30
시설|덕계월라일반산업단지|355 105 4909|2022-06-30
시설|남부동행정복지센터 신축공사 - 2022.06 예정|403 565 0407|2022-06-30
도로 : 일반도로|만덕3터널 건설 공사 2022-06-30 개통예정|336 695 3691|2022-06-30
시설|인제농업기술센터 이전 - 2022년 6월 완공 예정|649 884 4442|2022-06-30
시설|CGV 여주점 - 2022.06 개관 예정|563 793 8510|2022-06-30
시설|공도승두지구 도시개발구역 - 2022.06 준공 예정|531 253 3344|2022-06-30
시설|수성구 두산동행정복지센터 2022-06 준공예정|405 894 9094|2022-06-30
시설|칠곡공예테마공원 - 2022.06 준공 예정|425 314 6790|2022-06-30
도로 : 일반도로|송내창선 도로 확포장공사(군도 25호 확포장공사) - 2022-06-00 준공예정|426 212 8385|2022-06-30
도로 : 일반도로|대천-죽정동간 도로개설사업(죽정터널) 2022년 6월 준공예정|462 012 7242|2022-06-30
