##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@요거프레소
요거프레소|수원파장점(휴점)|||요거프레소||경기 수원시 장안구 파장로 68번길 15||주차불가|평일&주말09:00 23:00|||||요거프레소 수원파장점(휴점)||||80713
요거프레소|천안청당점|||요거프레소||충청남도 천안시 청당2길 123||주차불가|평일&주말09:00 22:00|||||요거프레소 천안청당점||||80713
요거프레소|인천구월아시아드점|||요거프레소||인천광역시 남동구 인하로 616||주차가능(상가 내 지하주차장)|평일&주말10:00 22:00|||||요거프레소 인천구월아시아드점|110호|||80713
요거프레소|신목동점|||요거프레소||서울 양천구 목동중앙로 89||불주차가능|평일&주말10:00 21:00|||||요거프레소 신목동점||||80713
요거프레소|속초중앙점|||요거프레소||강원도 속초시 중앙로 130-1||주차가능|평일&주말10:00~21:00|||||요거프레소 속초중앙점||||80713
요거프레소|광주금호점|||요거프레소||광주광역시 서구 금화로 103번길 9||불주차가능|평일&주말10:00~22:00|||||요거프레소 광주금호점||||80713
요거프레소|아산장영실과학관점|||요거프레소||충남 아산시 배미로 123||주차가능|월요일11:00~17:00화 금10:00~22:00/토요일09:00~19:00일요일10:00~19:00|||||요거프레소 아산장영실과학관점||||80713
요거프레소|상현원희캐슬점|||요거프레소||경기 용인시 수지구 만현로 110||주차가능|평일&주말08:00~24:00|||||요거프레소 상현원희캐슬점||||80713
요거프레소|파주산내마을점|||요거프레소||경기 파주시 교하로 83||주차가능|평일&주말10:00~22:00|||||요거프레소 파주산내마을점|(목동동)941|||80713
요거프레소|수원팔달문점|||요거프레소||경기도 수원시 팔달구 수원천로 292||주차가능|평일&주말10:00~22:00|||||요거프레소 수원팔달문점||||80713
요거프레소|양주고읍점|||요거프레소||경기 양주시 고읍남로 14||주차가능|평일&주말08:00~22:00|||||요거프레소 양주고읍점||||80713
요거프레소|송파레미안점|||요거프레소||서울특별시 송파구 오금로32길 28||주차가능|평일&주말08:00~21:00|||||요거프레소 송파레미안점||||80713
요거프레소|안양석수3동점|||요거프레소||경기도 안양시 충훈로90번길 10||불가|평일&주말10:00~22:00|||||요거프레소 안양석수3동점|1층|||80713
요거프레소|범일점|||요거프레소||부산광역시 부산진구 범일로 148||불가|평일08:00~21:00/주말10:00~21:00|||||요거프레소 범일점|(범천동)|||80713
요거프레소|부산개금역점|||요거프레소||부산시 부산진구 가야대로 450||주차가능|평일08:00~22:00/주말09:00~22:00|||||요거프레소 부산개금역점||||80713
요거프레소|김포구래점|||요거프레소||경기도 김포시 김포한강8로 410||주차가능|평일&주말10:00~22:00|||||요거프레소 김포구래점||||80713
요거프레소|양산명동점|||요거프레소||경남 양산시 신명동7길 23||불가|평일&주말10:00~22:00|||||요거프레소 양산명동점||||80713
요거프레소|안산한양대점|||요거프레소||경기도 안산시 한양대학로 45||불가|평일&주말10:00~21:00|||||요거프레소 안산한양대점|3층|||80713
요거프레소|김포라베니체점|||요거프레소||경기도 김포시 태장로 802라베니체 7차 103||불가|평일&주말10:00~22:00|||||요거프레소 김포라베니체점|104호|||80713
요거프레소|거제고현점|||요거프레소||경상남도 거제시 고현천로 124||주차가능|평일&주말10:00~22:00|||||요거프레소 거제고현점|1층|||80713
요거프레소|시흥미산점|||요거프레소||경기 시흥시 미산로 137||주차가능|평일&주말10:00~22:00|||||요거프레소 시흥미산점|2층 201호|||80713
요거프레소|무안운남점|||요거프레소||전라남도 무안군 양금로 2||주차가능|평일&주말10:00~22:00|||||요거프레소 무안운남점||||80713
요거프레소|연향2지구점|||요거프레소||전남 순천시 안산길 10||불가|평일08:00~22:00/주말10:00~22:00|||||요거프레소 연향2지구점||||80713
요거프레소|동천휴먼시아점|||요거프레소||광주광역시 서구 동천로10번길 35-4||주차가능|평일&주말09:30~23:00|||||요거프레소 동천휴먼시아점||||80713
요거프레소|창원롯데캐슬점|||요거프레소||경상남도 창원시 마산회원구 합성북 16길 197||주차가능|평일&주말09:00~22:00|||||요거프레소 창원롯데캐슬점|롯데캐슬프라자 132호|||80713
요거프레소|일산제니스점|||요거프레소||경기도 고양시 탄현동 일현로 97-11||주차가능|평일&주말10:00~23:00|||||요거프레소 일산제니스점|일산제니스스퀘어 129호|||80713
요거프레소|광양칠성점|||요거프레소||전남 광양시 광양읍 매천로 756||주차가능|평일&주말10:00~22:00|||||요거프레소 광양칠성점||||80713
요거프레소|약수점|||요거프레소||서울 중구 다산로 162||주차가능|평일08:00 23:00&토요일10:00 22:00&일요일10:00 20:00|||||요거프레소 약수점||||80713
요거프레소|안동옥동점|||요거프레소||경상북도 안동시 경북대로 427||주차가능|평일11:00~21:00주말11:00~22:00|||||요거프레소 안동옥동점||||80713
요거프레소|시흥배곧점|||요거프레소||서울특별시 서울대학로 278번길 61||주차가능|평일&주말10:00~22:00|||||요거프레소 시흥배곧점|베니스스퀘어 T-4호|||80713
요거프레소|남원광한루점|||요거프레소||전라북도 남원시 남문로 460-1||주차가능|평일&주말08:30~22:00|||||요거프레소 남원광한루점||||80713
요거프레소|다산신도시점|||요거프레소||경기도 남양주시 다산중앙로 123번길 7-14||주차가능|평일&주말10:00~22:00|||||요거프레소 다산신도시점|1층 104호|||80713
요거프레소|고양내유점|||요거프레소||경기도 고양시 통일로 1060-8||주차가능|평일&주말10:00~22:00|||||요거프레소 고양내유점|한라파크빌 101호|||80713
요거프레소|하동한우프라자점|||요거프레소||경남 하동군 고전면 하동읍성로 9||주차가능|평일&주말10:00~21:00|||||요거프레소 하동한우프라자점||||80713
요거프레소|전주에코시티점|||요거프레소||전북 전주시 덕진구 세병남로 39||주차가능|평일&주말10:00~21:30|||||요거프레소 전주에코시티점|청동빌딩 103호|||80713
요거프레소|포천송우터미널점|||요거프레소||경기도 포천시 소흘읍 솔모루로 98-6||주차가능|평일09:00~22:00/주말10:00~22:00|||||요거프레소 포천송우터미널점|1층|||80713
요거프레소|부산W스퀘어점|||요거프레소||부산광역시 남구 분포로 145||주차가능|평일&주말10:00~22:00|||||요거프레소 부산W스퀘어점|W스퀘어몰 1051호|||80713
요거프레소|부산정관점|||요거프레소||부산광역시 기장군 정관읍 구연3로 17||주차가능|평일&주말10:00~22:00|||||요거프레소 부산정관점|트윈타워 브릿지 A동|||80713
요거프레소|춘천터미널점|||요거프레소||강원 춘천시 영서로 2279번길 20||주차가능|평일&주말08:00~22:30|||||요거프레소 춘천터미널점||||80713
요거프레소|평택용죽초교점|||요거프레소||경기 평택시 용죽 2로 24상가 102호 ||주차가능|평일&주말09:00~22:00|||||요거프레소 평택용죽초교점||||80713
요거프레소|울산대점|||요거프레소||울산 남구 무거동 대학로121번길 24||||||||요거프레소 울산대점||||80713
요거프레소|비봉스타캐슬점|||요거프레소||경기도 화성시 비봉로 90-3||주차가능|평일&주말08:00~21:00|||||요거프레소 비봉스타캐슬점|101동 101호|||80713
요거프레소|신촌연세점|||요거프레소||서울시 서대문구 창천동 연세로 9길37 ||주차가능(유료)|평일&주말10:00~22:00|||||요거프레소 신촌연세점||||80713
요거프레소|안산시청점|||요거프레소||경기도 안산시 단원구 고잔동 당곡로 33||주차가능|평일10:00~22:30/주말10:00~22:30|||||요거프레소 안산시청점||||80713
요거프레소|목동1단지|||요거프레소||서울 양천구 목동서로 97||주차가능|평일&주말09:30~22:30|||||요거프레소 목동1단지||||80713
요거프레소|간석역사거리점|||요거프레소||인천시 미추홀구 주안로 226||주차가능|평일&주말09:00~21:00|||||요거프레소 간석역사거리점||||80713
요거프레소|춘천일성트루엘점|||요거프레소||강원 춘천시 백령로 214||불주차가능|평일&주말10:00~22:00|||||요거프레소 춘천일성트루엘점|일성트루엘아파트 상가동 3-3호|||80713
요거프레소|동대문롯데캐슬점|||요거프레소||서울 동대문구 답십리로 23길 30||주차가능|평일&주말10:00~22:00|||||요거프레소 동대문롯데캐슬점|롯데캐슬노블레스아파트 상가동 13호|||80713
요거프레소|오산세교점|||요거프레소||경기 오산시 수목원로 462||주차가능|평일&주말09:00~23:00|||||요거프레소 오산세교점||||80713
요거프레소|위례역점|||요거프레소||경기 성남시 수정구 위례광장로 21-13||주차가능|평일&주말08:00~22:00|||||요거프레소 위례역점|힘찬프라자 115,116호|||80713
요거프레소|김포운양점|||요거프레소||경기 김포시 김포한강11로 37||주차가능|평일&주말09:00~21:30|||||요거프레소 김포운양점|107호|||80713
요거프레소|무안점|||요거프레소||전남 무안군 불무로 38-3||불주차가능|평일&주말10:00~22:00|||||요거프레소 무안점||||80713
요거프레소|안산일동점|||요거프레소||경기 안산시 상록구 구룡로 10||주차가능|평일&주말08:30~22:30|||||요거프레소 안산일동점|1층|||80713
요거프레소|삼육대점|||요거프레소||경기도 남양주시 불암로 25-38||주차가능|평일&일요일09:30~21:30금요일09:30~17:00|||||요거프레소 삼육대점||||80713
요거프레소|서초법원점|||요거프레소||서울 서초구 서초중앙로 24길 15||불주차가능|평일08:00~20:00/토요일09:00~17:00/일요일휴무|||||요거프레소 서초법원점||||80713
요거프레소|하남2지구점|||요거프레소||광주광역시 광산구 용아로 379번길 49||주차가능|평일&주말08:30~22:00|||||요거프레소 하남2지구점||||80713
요거프레소|포항우현점|||요거프레소||경북 포항시 북구 우창동로 1||불주차가능|평일&주말10:00~22:00|||||요거프레소 포항우현점||||80713
요거프레소|가산W몰점|||요거프레소||서울 금천구 디지털로 188||주차가능|평일08:00~21:00/주말09:00~21:30|||||요거프레소 가산W몰점||||80713
요거프레소|고담행복마을점|||요거프레소||경기 이천시 대월면 대산로 288번길 72||불주차가능|평일&주말06:00~22:00|||||요거프레소 고담행복마을점|아미가든쇼핑센터 102호|||80713
요거프레소|대구삼성창조캠퍼스점|||요거프레소||대구광역시 북구 호암로 51||주차가능|평일&주말10:30 23:00|||||요거프레소 대구삼성창조캠퍼스점|대구창조경제혁신센터 파크몰B동 1층 8호|||80713
요거프레소|김포마산점|||요거프레소||경기도 김포시 김포한강8로 173-59||주차가능|평일&주말10:00~22:00|||||요거프레소 김포마산점|A동 1층 107호|||80713
요거프레소|야당롯데캐슬점|||요거프레소||경기 파주시 한빛로 20||주차가능|평일&주말09:00~22:00|||||요거프레소 야당롯데캐슬점|롯데캐슬타운2차상가 208호|||80713
요거프레소|영종하늘스타타워점|||요거프레소||인천광역시 중구 하늘달빛로 94||주차가능|평일&주말09:00~22:00|||||요거프레소 영종하늘스타타워점|107호|||80713
요거프레소|이천설봉점|||요거프레소||경기 이천시 설봉로 17||주차가능|평일&주말09:00~22:00|||||요거프레소 이천설봉점||||80713
요거프레소|송산그린점|||요거프레소||||불가|평일&주말10:00 22:00|||||요거프레소 송산그린점|로 191 이지더원상가 2동 107호|||80713
요거프레소|운중점|||요거프레소||경기도 성남시 분당구 운중로 126번길 11||주차가능|평일&주말10:00~22:00|||||요거프레소 운중점||||80713
요거프레소|천안불당점|||요거프레소||충청남도 천안시 서북구 검은들 3길 60||불가|월 금11:00~22:00/토 일10:00~23:00|||||요거프레소 천안불당점||||80713
요거프레소|일산산들점|||요거프레소||경기도 고양시 일산서구 고양대로 722||주차가능|평일&토요일10:00~21:00(매주일요일휴무)|||||요거프레소 일산산들점||||80713
요거프레소|인천검암역점|||요거프레소||인천 서구 승학로 497||주차가능|평일&주말10:00~21:00|||||요거프레소 인천검암역점|(검암동)|||80713
요거프레소|합천점|||요거프레소||경상남도 합천군 합천읍 동서로 131||주차가능|평일&주말10:00~22:00|||||요거프레소 합천점||||80713
요거프레소|울산남목점|||요거프레소||울산광역시 동구 옥류로 40||주차가능|평일&주말09:00~23:00|||||요거프레소 울산남목점||||80713
요거프레소|평택팽성점|||요거프레소||경기도 평택시 팽성읍 부용로 55번길 25||주차가능|평일&주말10:00~22:00|||||요거프레소 평택팽성점||||80713
요거프레소|진주호탄점|||요거프레소||경상남도 진주시 가호로 53||불가|평일&주말10:00~23:00|||||요거프레소 진주호탄점|1층|||80713
요거프레소|광주경안점|||요거프레소||경기도 광주시 중앙로 145||불가|평일08:00~23:00/주말10:00~22:00|||||요거프레소 광주경안점||||80713
요거프레소|평촌엠파이어점|||요거프레소||경기도 안양시 동안구 흥안대로 427번길 16||주차가능|평일07:30~22:00/일요일11:00~19:00(토요일휴무)|||||요거프레소 평촌엠파이어점||||80713
요거프레소|대구역센트럴자이점|||요거프레소||대구광역시 중구 서성로 99||주차가능|평일&주말10:00~22:00|||||요거프레소 대구역센트럴자이점|판매시설동 124호|||80713
요거프레소|안산식물원점|||요거프레소||경기도 안산시 상록구 성호로 122-1||주차가능|평일&주말10:00~22:00|||||요거프레소 안산식물원점||||80713
요거프레소|시흥능곡점|||요거프레소||경기 시흥시 승지로60번길 25||불가|평일&토요일09:00~24:00/일요일10:00~23:00|||||요거프레소 시흥능곡점||||80713
요거프레소|천안북일고점|||요거프레소||충청남도 천안시 동남구 북일로 71||주차가능|평일&주말10:00 22:00|||||요거프레소 천안북일고점|DK프라자 101호|||80713
요거프레소|제주성산점|||요거프레소||제주도 서귀포시 성산읍 한도로 32||주차가능|평일&주말10:00~22:00|||||요거프레소 제주성산점||||80713
요거프레소|의왕역점|||요거프레소||경기도 군포시 송부로291번안길 3-11||주차가능|평일&주말10:00 22:00|||||요거프레소 의왕역점||||80713
요거프레소|경주모화점|||요거프레소||경상북도 경주시 외동읍 산업로 1885-34||주차가능|평일&주말10:00~22:00(매월첫째,셋째주일요일휴무)|||||요거프레소 경주모화점||||80713
요거프레소|관양동점|||요거프레소||경기도 안양시 동안구 관악대로 287번길 12||불가|평일&주말10:00~23:00|||||요거프레소 관양동점|1층|||80713
요거프레소|인천가정지구점|||요거프레소||인천광역시 서구 청중로 478-20||주차가능|평일&주말08:30 21:30|||||요거프레소 인천가정지구점||||80713
요거프레소|원주향교점|||요거프레소||강원도 원주시 명륜로 12||주차가능|평일&주말11:00 21:00|||||요거프레소 원주향교점||||80713
요거프레소|삼성터미널점|||요거프레소||충청북도 음성군 삼성면 덕정로 79||불가|평일&주말10:00 21:00|||||요거프레소 삼성터미널점||||80713
요거프레소|대구산격점|||요거프레소||대구광역시 북구 산격로 83||불가|평일&주말10:00~22:00|||||요거프레소 대구산격점||||80713
요거프레소|안양석수점|||요거프레소||경기도 안양시 만안구 안양로 507||불가|평일&주말10:00~23:00|||||요거프레소 안양석수점|상가 1층 101호|||80713
요거프레소|군위점|||요거프레소||경북 군위군 군위읍 중앙길 115||주차가능|평일&주말10:00~22:00|||||요거프레소 군위점||||80713
요거프레소|안성고삼점|||요거프레소||안성시 고삼면 안성맞춤대로 1969||주차가능|평일&주말10:00~22:00|||||요거프레소 안성고삼점||||80713
요거프레소|광양서천점|||요거프레소|||전라남도 광양시 광양읍 칠성리 957-16|주차가능|평일&주말11:00~22:00|||||요거프레소 광양서천점||||80713
요거프레소|모라점|||요거프레소||부산시 사상구 백양대로 927||불가|평일&주말10:00~22:30|||||요거프레소 모라점|1층 (모라동)|||80713
요거프레소|물금이지점|||요거프레소||경남 양산시 물금읍 물금로 75||불가|평일&주말10:00~22:00|||||요거프레소 물금이지점|이지더원 2차 상가동|||80713
요거프레소|골드코스트호텔점|||요거프레소||인천 남동구 논현로26번길 46골드코스트호텔 102호 ||주차가능|평일&주말10:00~22:00|||||요거프레소 골드코스트호텔점||||80713
요거프레소|남원도통점|||요거프레소|||전북 남원시 도통동 566-4|주차가능|평일&주말10:00~23:00|||||요거프레소 남원도통점||||80713
요거프레소|이천오천점|||요거프레소|||경기 이천시 마장면 오천리 276-3|불가|평일&주말09:00 22:00|||||요거프레소 이천오천점||||80713
요거프레소|인천길병원점|||요거프레소|||인천 남동구 구월동 1200-2|불가|평일&주말10:00 22:00|||||요거프레소 인천길병원점|퍼스트프라자 1층|||80713
요거프레소|울산덕신점|||요거프레소||울산 울주군 영남7길 34||불가|평일11:30~22:00/토요일11:30~19:00/일요일정기휴무|||||요거프레소 울산덕신점||||80713
요거프레소|안산고잔역점|||요거프레소||경기 안산시 단원구 다리간로 10||주차가능|평일&주말08:00 21:00|||||요거프레소 안산고잔역점||||80713
요거프레소|대구복현점|||요거프레소||대구 북구 복현로 130||주차가능|평일&주말10:00 10:00(첫째,셋째주월요일휴무)|||||요거프레소 대구복현점|서한이다음상가 106호|||80713
요거프레소|아산풍기점|||요거프레소|||충남 아산시 풍기동 446|주차가능|평일&주말10:00~22:00|||||요거프레소 아산풍기점||||80713
요거프레소|죽도비치점|||요거프레소||강원 양양군 현남면 인구중앙길 99||주차가능|평일&주말10:00~22:00|||||요거프레소 죽도비치점||||80713
요거프레소|서울숲1호점|||요거프레소||서울 성동구 성덕정길 17||불가|평일&주말09:30~21:00/매주화요일휴무|||||요거프레소 서울숲1호점||||80713
요거프레소|익산영등점|||요거프레소||전북 익산시 무왕로16길 5||주차가능|평일&주말09:00 23:00|||||요거프레소 익산영등점||||80713
요거프레소|서창2지구점|||요거프레소||인천 남동구 서창남순환로 215번길 48||주차가능|월~토10:00 22:00/일10:00 21:00|||||요거프레소 서창2지구점||||80713
요거프레소|광명역점(휴점)|||요거프레소||경기 광명시 광명역로 26||불가|평일11:00~20:00/주말10:30~20:00|||||요거프레소 광명역점(휴점)|광명파크자이 1차 105호|||80713
요거프레소|광주신현점|||요거프레소||경기 광주시 오포읍 신현로 121||주차가능|평일08:00~22:30/주말10:00~22:30(매월둘째주일요일휴무)|||||요거프레소 광주신현점||||80713
요거프레소|임실점|||요거프레소||전북 임실군 운수로 33-11||주차가능|평일&주말10:00~22:00|||||요거프레소 임실점||||80713
요거프레소|구미황상점|||요거프레소||경북 구미시 검성로 92||주차가능|평일&주말10:00~22:00|||||요거프레소 구미황상점|1층|||80713
요거프레소|청북고교점|||요거프레소||경기 평택시 청북면 옥길리 안청로4길 42||주차가능|평일&주말09:00~22:00|||||요거프레소 청북고교점||||80713
요거프레소|안산사동점|||요거프레소||경기 안산시 상록구 선진로 112||주차가능|평일&주말08:30~22:30|||||요거프레소 안산사동점||||80713
요거프레소|전주금암점|||요거프레소||전주 덕진구 전주천동로 490||주차가능|평일&토요일10:00~22:00일요일13:00~22:00|||||요거프레소 전주금암점||||80713
요거프레소|경주보문시네Q점|||요거프레소|||경북 경주시 신평동 465-67|주차가능|평일&주말10:00~22:00|||||요거프레소 경주보문시네Q점|A동 2층 215호|||80713
요거프레소|문정법조타운점|||요거프레소|||서울 송파구 문정동 642|주차가능|평일12:00~22:00/주말12:00~21:00(;첫째주,셋째주주말휴무)|||||요거프레소 문정법조타운점|송파테라타워2 A동 108호|||80713
요거프레소|강서구청점|||요거프레소||서울 강서구 공항대로 46길 57||주차가능|오전11시~익일오전5시|||||요거프레소 강서구청점||||80713
요거프레소|가오리역점|||요거프레소||서울 강북구 삼양로 416||불가|평일&주말10:00~23:00|||||요거프레소 가오리역점||||80713
요거프레소|대구월배로점|||요거프레소|||대구 달서구 진천동 561-7|주차가능|평일&주말10:00~22:00|||||요거프레소 대구월배로점||||80713
요거프레소|신중동점|||요거프레소||경기 부천시 부흥로 303번길 36||주차가능|평일&토요일10:00~22:30|||||요거프레소 신중동점||||80713
요거프레소|청북신도시점|||요거프레소||경기 평택시 청북면 안청로 2길 33-1||주차가능|평일&토요일10:00~22:00(일요일휴무)|||||요거프레소 청북신도시점|1층 105호 (골드테라스III)|||80713
요거프레소|춘여고사거리점|||요거프레소||강원 춘천시 동면 만천양지길 60||주차가능|평일&주말10:00 22:00|||||요거프레소 춘여고사거리점||||80713
요거프레소|장전역점|||요거프레소||부산 금정구 금정로 149번길 13||주차가능|평일&주말11:00~23:00(매월둘째주,넷째주월요일휴무)|||||요거프레소 장전역점||||80713
요거프레소|부산동아대부민점|||요거프레소||부산 서구 구덕로 203-2||불가|평일&주말10:00~22:00|||||요거프레소 부산동아대부민점||||80713
요거프레소|울진죽변점|||요거프레소||경북 울진군 죽변면 죽변2길 8||주차가능|평일&주말10:00~22:00|||||요거프레소 울진죽변점||||80713
요거프레소|천안병천점|||요거프레소||충남 천안시 동남구 병천면 아우내순대길 19||주차가능|평일&주말10:00~22:00|||||요거프레소 천안병천점||||80713
요거프레소|배방공수점|||요거프레소|||충남 아산시 배방읍 공수리 1551|주차가능|평일&주말09:00~22:00|||||요거프레소 배방공수점||||80713
요거프레소|동탄장지점|||요거프레소||경기 화성시 동탄면 경기동로 247번가길 22-28||주차가능|평일&토요일11:00~21:00/공휴일12:00~17:00(매주일요일휴무)|||||요거프레소 동탄장지점|1층|||80713
요거프레소|목포용해점|||요거프레소||전남 목포시 용해지구 88번길 23||불가|평일&주말10:00~22:00|||||요거프레소 목포용해점|용해골드디움 5차 상가|||80713
요거프레소|원흥역점|||요거프레소||경기 고양시 덕양구 원흥동 삼송로 12||주차가능|평일&주말10:00~22:00|||||요거프레소 원흥역점|214호|||80713
요거프레소|시흥시청점|||요거프레소||경기 시흥시 새재로 3||불가|평일&주말10:00~22:30|||||요거프레소 시흥시청점||||80713
요거프레소|대전과기대복수점|||요거프레소||대전 서구 복수남로 56||불가|평일&주말11:00~22:00|||||요거프레소 대전과기대복수점|103호|||80713
요거프레소|장한평서희스타힐스점|||요거프레소||서울 성동구 가람길 287||주차가능|평일08:00~23:00/주말10:00~22:00|||||요거프레소 장한평서희스타힐스점||||80713
요거프레소|청주아이엠병원점|||요거프레소||충북 청주시 서원구 청남로 2140||불가|평일&주말08:30~22:00|||||요거프레소 청주아이엠병원점||||80713
요거프레소|인천박촌점|||요거프레소||인천 계양구 장제로 1009번길 2||불가|평일09:00~23:00/토요일10:00~23:00/일요일10:00~22:00|||||요거프레소 인천박촌점||||80713
요거프레소|의왕고천점|||요거프레소||경기 의왕시 경수대로 215||주차가능(1대)|평일&주말08:00~20:00|||||요거프레소 의왕고천점||||80713
요거프레소|음성대소점|||요거프레소||충북 음성군 대소면 오태로 118||주차가능|평일&주말10:00~22:00|||||요거프레소 음성대소점||||80713
요거프레소|청주복대점|||요거프레소||충북 청주시 흥덕구 진재로 81||불가|평일&주말10:00~22:30|||||요거프레소 청주복대점||||80713
요거프레소|아시아드점|||요거프레소||부산 연제구 아시아드대로 79||주차가능|평일&주말10:00~22:00|||||요거프레소 아시아드점||||80713
요거프레소|춘천온의점|||요거프레소||강원 춘천시 춘천로 17번길 31||주차가능|평일&주말09:00~20:00|||||요거프레소 춘천온의점||||80713
요거프레소|철산푸르지오점|||요거프레소||경기 광명시 도덕공원로 59||불가|평일&주말09:00~21:00|||||요거프레소 철산푸르지오점|101호|||80713
요거프레소|인하대역점|||요거프레소|||인천 남구 용현동 665-12|주차가능|평일&주말09:00~22:00|||||요거프레소 인하대역점|비젼프라자 118호|||80713
요거프레소|안면도점|||요거프레소||충남 태안군 안면읍 장터로 141||주차가능|평일&주말10:00~22:00|||||요거프레소 안면도점||||80713
요거프레소|부천오정산업단지점|||요거프레소||경기 부천시 산업로 18||불가|평일&토요일07:30~20:00|||||요거프레소 부천오정산업단지점||||80713
요거프레소|영덕영해점|||요거프레소||경북 영덕군 영해면 예주시장길 39||불가|평일&주말09:30~22:00|||||요거프레소 영덕영해점||||80713
요거프레소|여수여문점|||요거프레소||전남 여수시 문수로 39-1||주차가능|평일&주말10:00~23:00|||||요거프레소 여수여문점||||80713
요거프레소|나주중앙점|||요거프레소||전남 나주시 나주로 181||주차가능|평일&주말10:00~21:00|||||요거프레소 나주중앙점||||80713
요거프레소|송악복운점|||요거프레소||충남 당진군 송악면 신복운로7길 4||불가|평일&주말10:00~22:00|||||요거프레소 송악복운점||||80713
요거프레소|계산택지점|||요거프레소||인천 계양구 오조산로 45번길 11||주차가능|평일&주말11:00~23:00|||||요거프레소 계산택지점||||80713
요거프레소|파주법원점|||요거프레소||경기 파주시 법원읍 사임당로 836-1||불가|평일&주말11:00~22:00|||||요거프레소 파주법원점||||80713
요거프레소|백석엘리시온점|||요거프레소||충남 천안시 서북구 노태산로 73||주차가능|평일&주말10:00~24:00|||||요거프레소 백석엘리시온점||||80713
요거프레소|대방성애병원점|||요거프레소||서울 영등포구 여의대방로 53길 28||불가|평일&주말09:00~21:00|||||요거프레소 대방성애병원점||||80713
요거프레소|제천의림지점|||요거프레소||충북 제천시 의림대로 49길 9||주차가능|평일&주말11:00~22:00|||||요거프레소 제천의림지점||||80713
요거프레소|창녕남지점|||요거프레소||경남 창녕군 남지읍 남지리 동포옛길 10||주차가능|평일&주말10:00~21:00|||||요거프레소 창녕남지점||||80713
요거프레소|서서울호수공원점|||요거프레소||서울 양천구 남부순환로 432||주차가능|평일&주말10:00~22:00|||||요거프레소 서서울호수공원점||||80713
요거프레소|일죽터미널점|||요거프레소||경기 안성시 일죽면 송천길 94||주차가능|평일&주말10:00~23:00|||||요거프레소 일죽터미널점||||80713
요거프레소|여주점봉점|||요거프레소|||경기 여주시 세종로 397-7|주차가능|평일&주말10:00~23:00|||||요거프레소 여주점봉점||||80713
요거프레소|마포도화점|||요거프레소||서울 마포구 도화길 42-1||불가|평일&주말10:00~22:00|||||요거프레소 마포도화점||||80713
요거프레소|동묘역점|||요거프레소||||불가|평일&주말10:30~22:30|||||요거프레소 동묘역점||||80713
요거프레소|대전낭월점|||요거프레소||대전 동구 산내로 1375||주차가능|평일&주말10:00~22:00(월요일휴무)|||||요거프레소 대전낭월점||||80713
요거프레소|세종에비뉴힐점|||요거프레소||세종시 갈매로 353||주차가능|평일&주말10:00~21:00|||||요거프레소 세종에비뉴힐점|1047호|||80713
요거프레소|백운아트센터점|||요거프레소|||인천 부평구 십정동 608-5|불가|10:00~22:00|||||요거프레소 백운아트센터점|주공단지 상가 202호|||80713
요거프레소|국민대점|||요거프레소||서울 성북구 솔샘로 1길20 ||주차가능|평일&주말10:00~24:00|||||요거프레소 국민대점||||80713
요거프레소|덕천메가트리아점|||요거프레소||경기 안양시 만안구 안양천서로 177||주차가능|평일&주말10:00~22:00|||||요거프레소 덕천메가트리아점|2단지 14호|||80713
