NAME|BRANCH|ADDR|XCORD|YCORD
으뜸50안경|목포하당점|전라남도 목포시 비파로 50,|126.4269849|34.8031787
으뜸50안경|미금점|경기도 성남시 분당구 성남대로 170 한국프라자|127.1095077|37.3511826
으뜸50안경|미사역점|경기 하남시 미사강변동로 73 미사강변 노블레스|127.1930378|37.5615554
으뜸50안경|미아사거리점|서울특별시 성북구 도봉로 25,|127.0300564|37.6115151
으뜸50안경|발산점|서울특별시 강서구 강서로 385, |126.8383041|37.5600927
으뜸50안경|방이시장점|서울특별시 송파구 백제고분로48길 36 예은빌딩|127.1168337|37.5104221
으뜸50안경|부산경성대|부산광역시 남구 용소로 10, 갤러리안경|129.1004012|35.1363005
으뜸50안경|부산기장점|부산광역시 기장군 기장읍 차성동로 64 빠리바게트|129.2167827|35.2435133
으뜸50안경|부산남포점|부산광역시 중구 중구로 21, |129.0276258|35.0996986
으뜸50안경|부산대점|부산광역시 금정구 금정로 61,|129.0861534|35.2301199
으뜸50안경|부산덕천점|부산광역시 북구 만덕대로 10-1, |129.0063543|35.2101195
으뜸50안경|부산동래점|부산광역시 동래구 충렬대로245번길 1, |129.0862472|35.201529
으뜸50안경|부산사상점|부산광역시 사상구 사상로 243-1, |128.9822872|35.1665459
으뜸50안경|부산서면점|부산광역시 부산진구 중앙대로692번길 25|129.0606265|35.1545996
으뜸50안경|부산하단점|부산광역시 사하구 낙동남로 1409 정우엠타워|128.9658075|35.1065952
으뜸50안경|부산화명점|부산광역시 북구 금곡대로 287,|129.0132956|35.2341962
으뜸50안경|부천상동점|경기도 부천시 상동로 109 상동프라자|126.7529656|37.5070521
으뜸50안경|부천신중동점|경기도 부천시 중동로254번길 104|126.774661|37.5015605
으뜸50안경|부천옥길점|경기도 부천시 옥길로 117 제일프라자|126.8221724|37.4675629
으뜸50안경|분당점|경기도 성남시 분당구 서현로210번길 14, |127.1245931|37.3862377
으뜸50안경|불광점|서울특별시 은평구 통일로 741-1 Das Haus|126.928483|37.611573
으뜸50안경|산본점|경기도 군포시 산본로323번길 10-6,|126.9327006|37.3594985
으뜸50안경|삼성점|서울특별시 강남구 테헤란로87길 47|127.0574686|37.5107382
으뜸50안경|삼송점|경기도 고양시 덕양구 동송로 33 이편한세상시티삼송|126.896465|37.6496126
으뜸50안경|상계백병원사거리점|서울특별시 노원구 동일로 1356 상계주공4단지아파트|127.0634916|37.6504505
으뜸50안경|상봉점|서울특별시 중랑구 망우로32길 20, |127.0764914|37.5929988
으뜸50안경|상일동역점|서울특별시 강동구 고덕로83길 18|127.1689055|37.557982
으뜸50안경|서대문영천시장점|서울특별시 서대문구 통일로 175|126.9629167|37.5693532
으뜸50안경|서울대점|서울특별시 관악구 관악로 164,|126.9530917|37.4798707
으뜸50안경|선릉점|서울특별시 강남구 선릉로86길 15 현대선릉 GOLD TOWER|127.0508605|37.5035315
으뜸50안경|성남모란역점|경기도 성남시 중원구 성남대로 1133 성남 메트로칸|127.1286158|37.4310618
으뜸50안경|성신여대점|서울특별시 성북구 아리랑로 6|127.0165685|37.5933315
으뜸50안경|세종아름점|세종 보듬3로 95 해피라움3|127.2488628|36.5113797
으뜸50안경|송파역점|서울특별시 송파구 송파대로38길 2-5, |127.1121593|37.5004645
으뜸50안경|수원아주대점|경기도 수원시 영통구 중부대로 264-1, |127.0445672|37.2741976
으뜸50안경|수원역점|경기도 수원시 팔달구 매산로 21-9 |127.0035853|37.2680617
으뜸50안경|수원영통점|경기도 수원시 영통구 반달로7번길 6, |127.0740176|37.2523512
으뜸50안경|수원호매실점|경기도 수원시 권선구 금곡로 213|126.9536439|37.2748513
으뜸50안경|수유점|서울특별시 강북구 도봉로 327, |127.0245614|37.6374084
으뜸50안경|수지구청역점|경기도 용인시 수지구 풍덕천로 122, |127.0955534|37.3225019
으뜸50안경|시흥사거리점|서울특별시 금천구 시흥대로 224, |126.9013002|37.4539296
으뜸50안경|시흥정왕점|경기도 시흥시 중심상가로 187 진명프라자|126.7361475|37.3446538
으뜸50안경|신림1호점|서울특별시 관악구 신림로 344,|126.9299942|37.4851585
으뜸50안경|신림3호점|서울특별시 관악구 남부순환로 1594, |126.9277647|37.4837431
으뜸50안경|신촌점|서울특별시 서대문구 연세로 6, |126.9370471|37.5560668
으뜸50안경|아차산점|서울특별시 광진구 자양로43길 48 태광빌딩|127.0903342|37.5527771
으뜸50안경|안산중앙점|경기도 안산시 단원구 예술대학로 17, |126.8364896|37.3186419
으뜸50안경|안성점|경기도 안성시 중앙로 360|127.2666787|37.0078465
으뜸50안경|안양1번가점|경기도 안양시 만안구 안양로 304|126.9213605|37.3992732
으뜸50안경|안양범계역점|경기도 안양시 동안구 평촌대로223번길 43, |126.9532979|37.3904562
으뜸50안경|압구정역점|서울특별시 강남구 논현로 841 제이비 미소빌딩|127.0278991|37.5241802
으뜸50안경|야당역점|경기 파주시 경의로 1074|126.7599678|37.7131738
으뜸50안경|야탑점|경기도 성남시 분당구 성남대로 934 궁전프라자2|127.1292862|37.4131627
으뜸50안경|약수점|서울특별시 중구 다산로 145|127.0115174|37.556785
으뜸50안경|여수여서점|전라남도 여수시 문수로 39-1|127.7003741|34.7520315
으뜸50안경|여의도점|서울특별시 영등포구 여의나루로 42 여의도종합상가|126.9249738|37.5214704
으뜸50안경|역곡점|경기도 부천시 경인로 522 위드프러스타워|126.813311|37.4845326
으뜸50안경|연신내점|서울특별시 은평구 통일로 845, |126.9211218|37.6185891
으뜸50안경|영등포점|서울특별시 영등포구 영중로 22,|126.9059623|37.5183463
으뜸50안경|오산점|경기도 오산시 대원로 18 김도완 치과2층|127.0703539|37.1462755
으뜸50안경|왕십리점|서울특별시 성동구 왕십리로 329, |127.0330442|37.5625268
으뜸50안경|외대점|서울특별시 동대문구 휘경로 7|127.0610462|37.5962926
으뜸50안경|용산본점|서울특별시 용산구 한강대로 95 래미안용산 더 센트럴|126.9668857|37.5290927
으뜸50안경|용인동백점|경기도 용인시 기흥구 동백5로 21-11 동백 훼미리프라자 1|127.1526181|37.2774675
으뜸50안경|용인죽전점|경기도 용인시 수지구 대지로 43 금강프라자|127.1142765|37.3286455
으뜸50안경|용인처인점|경기도 용인시 처인구 금령로 96, |127.206828|37.2353692
으뜸50안경|울산남구점|울산광역시 남구 삼산로277번길 6-2, |129.3373269|35.5398508
으뜸50안경|울산동구점|울산광역시 동구 방어진순환도로 631, |129.4275934|35.4982101
으뜸50안경|원주시외버스터미널앞점|강원도 원주시 서원대로 174|127.9307795|37.3438801
으뜸50안경|원주점|강원도 원주시 중앙로 126, |127.950283|37.3504101
으뜸50안경|의왕점|경기도 의왕시 왕곡로 1, |126.9749183|37.3471851
으뜸50안경|의정부점|경기도 의정부시 시민로121번길 27, |127.049056|37.7397495
으뜸50안경|이대점|서울특별시 서대문구 이화여대길 6|126.9460262|37.5572166
으뜸50안경|이수역점|서울특별시 동작구 사당로 284,|126.9791822|37.4841694
으뜸50안경|이천점|경기도 이천시 중리천로 76,|127.4458781|37.2785332
으뜸50안경|이천하이닉스점|경기도 이천시 부발읍 경충대로2050번길 15-87|127.4913515|37.2518913
으뜸50안경|인천강남시장점|인천광역시 서구 가정로 308 석남프라자|126.6728805|37.5123729
으뜸50안경|인천구월점|인천광역시 남동구 성말로 10, |126.7015269|37.4452012
으뜸50안경|인천부평역점|인천광역시 부평구 부평대로 28, |126.7232371|37.4938931
으뜸50안경|인천연수점|인천광역시 연수구 앵고개로264번길 30-3 영창빌딩|126.6715122|37.4067009
으뜸50안경|인하대점|인천광역시 미추홀구 인하로 83|126.6576255|37.4511015
으뜸50안경|일산동구청점|경기도 고양시 일산동구 정발산로 24 웨스턴돔1|126.7721369|37.6557939
으뜸50안경|일산화정점|경기도 고양시 덕양구 화신로272번길 58, |126.8321557|37.6336273
으뜸50안경|잠실새내점|서울특별시 송파구 석촌호수로 68, |127.0857221|37.5102288
으뜸50안경|전북대점|전라북도 전주시 덕진구 명륜4길 6|127.1264794|35.8424455
으뜸50안경|전북익산점|전라북도 익산시 고봉로32길 18, |126.9729795|35.9595296
으뜸50안경|전주객사점|전라북도 전주시 완산구 팔달로 187-1|127.1464536|35.8191297
으뜸50안경|전주송천점|전라북도 전주시 덕진구 송천중앙로 144, |127.1215201|35.859745
으뜸50안경|종로점|서울특별시 종로구 종로 70,|126.9851564|37.5698997
으뜸50안경|중앙대점|서울특별시 동작구 서달로 165-1|126.9626953|37.5080113
으뜸50안경|천안점|충청남도 천안시 동남구 먹거리11길 41,|127.1571634|36.8183642
으뜸50안경|천호동점|서울특별시 강동구 올림픽로 654-7, |127.1243576|37.5396141
으뜸50안경|청주율량점|충청북도 청주시 청원구 율량로 100|127.4969562|36.6720918
으뜸50안경|춘천점|강원도 춘천시 중앙로 69, |127.7264557|37.8791052
으뜸50안경|충주호암점|충청북도 충주시 호암토성2로 1 호암 힐데스하임 아파트|127.9330635|36.9560646
으뜸50안경|칠곡태전점|대구광역시 북구 칠곡중앙대로69길 2|128.5469327|35.9268105
으뜸50안경|평택점|경기도 평택시 평택2로 19-2, |127.088591|36.9932771
으뜸50안경|포항문덕점|경상북도 포항시 남구 오천읍 원동로 15|129.4027187|35.9642402
으뜸50안경|포항양덕점|경상북도 포항시 북구 천마로 90|129.3970359|36.0848121
으뜸50안경|포항점|경상북도 포항시 북구 중앙상가길 31, |129.3636809|36.0379385
으뜸50안경|해운대역점|부산광역시 해운대구 해운대로 620 해운대 라뮤에뜨|129.1584586|35.1629713
으뜸50안경|해운대장산역점|부산광역시 해운대구 해운대로 794 엘리움|129.1757589|35.1688582
으뜸50안경|홍대1호점|서울특별시 마포구 홍익로 9, |126.9234225|37.5533374
으뜸50안경|홍대2호점|서울특별시 마포구 양화로 156,|126.9234581|37.5560982
으뜸50안경|화성봉담점|경기도 화성시 봉담읍 삼천병마로 1271, |126.9480586|37.2199694
으뜸50안경|칠곡태전점|대구광역시 북구 칠곡중앙대로69길 2|128.5469327|35.9268105
으뜸50안경|평택점|경기도 평택시 평택2로 19-2, |127.088591|36.9932771
으뜸50안경|포항문덕점|경상북도 포항시 남구 오천읍 원동로 15|129.4027187|35.9642402
으뜸50안경|포항양덕점|경상북도 포항시 북구 천마로 90|129.3970359|36.0848121
으뜸50안경|포항점|경상북도 포항시 북구 중앙상가길 31, |129.3636809|36.0379385
으뜸50안경|해운대역점|부산광역시 해운대구 해운대로 620 해운대 라뮤에뜨|129.1584586|35.1629713
으뜸50안경|해운대장산역점|부산광역시 해운대구 해운대로 794 엘리움|129.1757589|35.1688582
으뜸50안경|홍대1호점|서울특별시 마포구 홍익로 9, |126.9234225|37.5533374
으뜸50안경|홍대2호점|서울특별시 마포구 양화로 156,|126.9234581|37.5560982
으뜸50안경|화성봉담점|경기도 화성시 봉담읍 삼천병마로 1271, |126.9480586|37.2199694
