##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@지역재래시장
장위전통시장||127.0507307|37.6120349|지역재래시장||서울특별시 성북구 장위로 36길 46-1||공동시장;중형시장(점포 100~499개);||||||장위전통시장||||90302
전곡시장||127.0684557|37.5777773|지역재래시장||서울특별시 동대문구 한천로 190||법인시장;소형시장(점포 100개 미만);||||||전곡시장||||90302
전농로터리시장||127.0569845|37.5779006|지역재래시장||서울특별시 동대문구 전농로 15길 7||법인시장;소형시장(점포 100개 미만);||||||전농로터리시장||||90302
정릉시장||127.0090355|37.6094108|지역재래시장||서울특별시 장월로12길 41-1||공동시장;중형시장(점포 100~499개);||||||정릉시장||||90302
정릉아리랑시장||||지역재래시장||서울특별시 성북구 정릉로26가길 36||법인시장;소형시장(점포 100개 미만);||||||정릉아리랑시장||||90302
제일시장||126.9292884|37.6104829|지역재래시장||서울특별시 은평구 통일로 731||법인시장;소형시장(점포 100개 미만);||||||제일시장|(대조동)|||90302
조광시장||126.9032507|37.5215695|지역재래시장||서울특별시 영등포구 영신로40길 5||중형시장(점포 100~499개);||||||조광시장||||90302
조양시장||127.0729889|37.5337907|지역재래시장||서울특별시 광진구 아차산로 30길 39||법인시장;소형시장(점포 100개 미만);|||||건물형|조양시장||||90302
종각지하쇼핑센터||126.9852919|37.5706042|지역재래시장||서울특별시 종로구 삼일대로15길 20||소형시장(점포 100개 미만);||||||종각지하쇼핑센터|(관철동)|||90302
종로4가지하쇼핑센터||126.9971121|37.5705927|지역재래시장||서울특별시 종로구 창경궁로 지하81||중형시장(점포 100~499개);||||||종로4가지하쇼핑센터|(예지동)|||90302
종로신진시장||127.0049267|37.5701794|지역재래시장||서울특별시 종로구 종로36길 15||공동시장;중형시장(점포 100~499개);||||||종로신진시장|(종로5가)|||90302
종오지하쇼핑센터||127.0037635|37.5714184|지역재래시장||서울특별시 종로구 종로 지하200||소형시장(점포 100개 미만);||||||종오지하쇼핑센터|(종로5가)|||90302
중곡제일전통시장||127.081404|37.5642189|지역재래시장||서울특별시 광진구 긴고랑로11길 14||공동시장;중형시장(점포 100~499개);|||||중곡제일시장|중곡제일전통시장||||90302
중랑교종합상가||127.0893441|37.5990737|지역재래시장||서울특별시 중랑구 망우로 32길 23||법인시장;소형시장(점포 100개 미만);||||||중랑교종합상가||||90302
중랑동부시장||127.0761629|37.5923725|지역재래시장||서울특별시 중랑구 중랑천로10길 61||공동시장;중형시장(점포 100~499개);|||||동부골목시장|중랑동부시장||||90302
증산종합시장||126.9050606|37.5814322|지역재래시장||서울특별시 은평구 증산로3길 12||법인시장;소형시장(점포 100개 미만);||||||증산종합시장|(증산동)|||90302
창동골목시장||127.0390531|37.6384326|지역재래시장||서울특별시 도봉구 덕릉로58길 16||공동시장;소형시장(점포 100개 미만);||||||창동골목시장||||90302
창동신창시장||127.0378584|37.6389986|지역재래시장||서울특별시 도봉구 덕릉로 57길 17||공동시장;소형시장(점포 100개 미만);||||||창동신창시장||||90302
창신골목시장||127.0118848|37.5727806|지역재래시장||서울특별시 종로구 종로51길 36-3||소형시장(점포 100개 미만);||||||창신골목시장||||90302
천호시장||||지역재래시장||서울특별시 강동구 구천면로 205||법인시장;소형시장(점포 100개 미만);||||||천호시장||||90302
천호신시장||||지역재래시장||서울특별시 강동구 구천면로 209||법인시장;중형시장(점포 100~499개);||||||천호신시장||||90302
청계5가지하쇼핑센터||127.0023587|37.5692044|지역재래시장||서울특별시 중구 동호로 390-3||소형시장(점포 100개 미만);||||||청계5가지하쇼핑센터|(방산동)|||90302
청계6가지하쇼핑센타||127.0096652|37.5691569|지역재래시장||서울특별시 중구 장충단로 지하280||소형시장(점포 100개 미만);||||||청계6가지하쇼핑센타|(을지로6가)|||90302
청담삼익시장||127.0576076|37.5224076|지역재래시장||서울특별시 강남구 학동로 101길 26||공동시장;소형시장(점포 100개 미만);||||||청담삼익시장||||90302
청량리농수산물시장||||지역재래시장||서울특별시 동대문구 경동시장로 21||공설시장;중형시장(점포 100~499개);||||||청량리농수산물시장||||90302
청량리전통시장||127.043361|37.5807753|지역재래시장||서울특별시 동대문구 경동시장로8길 30||공동시장;소형시장(점포 100개 미만);||||||청량리전통시장||||90302
청량종합도매시장||127.0413939|37.5864674|지역재래시장||서울특별시 동대문구 경동시장로9가길 16||공동시장;소형시장(점포 100개 미만);|||||깡통시장|청량종합도매시장||||90302
충신시장||127.0054232|37.5748113|지역재래시장||서울특별시 종로구 율곡로22길 7||소형시장(점포 100개 미만);||||||충신시장||||90302
태능엔터피아||127.0774943|37.5991759|지역재래시장||서울특별시 중랑구 동일로129길 35||공동시장;소형시장(점포 100개 미만);||||||태능엔터피아||||90302
통일상가||127.0068832|37.5685325|지역재래시장||서울특별시 중구 청계천로 260-14||법인시장;중대형시장(점포 500~999개);||||||통일상가||||90302
펭귄시장||126.9110004|37.4828138|지역재래시장||서울특별시 관악구 조원로16길 27||공동시장;소형시장(점포 100개 미만);||||||펭귄시장||||90302
포방터시장||126.9491203|37.5986648|지역재래시장||서울특별시 서대문구 포방터길 43||공동시장;소형시장(점포 100개 미만);||||||포방터시장||||90302
풍납시장||127.1207661|37.5355379|지역재래시장||서울특별시 송파구 바람드리길 34||공동시장;중형시장(점포 100~499개);||||||풍납시장|(풍납동)|||90302
한일상가||127.0030102|37.5700947|지역재래시장||서울특별시 종로구 청계천로 229||공동시장;중형시장(점포 100~499개);||||||한일상가|(종로5가)|||90302
합정시장||||지역재래시장||서울특별시 마포구 양화진길 5||법인시장;소형시장(점포 100개 미만);||||||합정시장||||90302
화곡중앙골목시장||126.8392901|37.5347803|지역재래시장||서울특별시 강서구 월정로 30길 66||공동시장;소형시장(점포 100개 미만);||||||화곡중앙골목시장||||90302
화양제일골목시장||127.0692755|37.5434567|지역재래시장||서울특별시 광진구 아차산로29길 59||공동시장;소형시장(점포 100개 미만);||||||화양제일골목시장||||90302
황학시장||||지역재래시장||서울특별시 중구 퇴계로85길 36||개인시장;소형시장(점포 100개 미만);||||||황학시장||||90302
회기시장||||지역재래시장||서울특별시 동대문구 회기로25길 11||공설시장;소형시장(점포 100개 미만);||||||회기시장||||90302
회현지하쇼핑센터||126.9979403|37.5640907|지역재래시장||서울특별시 중구 소공로 지하58||중형시장(점포 100~499개);||||||회현지하쇼핑센터|(충무로1가)|||90302
후암시장||126.9764408|37.5500806|지역재래시장||서울특별시 용산구 한강대로 104길 77||공동시장;소형시장(점포 100개 미만);||||||후암시장||||90302
금남대평시장||127.2819756|36.4661678|지역재래시장||세종특별자치시 금남면 대평시장1길 17-2||공동시장;소형시장(점포 100개 미만);||||||금남대평시장||||90302
부강전통시장||127.3689168|36.5309167|지역재래시장||세종특별자치시 부강면 부강5길 18||공동시장;소형시장(점포 100개 미만);||||||부강전통시장||||90302
세종전통시장||127.2986317|36.6011043|지역재래시장||세종특별자치시 조치원읍 조치원8길 42||법인시장;중형시장(점포 100~499개);||||||세종전통시장||||90302
곡천공설시장||129.2097081|35.4656193|지역재래시장||울산광역시 울주군 웅촌면 곡천동문길 20-22||공설시장;소형시장(점포 100개 미만);||||||곡천공설시장||||90302
구역전시장||129.3284786|35.5570211|지역재래시장||울산광역시 중구 구역전길 24-2||공동시장;소형시장(점포 100개 미만);||||||구역전시장|(학성동)|||90302
구역전전통시장||129.3290212|35.5569503|지역재래시장||울산광역시 중구 구역전길 8||공동시장;소형시장(점포 100개 미만);||||||구역전전통시장|(학산동)|||90302
남창옹기종기시장||129.2828797|35.4163185|지역재래시장||울산광역시 울주군 온양읍 남창장터길 24||공설시장;소형시장(점포 100개 미만);||||||남창옹기종기시장||||90302
덕신1차시장||129.3097064|35.4356822|지역재래시장|||울산광역시 울주군 온산읍 덕신리 1280-21|공동시장;소형시장(점포 100개 미만);||||||덕신1차시장||||90302
덕신2차시장||129.3093631|35.4352369|지역재래시장||울산광역시 울주군 온산읍 신온7길 69||공동시장;소형시장(점포 100개 미만);||||||덕신2차시장||||90302
덕하시장||129.306007|35.4914334|지역재래시장||울산광역시 울주군 청량읍 덕하장터길 9||공설시장;소형시장(점포 100개 미만);|||||덕하공설시장|덕하시장|덕하시장|||90302
동울산시장상점가||||지역재래시장|||울산광역시 동구 전하동 662-6|소형시장(점포 100개 미만);||||||동울산시장상점가||||90302
봉계공설시장||129.1991526|35.7132838|지역재래시장||울산광역시 울주군 두동면 계명3길 3||공설시장;소형시장(점포 100개 미만);||||||봉계공설시장||||90302
서동시장||129.3465638|35.5816737|지역재래시장||울산광역시 중구 동천5길 12||공동시장;소형시장(점포 100개 미만);||||||서동시장|(서동,월드빌라트)|||90302
신울산종합시장||129.3373679|35.5612392|지역재래시장||울산광역시 중구 서원6길 11||공동시장;소형시장(점포 100개 미만);||||||신울산종합시장|(반구동)|||90302
신정평화시장||129.3035526|35.538337|지역재래시장||울산광역시 남구 봉월로 67번길 17||법인시장;소형시장(점포 100개 미만);||||||신정평화시장||||90302
언양공설시장||129.1257141|35.562811|지역재래시장|||울산광역시 울주군 언양읍 남부리 336-20|공설시장;소형시장(점포 100개 미만);||||||언양공설시장|언양공설시장|||90302
언양알프스시장||129.1300352|35.5613725|지역재래시장||울산광역시 울주군 언양읍 장터1길 22||중형시장(점포 100~499개);||||||언양알프스시장||||90302
언양종합상가시장||129.1259342|35.5634831|지역재래시장||울산광역시 울주군 언양읍 장터2길 11-5||공동시장;소형시장(점포 100개 미만);||||||언양종합상가시장||||90302
우정전통시장||||지역재래시장|||울산광역시 중구 우정동 284-8|개인시장;소형시장(점포 100개 미만);||||||우정전통시장||||90302
울산산업공구월드||129.3428744|35.5357884|지역재래시장||울산광역시 남구 갈밭로 24||법인시장;중형시장(점포 100~499개);||||||울산산업공구월드|(삼산동)|||90302
중앙길(문화의거리)상가||129.3202165|35.5556211|지역재래시장||울산광역시 중구 중앙길 119||중형시장(점포 100~499개);||||||중앙길(문화의거리)상가||||90302
화봉시장||129.365834|35.5888259|지역재래시장||울산광역시 북구 상방로 94||개인시장;소형시장(점포 100개 미만);|||||화봉종합시장|화봉시장||||90302
가좌시장||126.6829951|37.4947472|지역재래시장||||공동시장;중형시장(점포 100~499개);||||||가좌시장||||90302
거북시장||||지역재래시장||인천광역시 서구 거북로 115||공동시장;소형시장(점포 100개 미만);||||||거북시장||||90302
남동산업용품상가||||지역재래시장||인천광역시 남동구 은청로 4-7||중대형시장(점포 500~999개);||||||남동산업용품상가||||90302
만수시장||126.7314078|37.4602189|지역재래시장||인천광역시 강동구 만수로27번길 4-13||공동시장;소형시장(점포 100개 미만);||||||만수시장||||90302
부일종합시장||126.743268|37.4846762|지역재래시장||인천광역시 부평구 경인로 1118번길 14-7||법인시장;소형시장(점포 100개 미만);||||||부일종합시장||||90302
신포지하상가||126.62784|37.470383|지역재래시장||인천광역시 중구 우현로 67||중형시장(점포 100~499개);||||||신포지하상가||||90302
장승백이시장||126.7355677|37.4470436|지역재래시장||인천광역시 남동구 인주대로888번길 35||공동시장;중형시장(점포 100~499개);||||||장승백이시장||||90302
정서진중앙시장||126.6732841|37.5185516|지역재래시장||인천광역시 서구 원창로239번길 11||공동시장;중형시장(점포 100~499개);||||||정서진중앙시장||||90302
제일시장||126.6729558|37.4595112|지역재래시장||인천광역시 남구 한나루로 604||공동시장;소형시장(점포 100개 미만);||||||제일시장||||90302
학익시장||126.6649988|37.4430823|지역재래시장||인천광역시 남구 학익동 한나루로 400||공동시장;소형시장(점포 100개 미만);||||||학익시장||||90302
서시장||127.7286473|34.7417806|지역재래시장||전라남도 여수시 좌수영로 16-6||법인시장;중형시장(점포 100~499개);||||||서시장||||90302
여수수산시장||127.7319673|34.7380702|지역재래시장||전라남도 여수시 여객선터미널길 24||공설시장;중형시장(점포 100~499개);||||||여수수산시장||||90302
공산5일시장||126.6090908|34.9429283|지역재래시장||전라남도 나주시 공산로 122||공설시장;소형시장(점포 100개 미만);||||||공산5일시장||||90302
과역전통시장||127.3623682|34.6793049|지역재래시장||전라남도 고흥군 과역면 시장안길 15||공설시장;소형시장(점포 100개 미만);||||||과역전통시장||||90302
광양5일시장||127.5916565|34.9721285|지역재래시장||전라남도 광양시 광양읍 백운로 3||공설시장;소형시장(점포 100개 미만);||||||광양5일시장||||90302
광양상설시장||127.6958882|34.9406968|지역재래시장||전라남도 광양시 광양읍 매천로 821-5||공설시장;소형시장(점포 100개 미만);||||||광양상설시장||||90302
광영상설시장||127.7205405|34.9614316|지역재래시장||전라남도 광양시 광영동 광영시장길 19||공설시장;소형시장(점포 100개 미만);||||||광영상설시장||||90302
괴목시장||127.4285412|35.1023644|지역재래시장||전라남도 순천시 황전면 괴목길 17||공설시장;소형시장(점포 100개 미만);||||||괴목시장||||90302
교동시장||127.7299272|34.7391051|지역재래시장||전라남도 여수시 교동시장1길 15-10||공동시장;소형시장(점포 100개 미만);||||||교동시장||||90302
구림5일시장||||지역재래시장||전라남도 영암군 군서면 도갑사로 31-13||공설시장;소형시장(점포 100개 미만);||||||구림5일시장||||90302
금당상가||127.5243073|34.9537235|지역재래시장||전라남도 순천시 장선배기길 11||중대형시장(점포 500~999개);||||||금당상가||||90302
금빛상점가||||지역재래시장||전라남도 나주시 나주로 153||소형시장(점포 100개 미만);||||||금빛상점가||||90302
나산시장||126.6099429|35.111893|지역재래시장||전라남도 함평군 나산면 나산길 15-10||공설시장;소형시장(점포 100개 미만);||||||나산시장||||90302
나주목사고을시장||126.7238016|35.0361687|지역재래시장||전라남도 나주시 청동길 14||공설시장;중형시장(점포 100~499개);||||||나주목사고을시장||||90302
나주상가||126.7184999|35.0321513|지역재래시장||전라남도 나주시 금성길 18||중형시장(점포 100~499개);||||||나주상가||||90302
남리5일시장||126.4322235|34.5750773|지역재래시장||전라남도 해남군 황산면 시등로 111-11||공설시장;소형시장(점포 100개 미만);||||||남리5일시장||||90302
남면전통시장||127.0972729|35.0049193|지역재래시장||전라남도 화순군 남면 사평길 32||공설시장;소형시장(점포 100개 미만);||||||남면전통시장||||90302
노화읍5일시장||126.5730483|34.1774279|지역재래시장||전라남도 완도군 노화읍 이목길 62||공설시장;소형시장(점포 100개 미만);||||||노화읍5일시장||||90302
다시5일시장||126.6359238|35.0154581|지역재래시장||전라남도 나주시 다시로 170-31||공설시장;소형시장(점포 100개 미만);||||||다시5일시장||||90302
담양시장||126.9807279|35.3228976|지역재래시장||전라남도 담양군 담양읍 담주4길 40||공설시장;소형시장(점포 100개 미만);||||||담양시장||||90302
대덕읍전통시장||126.8874561|34.4993422|지역재래시장||전라남도 장흥군 대덕읍 거정2길 10||공설시장;소형시장(점포 100개 미만);|||||대덕시장|대덕읍전통시장||||90302
덕양시장||127.6318735|34.7979779|지역재래시장||전라남도 여수시 소라면 하세동길 12-2||공설시장;소형시장(점포 100개 미만);||||||덕양시장||||90302
도깨비시장||127.6566063|34.7632608|지역재래시장||전라남도 여수시 학동서5길 18||공동시장;소형시장(점포 100개 미만);||||||도깨비시장||||90302
도화전통시장||127.3221227|34.5096309|지역재래시장||전라남도 고흥군 도화면 동신길 16-6||공설시장;소형시장(점포 100개 미만);||||||도화전통시장||||90302
독천5일시장||126.5660685|34.7249265|지역재래시장||전라남도 영암군 미암면 독천1길 19||공설시장;소형시장(점포 100개 미만);||||||독천5일시장||||90302
마량5일시장||126.8169186|34.4509989|지역재래시장||전라남도 강진군 마량면 마량공단길 27-3||공설시장;소형시장(점포 100개 미만);||||||마량5일시장||||90302
문화의거리||127.4825492|34.9557907|지역재래시장||전라남도 순천시 행금길 6-33||중형시장(점포 100~499개);||||||문화의거리||||90302
벌교5일시장||127.3451964|34.8455671|지역재래시장||전라남도 보성군 벌교읍 시장1길 10||공설시장;소형시장(점포 100개 미만);||||||벌교5일시장||||90302
벌교매일시장||||지역재래시장||전라남도 보성군 벌교읍 시장2길 10-41||공동시장;소형시장(점포 100개 미만);||||||벌교매일시장||||90302
보성매일시장||127.0806866|34.7680724|지역재래시장||전라남도 보성군 보성읍 신흥길 9||공설시장;소형시장(점포 100개 미만);||||||보성매일시장||||90302
복내5일시장||127.1331023|34.8934837|지역재래시장||전라남도 보성군 송재로 1838-12||공설시장;소형시장(점포 100개 미만);||||||복내5일시장||||90302
봉산시장||127.7223578|34.732015|지역재래시장||전라남도 여수시 봉산1로 12||공설시장;소형시장(점포 100개 미만);||||||봉산시장||||90302
북평면남창5일시장||126.6283043|34.4061757|지역재래시장||전라남도 해남군 북평면 달량진길 48-11||공설시장;소형시장(점포 100개 미만);||||||북평면남창5일시장||||90302
사거리시장||126.8070376|35.4274469|지역재래시장||전라남도 장성군 북이면 사남북길 21||공설시장;소형시장(점포 100개 미만);||||||사거리시장||||90302
사창시장||126.6632184|35.2602878|지역재래시장||전라남도 장성군 삼계면 사창로 81-2||공설시장;소형시장(점포 100개 미만);||||||사창시장||||90302
세지5일장||126.7473799|34.920199|지역재래시장||전라남도 나주시 세지면 세지로 4||공설시장;소형시장(점포 100개 미만);||||||세지5일장||||90302
송지산정5일시장||126.522278|34.3711484|지역재래시장||전라남도 해남군 송지면 산정1길 96||공설시장;소형시장(점포 100개 미만);||||||송지산정5일시장||||90302
순천대1번가상가||127.4855956|34.9686976|지역재래시장||전라남도 순천시 순천대2길 20||소형시장(점포 100개 미만);||||||순천대1번가상가||||90302
순천시아랫장||127.4954114|34.9450368|지역재래시장||전라남도 순천시 장평로 60||공설시장;중형시장(점포 100~499개);|||||순천아랫장|순천시아랫장||||90302
순천씨내몰상가||||지역재래시장||전라남도 순천시 중앙로 104||소형시장(점포 100개 미만);||||||순천씨내몰상가||||90302
승주시장||127.389868|35.0144092|지역재래시장||전라남도 승주읍 승주장길 14||공설시장;소형시장(점포 100개 미만);||||||승주시장||||90302
시종시장||126.6083695|34.8677031|지역재래시장||전라남도 영암군 시종면 내동중앙로 26||공설시장;소형시장(점포 100개 미만);||||||시종시장||||90302
신북5일시장||126.6922681|34.8884715|지역재래시장||전라남도 영암군 신북면 황금동로 78||공설시장;소형시장(점포 100개 미만);||||||신북5일시장||||90302
쌍봉시장||127.6649944|34.7641496|지역재래시장||전라남도 여수시 학동2길 7||공설시장;소형시장(점포 100개 미만);||||||쌍봉시장||||90302
여수수산물특화시장||127.7329329|34.7366353|지역재래시장||전라남도 여수시 남산로 60-31||법인시장;소형시장(점포 100개 미만);||||||여수수산물특화시장||||90302
여수진남상가||||지역재래시장||전라남도 여수시 통제영2길 12||중형시장(점포 100~499개);||||||여수진남상가||||90302
역전시장||127.5035194|34.9437649|지역재래시장||전라남도 순천시 역전장길 9||법인시장;중형시장(점포 100~499개);||||||역전시장||||90302
연양패션상가||||지역재래시장||전라남도 순천시 연향중앙상가길 9||중형시장(점포 100~499개);||||||연양패션상가||||90302
영산포상가||126.7100055|34.9994538|지역재래시장||전라남도 나주시 영산포로 205-7||중형시장(점포 100~499개);||||||영산포상가||||90302
영암읍5일시장||126.7006292|34.8013079|지역재래시장||전라남도 영암군 영암읍 오일시장길 28||공설시장;중형시장(점포 100~499개);||||||영암읍5일시장||||90302
예당5일시장||127.1993975|34.7784114|지역재래시장||전라남도 보성군 현충로 42-1||공설시장;소형시장(점포 100개 미만);||||||예당5일시장||||90302
옥곡5일시장||127.6989272|34.989454|지역재래시장||전라남도 광양시 옥곡면 큰골1길 2-26||공설시장;소형시장(점포 100개 미만);||||||옥곡5일시장||||90302
옥과5일시장||127.1376471|35.2760947|지역재래시장||전라남도 곡성군 옥과면 리문8길 14||공설시장;소형시장(점포 100개 미만);||||||옥과5일시장||||90302
완도읍5일시장||126.7481561|34.3160636|지역재래시장||전라남도 완도군 완도읍 개포로 34-1||공설시장;소형시장(점포 100개 미만);||||||완도읍5일시장||||90302
완도중앙시장||126.7554327|34.314114|지역재래시장||전라남도 완도군 완도읍 장보고대로 282-1||공동시장;중형시장(점포 100~499개);||||||완도중앙시장||||90302
왕지상가||127.5326368|34.9545834|지역재래시장||전라남도 순천시 조례동 백연길 100||소형시장(점포 100개 미만);||||||왕지상가||||90302
용산시장||126.9153855|34.614859|지역재래시장||전라남도 장흥군 용산면 용인길 4||공설시장;소형시장(점포 100개 미만);||||||용산시장||||90302
우수영5일시장||126.3110766|34.5967129|지역재래시장|||전라남도 해남군 문내면 동외리 919-17|공설시장;소형시장(점포 100개 미만);||||||우수영5일시장||||90302
웃장||127.4850816|34.9589678|지역재래시장||전라남도 순천시 북문길 40||공설시장;중형시장(점포 100~499개);||||||웃장||||90302
이양전통시장||126.9871103|34.8827358|지역재래시장||전라남도 화순군 이양면 이양로 29-7||공설시장;소형시장(점포 100개 미만);||||||이양전통시장||||90302
장평시장||126.9780262|34.7757754|지역재래시장||전라남도 장흥군 장평면 장택길 7||공설시장;소형시장(점포 100개 미만);||||||장평시장||||90302
제일시장||127.6646763|34.764192|지역재래시장||전라남도 여수시 학동2길 7-4||공동시장;소형시장(점포 100개 미만);||||||제일시장||||90302
조성5일시장||127.245834|34.8065362|지역재래시장||전라남도 보성군 조성면 조성로 90-6||공설시장;소형시장(점포 100개 미만);||||||조성5일시장||||90302
좌일5일시장||126.5989274|34.5732516|지역재래시장||전라남도 해남군 북일면 만월길 26-1||공설시장;소형시장(점포 100개 미만);||||||좌일5일시장||||90302
중마시장||127.6987703|34.9378928|지역재래시장||전라남도 광양시 중마중앙로 88||공설시장;소형시장(점포 100개 미만);||||||중마시장||||90302
중앙선어시장||127.7370114|34.7391414|지역재래시장||전라남도 여수시 선어시장길 13||공동시장;소형시장(점포 100개 미만);||||||중앙선어시장||||90302
중앙시민로상점가||127.4869786|34.9530758|지역재래시장||전라남도 순천시 중앙시장길 60||중형시장(점포 100~499개);||||||중앙시민로상점가||||90302
중앙시장||127.7325708|34.7405552|지역재래시장||전라남도 여수시 중앙로 43||법인시장;중형시장(점포 100~499개);||||||중앙시장||||90302
중앙시장||127.4846038|34.9532452|지역재래시장||전라남도 순천시 중앙시장길 18||법인시장;소형시장(점포 100개 미만);||||||중앙시장||||90302
진남시장||127.6641583|34.7642438|지역재래시장||전라남도 여수시 학동1길 10||공동시장;소형시장(점포 100개 미만);||||||진남시장||||90302
진상5일시장||127.7197474|35.0184138|지역재래시장||전라남도 광양시 진상면 신시4길 7-1||공설시장;소형시장(점포 100개 미만);||||||진상5일시장||||90302
천관산관광시장||126.9371867|34.563312|지역재래시장||전라남도 장흥군 관산읍 칠관로 1559-4||공설시장;소형시장(점포 100개 미만);||||||천관산관광시장||||90302
해남매일시장||126.5989011|34.5703844|지역재래시장||전라남도 해남군 해남읍 천변2길 15||공동시장;소형시장(점포 100개 미만);||||||해남매일시장||||90302
해남읍5일시장||126.5964077|34.5682473|지역재래시장||전라남도 해남군 해남읍 중앙2로 76||공설시장;중형시장(점포 100~499개);||||||해남읍5일시장||||90302
해안로건어물상가시장||127.7345737|34.7395282|지역재래시장||전라남도 여수시 교동남2길 14||공동시장;소형시장(점포 100개 미만);||||||해안로건어물상가시장||||90302
화순전통시장||126.983575|35.0591309|지역재래시장||전라남도 화순군 화순읍 시장길 42||공설시장;소형시장(점포 100개 미만);|||||화순읍전통시장|화순전통시장||||90302
황룡시장||126.7730773|35.2888868|지역재래시장||전라남도 장성군 황룡면 삼월길 5||공설시장;중형시장(점포 100~499개);||||||황룡시장||||90302
회진시장||126.9404677|34.4819514|지역재래시장||전라남도 장흥군 회진면 회진중앙길 9-13||공설시장;소형시장(점포 100개 미만);||||||회진시장||||90302
강진시장||127.1610741|35.528689|지역재래시장||전라북도 임실군 강진면 호국로 14-12||공설시장;소형시장(점포 100개 미만);||||||강진시장||||90302
고창전통시장||126.6985962|35.4325631|지역재래시장||전라북도 고창군 고창읍 동리로 62-11||법인시장;소형시장(점포 100개 미만);||||||고창전통시장||||90302
군산공설시장||126.7202377|35.9833465|지역재래시장||전라북도 군산시 신금길 18||공설시장;중형시장(점포 100~499개);||||||군산공설시장||||90302
군산주공시장||126.6996602|35.9689604|지역재래시장||전라북도 군산시 하나운안1길 39||공동시장;소형시장(점포 100개 미만);||||||군산주공시장||||90302
그린상점가||126.9582044|35.962772|지역재래시장|||전라북도 익산시 신동 789-1|소형시장(점포 100개 미만);||||||그린상점가||||90302
금만시장||126.8864441|35.8001168|지역재래시장||전라북도 김제시 동서7길 23||공동시장;소형시장(점포 100개 미만);||||||금만시장||||90302
김제전통시장||126.8836752|35.8014413|지역재래시장||전라북도 김제시 사정거리1길 20||공동시장;소형시장(점포 100개 미만);||||||김제전통시장||||90302
남원공설시장||127.3754019|35.40523|지역재래시장||전라북도 남원시 금하정2길 53-4||공설시장;소형시장(점포 100개 미만);||||||남원공설시장||||90302
대산시장||126.5991599|35.3400561|지역재래시장||전라북도 고창군 대산면 대성로 250||공설시장;소형시장(점포 100개 미만);||||||대산시장||||90302
대야재래시장||126.8158896|35.9444994|지역재래시장||전라북도 군산시 대야면 대야시장로 7-1||공동시장;소형시장(점포 100개 미만);||||||대야재래시장||||90302
동계시장||127.2399439|35.4396532|지역재래시장||전라북도 순창군 동계면 동계로 22||공설시장;소형시장(점포 100개 미만);||||||동계시장||||90302
동소문스카이상가||127.0104379|37.5947658|지역재래시장||서울특별시 성북구 성북로4길 52||법인시장;중형시장(점포 100~499개);||||||동소문스카이상가||||90302
매일시장||126.9496898|35.9403687|지역재래시장||전라북도 익산시 중앙로 3길 13||공동시장;소형시장(점포 100개 미만);||||||매일시장||||90302
무장시장||126.5604061|35.4144691|지역재래시장||전라북도 고창군 무장면 왕제산로 725||공설시장;소형시장(점포 100개 미만);||||||무장시장||||90302
무주시장||127.6540485|36.0045908|지역재래시장||전라북도 무주군 무주읍 장터로 2||공설시장;소형시장(점포 100개 미만);|||||반딧불장터|무주시장||||90302
무풍시장||127.8488015|35.9694123|지역재래시장||전라북도 무주군 무풍면 현내로 213||공설시장;소형시장(점포 100개 미만);|||||대덕산장터|무풍시장||||90302
복흥시장||126.9326937|35.4316389|지역재래시장||전라북도 순창군 복흥면 정산2길 6||공설시장;소형시장(점포 100개 미만);||||||복흥시장||||90302
산서시장||127.395949|35.5846066|지역재래시장||전라북도 장수군 산서면 보산로 1864-11||공설시장;소형시장(점포 100개 미만);||||||산서시장||||90302
삼례상점가||||지역재래시장||전라북도 완주군 삼례읍 삼봉로 6||소형시장(점포 100개 미만);||||||삼례상점가||||90302
삼례시장||127.2544065|35.891249|지역재래시장||전라북도 완주군 삼례읍 삼례로 370-2||공설시장;소형시장(점포 100개 미만);||||||삼례시장||||90302
상하시장||126.4912|35.4440556|지역재래시장||전라북도 고창군 상하면 상하로 63||공설시장;소형시장(점포 100개 미만);||||||상하시장||||90302
새암로상점가||126.8530816|35.5670023|지역재래시장||전라북도 정읍시 새암길 40-1||중형시장(점포 100~499개);||||||새암로상점가||||90302
샘고을시장||126.8541817|35.5628739|지역재래시장||전라북도 정읍시 태평6길 25||공동시장;중형시장(점포 100~499개);||||||샘고을시장||||90302
설천시장||127.7878139|36.0100836|지역재래시장||전라북도 무주군 설천면 삼도봉로 11||공설시장;소형시장(점포 100개 미만);|||||삼도봉장터|설천시장||||90302
신태인시장||126.8871858|35.6857798|지역재래시장||전라북도 정읍시 신태인읍 신태인1길 14||공설시장;소형시장(점포 100개 미만);||||||신태인시장||||90302
안성시장||127.6535573|35.866121|지역재래시장||전라북도 무주군 안성면 칠연로 37||공설시장;소형시장(점포 100개 미만);|||||덕유산장터|안성시장||||90302
역전시장||126.9016186|35.7931281|지역재래시장||전라북도 김제시 중앙로 288||공동시장;소형시장(점포 100개 미만);||||||역전시장||||90302
역전종합시장||126.7202877|35.9814868|지역재래시장||전라북도 군산시 대명3길 15||공동시장;소형시장(점포 100개 미만);||||||역전종합시장||||90302
