##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@ING생명
오렌지라이프|여의도지점|126.972459|37.560812|ING생명|023188432|서울 중구 세종대로7길 37||||||||오렌지라이프 여의도지점|6층 여의도지점 (순화동,오렌지센터)|||40601
오렌지라이프|역삼지점|127.04607013592483|37.503172256554336|ING생명|025015688|서울 강남구 테헤란로 318||||||||오렌지라이프 역삼지점|24층 역삼지점 (역삼동,오렌지타워)|||40601
오렌지라이프|이글스지점|127.037120|37.501423|ING생명|027789661|서울 강남구 테헤란로 318||||||||오렌지라이프 이글스지점|21층 이글스지점 (역삼동,Orange Tower)|||40601
오렌지라이프|종로지점|126.972454|37.560726|ING생명|027780065|서울 중구 세종대로7길 37||||||||오렌지라이프 종로지점|5층 종로지점 (순화동,오렌지센터)|||40601
오렌지라이프|중앙지점|127.037152|37.501593|ING생명|025018723|서울 강남구 테헤란로 201||||||||오렌지라이프 중앙지점|8층 중앙지점 (역삼동,아주빌딩)|||40601
오렌지라이프|청담지점|127.04607013592483|37.503172256554336|ING생명|025680017|서울 강남구 테헤란로 318||||||||오렌지라이프 청담지점|14층 청담지점 (역삼동,오렌지타워)|||40601
오렌지라이프|최고지점|127.04607013592483|37.503172256554336|ING생명|0234535239|서울 강남구 테헤란로 318||||||||오렌지라이프 최고지점|19층 최고지점 (역삼동,오렌지타워)|||40601
오렌지라이프|태양지점|127.04607013592483|37.503172256554336|ING생명|0234524002|서울 강남구 테헤란로 318||||||||오렌지라이프 태양지점|8층 태양지점 (역삼동,오렌지타워)|||40601
오렌지라이프|태풍지점|126.967027927763|37.5609163986134|ING생명|027561881|서울 중구 서소문로 50||||||||오렌지라이프 태풍지점|17층 (중림동,CENTRALPLACE)|||40601
오렌지라이프|테헤란지점|127.04607013592483|37.503172256554336|ING생명|0234533057|서울 강남구 테헤란로 318||||||||오렌지라이프 테헤란지점|13층 테헤란지점 (역삼동,오렌지타워)|||40601
오렌지라이프|팰리스지점|127.037120|37.501423|ING생명|0220519495|서울 강남구 테헤란로 318||||||||오렌지라이프 팰리스지점|21층 팰리스지점 (역삼동,Orange Tower)|||40601
오렌지라이프|필승지점|127.046037|37.503146|ING생명|0234531556|서울 강남구 테헤란로 318||||||||오렌지라이프 필승지점|5층 필승지점 (역삼동,오렌지타워)|||40601
오렌지라이프|하늘지점|127.04607013592483|37.503172256554336|ING생명|025526470|서울 강남구 테헤란로 318||||||||오렌지라이프 하늘지점|19층 하늘지점 (역삼동,오렌지타워)|||40601
오렌지라이프|한강지점|127.04607013592483|37.503172256554336|ING생명|0220512447|서울 강남구 테헤란로 318||||||||오렌지라이프 한강지점|22층 한강지점 (역삼동,오렌지타워)|||40601
오렌지라이프|한결지점|127.03717999383497|37.50131210930524|ING생명|0234526543|서울특별시 강남구 테헤란로 201||||||||오렌지라이프 한결지점|(역삼동) 아주빌딩 16층|||40601
오렌지라이프|한길지점|127.04607013592483|37.503172256554336|ING생명|0234535601|서울 강남구 테헤란로 318||||||||오렌지라이프 한길지점|8층 한길지점 (역삼동,오렌지타워)|||40601
오렌지라이프|한남지점|127.040695|37.502363|ING생명|025668772|서울 강남구 테헤란로 223||||||||오렌지라이프 한남지점|10층 (역삼동,큰길타워빌딩)|||40601
오렌지라이프|한별지점|127.04607013592483|37.503172256554336|ING생명|0220510622|서울 강남구 테헤란로 318||||||||오렌지라이프 한별지점|15층 한별지점 (역삼동,오렌지타워)|||40601
오렌지라이프|한신지점|127.045998|37.503108|ING생명|0234541973|서울 강남구 테헤란로 318||||||||오렌지라이프 한신지점|24층 B 한신지점 (역삼동,오렌지타워)|||40601
오렌지라이프|행복한지점|127.04607013592483|37.503172256554336|ING생명|025222941|서울 강남구 테헤란로 318||||||||오렌지라이프 행복한지점|22층 A 행복한지점 (역삼동,오렌지타워)|||40601
오렌지라이프|화랑지점|126.972454|37.560726|ING생명|027560671|서울 중구 세종대로7길 37||||||||오렌지라이프 화랑지점|9층 화랑지점 (순화동,오렌지센터)|||40601
