##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@현대자동차서비스블루핸즈
현대차블루핸즈|지원정비공업사|||현대자동차서비스블루핸즈|055-2381500|경상남도 창원시 의창구 무역로503번길 5-26||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 지원정비공업사||||160405
현대차블루핸즈|지족점|||현대자동차서비스블루핸즈|042477-7676|대전광역시 유성구 은구비남로 1||||||||현대차블루핸즈 지족점|(지족동)|||160405
현대차블루핸즈|직산점|||현대자동차서비스블루핸즈|041-5846252|충청남도 천안시 서북구 성거읍 봉주로 142||||||||현대차블루핸즈 직산점||||160405
현대차블루핸즈|진관점|||현대자동차서비스블루핸즈|02-3848204|서울특별시 은평구 통일로 1147||||||||현대차블루핸즈 진관점|(진관동)|||160405
현대차블루핸즈|진교점|||현대자동차서비스블루핸즈|055883-0988|경상남도 하동군 진교면 경충로 1069||||||||현대차블루핸즈 진교점||||160405
현대차블루핸즈|진도점|||현대자동차서비스블루핸즈|061-5446997|전라남도 진도군 진도읍 남산로 99||||||||현대차블루핸즈 진도점||||160405
현대차블루핸즈|진동점|||현대자동차서비스블루핸즈|055-2715020|경상남도 창원시 마산합포구 삼진의거대로 593||||||||현대차블루핸즈 진동점||||160405
현대차블루핸즈|진량점|||현대자동차서비스블루핸즈|053-8544500|경상북도 경산시 진량읍 낙산길 4||||||||현대차블루핸즈 진량점||||160405
현대차블루핸즈|진례점|||현대자동차서비스블루핸즈|055-3467921|경상남도 김해시 진례면 고모로 47||||||||현대차블루핸즈 진례점||||160405
현대차블루핸즈|진보점|||현대자동차서비스블루핸즈|054-8748204|경상북도 청송군 진보면 체육공원로 17||||||||현대차블루핸즈 진보점||||160405
현대차블루핸즈|진보종합정비공장|||현대자동차서비스블루핸즈|054-8745300|경상북도 청송군 진보면 영양로 34-35||마이티;카운티;쏠라티||||||현대차블루핸즈 진보종합정비공장||||160405
현대차블루핸즈|진부점|||현대자동차서비스블루핸즈|033-3357785|강원도 평창군 진부면 청송로 81||||||||현대차블루핸즈 진부점||||160405
현대차블루핸즈|진성자동차공업|||현대자동차서비스블루핸즈|031-3211700|경기도 용인시 처인구 명지로 176||마이티;카운티;쏠라티||||||현대차블루핸즈 진성자동차공업|(남동)|||160405
현대차블루핸즈|진안점|||현대자동차서비스블루핸즈|063433-6982|전라북도 진안군 진안읍 대광3길 25-12||||||||현대차블루핸즈 진안점||||160405
현대차블루핸즈|진안점|||현대자동차서비스블루핸즈|031-2265547|경기도 화성시 병점4로 55||||||||현대차블루핸즈 진안점|(진안동)|||160405
현대차블루핸즈|진양자동차공업사|||현대자동차서비스블루핸즈|02-568-7500|서울특별시 강남구 테헤란로77길 16||||||||현대차블루핸즈 진양자동차공업사|(삼성동)|||160405
현대차블루핸즈|진양호점|||현대자동차서비스블루핸즈|055-7488204|경상남도 진주시 진양호로65번길 5||||||||현대차블루핸즈 진양호점|(판문동)|||160405
현대차블루핸즈|진영점|||현대자동차서비스블루핸즈|055-3451800|경상남도 김해시 진영읍 김해대로 758||||||||현대차블루핸즈 진영점||||160405
현대차블루핸즈|진월점|||현대자동차서비스블루핸즈|062676-9114|광주광역시 남구 서문대로627번안길 12||||||||현대차블루핸즈 진월점|(진월동)|||160405
현대차블루핸즈|진위점|||현대자동차서비스블루핸즈|031378-0014|경기도 평택시 진위면 엘지로 109||||||||현대차블루핸즈 진위점||||160405
현대차블루핸즈|진접점|||현대자동차서비스블루핸즈|031-5278204|경기도 남양주시 진접읍 장현로 85-1||||||||현대차블루핸즈 진접점||||160405
현대차블루핸즈|진주현대상용서비스|||현대자동차서비스블루핸즈|055-7540342|경상남도 진주시 동부로 142||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 진주현대상용서비스|(호탄동)|||160405
현대차블루핸즈|진주현대서비스|||현대자동차서비스블루핸즈|055-7562345|경상남도 진주시 내동면 내동로 110||||||||현대차블루핸즈 진주현대서비스|(A동,B동)|||160405
현대차블루핸즈|진천북부점|||현대자동차서비스블루핸즈|043-5355544|충청북도 진천군 덕산면 진성로 496||||||||현대차블루핸즈 진천북부점||||160405
현대차블루핸즈|진천점|||현대자동차서비스블루핸즈|053-6448204|대구광역시 달서구 상화로 167||||||||현대차블루핸즈 진천점|(진천동)|||160405
현대차블루핸즈|진천점|||현대자동차서비스블루핸즈|043533-6792|충청북도 진천군 진천읍 대촌1길 24||||||||현대차블루핸즈 진천점||||160405
현대차블루핸즈|진천현대서비스|||현대자동차서비스블루핸즈|043-5335386|충청북도 진천군 진천읍 문진로 1407||||||||현대차블루핸즈 진천현대서비스||||160405
현대차블루핸즈|진해점|||현대자동차서비스블루핸즈|055-5510064|경상남도 창원시 진해구 해원로 14번길 2||||||||현대차블루핸즈 진해점|(이동)|||160405
현대차블루핸즈|진해충무점|||현대자동차서비스블루핸즈|055-5478300|경상남도 창원시 진해구 충장로 52번길 1||||||||현대차블루핸즈 진해충무점|(충무동)|||160405
현대차블루핸즈|진흥자동차공업|||현대자동차서비스블루핸즈|041-9432631|충청남도 청양군 청양읍 중앙로 116||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 진흥자동차공업||||160405
현대차블루핸즈|창녕점|||현대자동차서비스블루핸즈|055-5332566|경상남도 창녕군 창녕읍 우포1대로 1559||||||||현대차블루핸즈 창녕점||||160405
현대차블루핸즈|창동북부점|||현대자동차서비스블루핸즈|02-9988204|서울특별시 도봉구 도봉로 562||||||||현대차블루핸즈 창동북부점|(창동)|||160405
현대차블루핸즈|창동점|||현대자동차서비스블루핸즈|02-9978204|서울특별시 도봉구 도봉로 530||||||||현대차블루핸즈 창동점|(창동)|||160405
현대차블루핸즈|창우점|||현대자동차서비스블루핸즈|031796-5545|경기도 하남시 창우로 78||||||||현대차블루핸즈 창우점|(창우동)|||160405
현대차블루핸즈|창전점|||현대자동차서비스블루핸즈|02-3328201|서울특별시 마포구 서강로9길 40||||||||현대차블루핸즈 창전점|(창전동)|||160405
현대차블루핸즈|천곡중부점|||현대자동차서비스블루핸즈|033-5353400|강원도 동해시 중앙로 163||||||||현대차블루핸즈 천곡중부점|(천곡동)|||160405
현대차블루핸즈|천상점|||현대자동차서비스블루핸즈|052248-8204|울산광역시 울주군 범서읍 천상1길 19-17||||||||현대차블루핸즈 천상점||||160405
현대차블루핸즈|천안대형현대서비스|||현대자동차서비스블루핸즈|041-5838272|충청남도 천안시 서북구 성환읍 성환1로 409||||||||현대차블루핸즈 천안대형현대서비스||||160405
현대차블루핸즈|천안특장차자동차정비|||현대자동차서비스블루핸즈|041-5859889|충청남도 천안시 서북구 천일고2길 89||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 천안특장차자동차정비|(신당동)|||160405
현대차블루핸즈|천지자동차공업사|||현대자동차서비스블루핸즈|064-7320070|제주특별자치도 서귀포시 토평공단로139번길 6||||||||현대차블루핸즈 천지자동차공업사|(토평동)|||160405
현대차블루핸즈|천천점|||현대자동차서비스블루핸즈|031-2928297|경기도 수원시 장안구 일월로66번길 16||||||||현대차블루핸즈 천천점|(천천동)|||160405
현대차블루핸즈|천현점|||현대자동차서비스블루핸즈|031-7957722|경기도 하남시 신장로 39||||||||현대차블루핸즈 천현점|(천현동)|||160405
현대차블루핸즈|천호동부점|||현대자동차서비스블루핸즈|02-4841192|서울특별시 강동구 올림픽로 701||||||||현대차블루핸즈 천호동부점|(천호동)|||160405
현대차블루핸즈|철원현대서비스|||현대자동차서비스블루핸즈|033-4526434|강원도 철원군 갈말읍 호국로 5030||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 철원현대서비스||||160405
현대차블루핸즈|첨단공업점|||현대자동차서비스블루핸즈|043646-0589|충청북도 제천시 내토로 891||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 첨단공업점|(장락동)|||160405
현대차블루핸즈|청담남부점|||현대자동차서비스블루핸즈|02-5436807|서울특별시 강남구 학동로 415||||||||현대차블루핸즈 청담남부점|(청담동)|||160405
현대차블루핸즈|청담동부점|||현대자동차서비스블루핸즈|02-516-8204|서울특별시 강남구 학동로97길 6||||||||현대차블루핸즈 청담동부점|(청담동)|||160405
현대차블루핸즈|청담점|||현대자동차서비스블루핸즈|02-511-5911|서울특별시 강남구 학동로81길 15||||||||현대차블루핸즈 청담점|(청담동)|||160405
현대차블루핸즈|청당점|||현대자동차서비스블루핸즈|041-5568255|충청남도 천안시 동남구 청수10길 8||||||||현대차블루핸즈 청당점|(청당동)|||160405
현대차블루핸즈|청도점|||현대자동차서비스블루핸즈|054-3738208|경상북도 청도군 청도읍 중앙로 77||||||||현대차블루핸즈 청도점||||160405
현대차블루핸즈|청라동부점|||현대자동차서비스블루핸즈|032-5643316|인천광역시 서구 중봉대로 749||||||||현대차블루핸즈 청라동부점|(경서동)|||160405
현대차블루핸즈|청라트럭서비스|||현대자동차서비스블루핸즈|032575-8504|인천광역시 서구 봉수대로501번길 57||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 청라트럭서비스|(원창동)|||160405
현대차블루핸즈|청림점|||현대자동차서비스블루핸즈|054-2925020|경상북도 포항시 남구 정몽주로 897||||||||현대차블루핸즈 청림점|(청림동)|||160405
현대차블루핸즈|청북점|||현대자동차서비스블루핸즈|031-6838572|경기도 평택시 청북읍 안청로3길 8||||||||현대차블루핸즈 청북점||||160405
현대차블루핸즈|청석로점|||현대자동차서비스블루핸즈|031-9435292|경기도 파주시 순못길 120||||||||현대차블루핸즈 청석로점|(다율동)|||160405
현대차블루핸즈|청양점|||현대자동차서비스블루핸즈|041-9434199|충청남도 청양군 청양읍 칠갑산로열길 35||||||||현대차블루핸즈 청양점||||160405
현대차블루핸즈|청전동부점|||현대자동차서비스블루핸즈|043644-8160|충청북도 제천시 용두천로40길 11||||||||현대차블루핸즈 청전동부점|(청전동)|||160405
현대차블루핸즈|청전점|||현대자동차서비스블루핸즈|043653-2277|충청북도 제천시 청전대로6길 2||||||||현대차블루핸즈 청전점|(청전동)|||160405
현대차블루핸즈|청천점|||현대자동차서비스블루핸즈|032529-8204|인천광역시 부평구 평천로 150||||||||현대차블루핸즈 청천점|(청천동)|||160405
현대차블루핸즈|청파로점|||현대자동차서비스블루핸즈|02-7131336|서울특별시 용산구 청파로 353||||||||현대차블루핸즈 청파로점|(서계동)|||160405
현대차블루핸즈|청평점|||현대자동차서비스블루핸즈|031-5856300|경기도 가평군 청평면 경춘로 805-1||||||||현대차블루핸즈 청평점||||160405
현대차블루핸즈|청학점|||현대자동차서비스블루핸즈|051418-8228|부산광역시 영도구 태종로 417||||||||현대차블루핸즈 청학점|(청학동)|||160405
현대차블루핸즈|청학점|||현대자동차서비스블루핸즈|031372-8288|경기도 오산시 청학로 66||||||||현대차블루핸즈 청학점|(청학동)|||160405
현대차블루핸즈|초전점|||현대자동차서비스블루핸즈|055758-8134|경상남도 진주시 초전북로 123||||||||현대차블루핸즈 초전점|(초전동)|||160405
현대차블루핸즈|초지점|||현대자동차서비스블루핸즈|031-4848101|경기도 안산시 단원구 원포공원2로 35||||||||현대차블루핸즈 초지점|101~103호 (초지동,메가쇼핑타운1)|||160405
현대차블루핸즈|충무공점|||현대자동차서비스블루핸즈|055-7582500|경상남도 진주시 에나로228번길 16-18||||||||현대차블루핸즈 충무공점|(충무공동)|||160405
현대차블루핸즈|충정로점|||현대자동차서비스블루핸즈|02-3138204|서울특별시 서대문구 경기대로9길 70||||||||현대차블루핸즈 충정로점|(충정로3가)|||160405
현대차블루핸즈|충효점|||현대자동차서비스블루핸즈|054-7438204|경상북도 경주시 태종로 450-2||||||||현대차블루핸즈 충효점||||160405
현대차블루핸즈|치평점|||현대자동차서비스블루핸즈|062-3738572|광주광역시 서구 시청로 2||||||||현대차블루핸즈 치평점|(치평동)|||160405
현대차블루핸즈|칠원점|||현대자동차서비스블루핸즈|055-5875145|경상남도 함안군 칠원면 덕산2길 32||||||||현대차블루핸즈 칠원점||||160405
현대차블루핸즈|카프자동차정비|||현대자동차서비스블루핸즈|041-6226500|충청남도 천안시 서북구 음봉로 909-11||||||||현대차블루핸즈 카프자동차정비|(백석동)|||160405
현대차블루핸즈|탄현북부점|||현대자동차서비스블루핸즈|031-9188234|경기도 고양시 일산서구 고봉로 425||||||||현대차블루핸즈 탄현북부점|(탄현동)|||160405
현대차블루핸즈|탑동점|||현대자동차서비스블루핸즈|043-2358201|충청북도 청주시 상당구 중고개로 364||||||||현대차블루핸즈 탑동점|35 (탑동)|||160405
현대차블루핸즈|탑립점|||현대자동차서비스블루핸즈|042-6269974|대전광역시 유성구 테크노10로 53||||||||현대차블루핸즈 탑립점|(탑립동)|||160405
현대차블루핸즈|탕정점|||현대자동차서비스블루핸즈|041-5417166|충청남도 아산시 탕정면 탕정면로 200||||||||현대차블루핸즈 탕정점||||160405
현대차블루핸즈|태극모터스|||현대자동차서비스블루핸즈|032-8365800|인천광역시 옹진군 백령면 백령로 855||||||||현대차블루핸즈 태극모터스||||160405
현대차블루핸즈|태성종합정비|||현대자동차서비스블루핸즈|055-7632506|경상남도 진주시 대신로109번길 9||||||||현대차블루핸즈 태성종합정비|(상평동)|||160405
현대차블루핸즈|태안대형점|||현대자동차서비스블루핸즈|031223-5433|경기도 화성시 정조로 63||마이티;중형트럭;대형트럭||||||현대차블루핸즈 태안대형점|(진안동)|||160405
현대차블루핸즈|태안현대서비스|||현대자동차서비스블루핸즈|041-6755217|충청남도 태안군 태안읍 원이로 79||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 태안현대서비스||||160405
현대차블루핸즈|태인점|||현대자동차서비스블루핸즈|063534-8688|전라북도 정읍시 태인면 정읍북로 1203||||||||현대차블루핸즈 태인점||||160405
현대차블루핸즈|태전점|||현대자동차서비스블루핸즈|053-3138572|대구광역시 북구 학정로 113||||||||현대차블루핸즈 태전점|(태전동)|||160405
현대차블루핸즈|태전현대서비스|||현대자동차서비스블루핸즈|031763-3332|경기도 광주시 순암로 155||||||||현대차블루핸즈 태전현대서비스|(중대동)|||160405
현대차블루핸즈|태평공업사|||현대자동차서비스블루핸즈|063212-1501|전라북도 전주시 덕진구 팔복로 99||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 태평공업사|(팔복동2가)|||160405
현대차블루핸즈|태화점|||현대자동차서비스블루핸즈|054854-3159|경상북도 안동시 경동로 427||||||||현대차블루핸즈 태화점|(태화동)|||160405
현대차블루핸즈|태화점|||현대자동차서비스블루핸즈|052247-8998|울산광역시 중구 명정3길 32||||||||현대차블루핸즈 태화점|(태화동)|||160405
현대차블루핸즈|테크원모터스주식회사|||현대자동차서비스블루핸즈|031-5818585|경기도 가평군 가평읍 태봉두밀로 34-73||||||||현대차블루핸즈 테크원모터스주식회사||||160405
현대차블루핸즈|토당능곡점|||현대자동차서비스블루핸즈|031-9721472|경기도 고양시 덕양구 토당로 20||||||||현대차블루핸즈 토당능곡점|(토당동)|||160405
현대차블루핸즈|토평점|||현대자동차서비스블루핸즈|031-5649940|경기도 구리시 벌말로 122||||||||현대차블루핸즈 토평점|(토평동)|||160405
현대차블루핸즈|통리점|||현대자동차서비스블루핸즈|033554-4423|강원도 태백시 짝바우골길 15||||||||현대차블루핸즈 통리점|(통동)|||160405
현대차블루핸즈|통일로점|||현대자동차서비스블루핸즈|031-9697307|경기도 고양시 덕양구 통일로 1020||||||||현대차블루핸즈 통일로점|(관산동)|||160405
현대차블루핸즈|통진남부점|||현대자동차서비스블루핸즈|031-9840085|경기도 김포시 통진읍 율마로 332||||||||현대차블루핸즈 통진남부점||||160405
현대차블루핸즈|통진점|||현대자동차서비스블루핸즈|031987-9913|경기도 김포시 통진읍 조강로 158||||||||현대차블루핸즈 통진점||||160405
현대차블루핸즈|퇴계점|||현대자동차서비스블루핸즈|033-2415982|강원도 춘천시 우묵길52번길 26||||||||현대차블루핸즈 퇴계점|1층 (퇴계동)|||160405
현대차블루핸즈|퇴촌점|||현대자동차서비스블루핸즈|031-7674422|경기도 광주시 퇴촌면 산수로 1291||||||||현대차블루핸즈 퇴촌점||||160405
현대차블루핸즈|파장점|||현대자동차서비스블루핸즈|031256-5050|경기도 수원시 장안구 경수대로1107번길 3||||||||현대차블루핸즈 파장점|(파장동)|||160405
현대차블루핸즈|파주부광모터스|||현대자동차서비스블루핸즈|031-9498074|경기도 파주시 월롱면 도감로 164||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 파주부광모터스||||160405
현대차블루핸즈|파주현대서비스|||현대자동차서비스블루핸즈|031-9499141|경기도 파주시 월롱면 휴암로 235||||||||현대차블루핸즈 파주현대서비스||||160405
현대차블루핸즈|팔용동부점|||현대자동차서비스블루핸즈|055-2777400|경상남도 창원시 의창구 창원대로363번길 22-25||||||||현대차블루핸즈 팔용동부점|(팔용동)|||160405
현대차블루핸즈|팔용점|||현대자동차서비스블루핸즈|055-2992220|경상남도 창원시 의창구 남산로17번길 37||||||||현대차블루핸즈 팔용점|(팔용동)|||160405
현대차블루핸즈|팔용중앙점|||현대자동차서비스블루핸즈|055-2533657|경상남도 창원시 의창구 남산로 35||||||||현대차블루핸즈 팔용중앙점|(팔용동)|||160405
현대차블루핸즈|팔탄상용현대서비스|||현대자동차서비스블루핸즈|03180597755|경기도 화성시 팔탄면 버들로 1317||마이티;중형트럭;대형트럭;카운티||||||현대차블루핸즈 팔탄상용현대서비스|(외 3플지)|||160405
현대차블루핸즈|팽성점|||현대자동차서비스블루핸즈|031-6914856|경기도 평택시 팽성읍 안정로 215||||||||현대차블루핸즈 팽성점||||160405
현대차블루핸즈|평거점|||현대자동차서비스블루핸즈|055-7469200|경상남도 진주시 남강로309번길 12||||||||현대차블루핸즈 평거점|(평거동)|||160405
현대차블루핸즈|평리점|||현대자동차서비스블루핸즈|053-5658204|대구광역시 서구 서대구로 205||||||||현대차블루핸즈 평리점|(평리동)|||160405
현대차블루핸즈|평리중부점|||현대자동차서비스블루핸즈|053572-8282|대구광역시 서구 서대구로 172||||||||현대차블루핸즈 평리중부점|(평리동)|||160405
현대차블루핸즈|평산점|||현대자동차서비스블루핸즈|055-3658639|경상남도 양산시 웅상대로 941||||||||현대차블루핸즈 평산점|(평산동)|||160405
현대차블루핸즈|평창점|||현대자동차서비스블루핸즈|033-3320907|강원도 평창군 평창읍 서동로 2553||||||||현대차블루핸즈 평창점||||160405
현대차블루핸즈|평촌중부점|||현대자동차서비스블루핸즈|031426-8254|경기도 안양시 동안구 흥안대로 366||||||||현대차블루핸즈 평촌중부점|(평촌동)|||160405
현대차블루핸즈|평촌현대서비스|||현대자동차서비스블루핸즈|031-4238200|경기도 안양시 동안구 시민대로383번길 23||||||||현대차블루핸즈 평촌현대서비스|(관양동)|||160405
현대차블루핸즈|평화남부점|||현대자동차서비스블루핸즈|063-2283111|전라북도 전주시 완산구 평화로 165||||||||현대차블루핸즈 평화남부점|(평화동2가)|||160405
현대차블루핸즈|평화점|||현대자동차서비스블루핸즈|054-4328204|경상북도 김천시 영남대로 1660||||||||현대차블루핸즈 평화점|(평화동)|||160405
현대차블루핸즈|평화점|||현대자동차서비스블루핸즈|063228-8272|전라북도 전주시 완산구 장승배기로 198||||||||현대차블루핸즈 평화점|(평화동1가)|||160405
현대차블루핸즈|평화탑점|||현대자동차서비스블루핸즈|031987-6867|경기도 김포시 대곶면 초원로 86||||||||현대차블루핸즈 평화탑점||||160405
현대차블루핸즈|평화현대서비스|||현대자동차서비스블루핸즈|031-6868777|경기도 평택시 포승읍 포승서로 80||마이티;중형트럭;대형트럭||||||현대차블루핸즈 평화현대서비스||||160405
현대차블루핸즈|포곡점|||현대자동차서비스블루핸즈|031-3221872|경기도 용인시 처인구 포곡읍 에버랜드로 58||||||||현대차블루핸즈 포곡점|(전대리)|||160405
현대차블루핸즈|포남점|||현대자동차서비스블루핸즈|033-6536622|강원도 강릉시 가작로 306||||||||현대차블루핸즈 포남점|(포남동)|||160405
현대차블루핸즈|포승점|||현대자동차서비스블루핸즈|031-6812263|경기도 평택시 포승읍 평택항로184번길 4-9||||||||현대차블루핸즈 포승점||||160405
현대차블루핸즈|포천점|||현대자동차서비스블루핸즈|031-5343989|경기도 포천시 호국로 1083||||||||현대차블루핸즈 포천점|(선단동)|||160405
현대차블루핸즈|풍납점|||현대자동차서비스블루핸즈|02-487-7814|서울특별시 송파구 토성로 49||||||||현대차블루핸즈 풍납점|(풍납동)|||160405
현대차블루핸즈|풍산미사리점|||현대자동차서비스블루핸즈|031-7951551|경기도 하남시 하남대로 997||마이티;쏠라티||||||현대차블루핸즈 풍산미사리점|(풍산동)|||160405
현대차블루핸즈|풍암동부점|||현대자동차서비스블루핸즈|062682-8204|광주광역시 서구 풍암순환로128번길 81||||||||현대차블루핸즈 풍암동부점|(풍암동)|||160405
현대차블루핸즈|풍암점|||현대자동차서비스블루핸즈|062654-8572|광주광역시 서구 풍금로38번길 53||||||||현대차블루핸즈 풍암점|(풍암동)|||160405
현대차블루핸즈|풍호점|||현대자동차서비스블루핸즈|055-5474454|경상남도 창원시 진해구 진해대로1047번길 24||||||||현대차블루핸즈 풍호점|(풍호동)|||160405
현대차블루핸즈|하남점|||현대자동차서비스블루핸즈|055-3916566|경상남도 밀양시 하남읍 수산중앙로 125||||||||현대차블루핸즈 하남점||||160405
현대차블루핸즈|하남현대자동차써비스|||현대자동차서비스블루핸즈|062962-2111|광주광역시 광산구 하남대로 127-10||||||||현대차블루핸즈 하남현대자동차써비스|(흑석동)|||160405
현대차블루핸즈|하늘도시점|||현대자동차서비스블루핸즈|032-7468204|인천광역시 중구 관창로4번길 20||||||||현대차블루핸즈 하늘도시점|(운남동)|||160405
현대차블루핸즈|하단점|||현대자동차서비스블루핸즈|051207-0769|부산광역시 사하구 하신번영로 344||||||||현대차블루핸즈 하단점|(하단동)|||160405
현대차블루핸즈|하대원중부점|||현대자동차서비스블루핸즈|031757-8203|경기도 성남시 중원구 둔촌대로 317-1||||||||현대차블루핸즈 하대원중부점|(하대원동)|||160405
현대차블루핸즈|하동점|||현대자동차서비스블루핸즈|055-8835805|경상남도 하동군 하동읍 군청로 149-1||||||||현대차블루핸즈 하동점||||160405
현대차블루핸즈|하리점|||현대자동차서비스블루핸즈|031-8867942|경기도 여주시 여흥로 18-5||||||||현대차블루핸즈 하리점|(하동)|||160405
현대차블루핸즈|하복대점|||현대자동차서비스블루핸즈|043-2319999|충청북도 청주시 흥덕구 죽천로 98||||||||현대차블루핸즈 하복대점|(복대동)|||160405
현대차블루핸즈|하북점|||현대자동차서비스블루핸즈|055383-8204|경상남도 양산시 하북면 양산대로 2627||||||||현대차블루핸즈 하북점||||160405
현대차블루핸즈|하산점|||현대자동차서비스블루핸즈|062943-0467|광주광역시 광산구 동곡로 167-1||||||||현대차블루핸즈 하산점|(하산동)|||160405
현대차블루핸즈|하성점|||현대자동차서비스블루핸즈|031-9819900|경기도 김포시 하성면 월하로 724||||||||현대차블루핸즈 하성점||||160405
현대차블루핸즈|하양자동차종합정비|||현대자동차서비스블루핸즈|053-8519009|경상북도 경산시 하양읍 대경로 666||마이티;중형트럭;대형트럭;카운티;중대형버스||||||현대차블루핸즈 하양자동차종합정비||||160405
현대차블루핸즈|하양점|||현대자동차서비스블루핸즈|053-8544317|경상북도 경산시 하양읍 대경로 799||||||||현대차블루핸즈 하양점||||160405
현대차블루핸즈|하정점|||현대자동차서비스블루핸즈|063633-6111|전라북도 남원시 의총로 90-27||||||||현대차블루핸즈 하정점|(하정동)|||160405
현대차블루핸즈|학동점|||현대자동차서비스블루핸즈|061685-8204|전라남도 여수시 쌍봉로 84||||||||현대차블루핸즈 학동점|(학동)|||160405
현대차블루핸즈|학동점|||현대자동차서비스블루핸즈|062232-8203|광주광역시 동구 남문로701번길 16||||||||현대차블루핸즈 학동점|(학동)|||160405
현대차블루핸즈|학성북부점|||현대자동차서비스블루핸즈|033-7441377|강원도 원주시 강변로 801||||||||현대차블루핸즈 학성북부점|(학성동)|||160405
현대차블루핸즈|학운점|||현대자동차서비스블루핸즈|031981-8206|경기도 김포시 양촌읍 황금로 23번길 18-24||||||||현대차블루핸즈 학운점||||160405
현대차블루핸즈|학익점|||현대자동차서비스블루핸즈|032-8767204|인천광역시 미추홀구 한나루로 373||||||||현대차블루핸즈 학익점||||160405
현대차블루핸즈|학장점|||현대자동차서비스블루핸즈|051325-8888|부산광역시 사상구 학장로 159||||||||현대차블루핸즈 학장점|(학장동)|||160405
현대차블루핸즈|한광자동차종합정비|||현대자동차서비스블루핸즈|033-5348882|강원도 동해시 삼화로 58||마이티;중형트럭;대형트럭;카운티;중대형버스||||||현대차블루핸즈 한광자동차종합정비|(이로동)|||160405
현대차블루핸즈|한국자동차공업사|||현대자동차서비스블루핸즈|063581-5566|전라북도 부안군 부안읍 석정로 339||||||||현대차블루핸즈 한국자동차공업사||||160405
현대차블루핸즈|한근자동차공업|||현대자동차서비스블루핸즈|031421-3385|경기도 안양시 동안구 시민대로 367||||||||현대차블루핸즈 한근자동차공업|(관양동)|||160405
현대차블루핸즈|한림점|||현대자동차서비스블루핸즈|064796-6868|제주특별자치도 제주시 한림읍 일주서로 5697||||||||현대차블루핸즈 한림점||||160405
현대차블루핸즈|한성종합정비|||현대자동차서비스블루핸즈|053-5839580|대구광역시 달성군 하빈면 하빈남로 564||마이티;중형트럭;대형트럭;카운티;중대형버스;쏠라티||||||현대차블루핸즈 한성종합정비||||160405
현대차블루핸즈|한양자동차공업|||현대자동차서비스블루핸즈|031-5416600|경기도 포천시 소흘읍 호국로 483||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 한양자동차공업||||160405
현대차블루핸즈|한양자동차정비|||현대자동차서비스블루핸즈|02-903-3900|서울특별시 도봉구 도봉로136다길 32||||||||현대차블루핸즈 한양자동차정비|(창동)|||160405
현대차블루핸즈|함양백연점|||현대자동차서비스블루핸즈|055-9639963|경상남도 함양군 함양읍 한들로 13||||||||현대차블루핸즈 함양백연점||||160405
현대차블루핸즈|함양점|||현대자동차서비스블루핸즈|055-9639453|경상남도 함양군 함양읍 함양로 1262||||||||현대차블루핸즈 함양점||||160405
현대차블루핸즈|함열점|||현대자동차서비스블루핸즈|063861-7770|전라북도 익산시 함열읍 함낭로 495||||||||현대차블루핸즈 함열점||||160405
현대차블루핸즈|함평점|||현대자동차서비스블루핸즈|061323-8205|전라남도 함평군 대동면 영수길 365||||||||현대차블루핸즈 함평점||||160405
현대차블루핸즈|합천점|||현대자동차서비스블루핸즈|055-9341388|경상남도 합천군 합천읍 대야로 932||||||||현대차블루핸즈 합천점||||160405
현대차블루핸즈|해남점|||현대자동차서비스블루핸즈|061-5368203|전라남도 해남군 해남읍 중앙1로 489||마이티;중형트럭;카운티;쏠라티||||||현대차블루핸즈 해남점||||160405
현대차블루핸즈|해미점|||현대자동차서비스블루핸즈|041-6880456|충청남도 서산시 해미면 남문2로 186||||||||현대차블루핸즈 해미점||||160405
현대차블루핸즈|해운점|||현대자동차서비스블루핸즈|055-2245533|경상남도 창원시 마산합포구 월영동12길 6||||||||현대차블루핸즈 해운점|(해운동)|||160405
현대차블루핸즈|행신가라뫼점|||현대자동차서비스블루핸즈|031-9710909|경기도 고양시 덕양구 행신로 279번길 7||||||||현대차블루핸즈 행신가라뫼점|(행신동)|||160405
현대차블루핸즈|향남동부점|||현대자동차서비스블루핸즈|031-3536200|경기도 화성시 향남읍 토성로 196||||||||현대차블루핸즈 향남동부점||||160405
