##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@전문도매시장
영주소백쇼핑몰||128.626256|36.8235917|전문도매시장||경상북도 영주시 중앙로 80번길 33-12||법인시장;소형시장(점포 100개 미만);||||||영주소백쇼핑몰||||90303
영천공설시장||128.938509|35.9641749|전문도매시장||경상북도 영천시 시장4길 52||공설시장;중형시장(점포 100~499개);||||||영천공설시장||||90303
용궁시장||128.2795146|36.6069416|전문도매시장||경상북도 예천군 용궁면 용궁시장길 9||공설시장;소형시장(점포 100개 미만);||||||용궁시장||||90303
의성공설재래시장||128.6991506|36.3462468|전문도매시장||경상북도 의성군 의성읍 전통시장 1길 12-8||공설시장;소형시장(점포 100개 미만);||||||의성공설재래시장||||90303
자인공설시장||128.8230015|35.816392|전문도매시장||경상북도 경산시 자인면 자인로 206-4||공설시장;중형시장(점포 100~499개);||||||자인공설시장||||90303
장천시장||128.4937326|36.1258733|전문도매시장||경상북도 구미시 장천면 상장5길 4||공설시장;소형시장(점포 100개 미만);||||||장천시장||||90303
제2경주중심상가시장||129.2106525|35.8421835|전문도매시장||경상북도 경주시 원효로 89||공동시장;중대형시장(점포 500~999개);||||||제2경주중심상가시장||||90303
제일시장상가||128.3842125|36.1015928|전문도매시장||경상북도 구미시 1공단로 192||법인시장;소형시장(점포 100개 미만);||||||제일시장상가||||90303
종합제일시장||128.3296527|36.1303019|전문도매시장||경상북도 구미시 구미중앙로9길 7||법인시장;소형시장(점포 100개 미만);||||||종합제일시장||||90303
죽도농산물시장||129.3679693|36.034576|전문도매시장||경상북도 포항시 죽도시장4길 22||공동시장;중대형시장(점포 500~999개);||||||죽도농산물시장||||90303
죽도시장||129.3683896|36.0363602|전문도매시장||경상북도 포항시 북구 죽도시장13길 13||공동시장;중형시장(점포 100~499개);||||||죽도시장||||90303
죽도어시장||129.3685962|36.0366282|전문도매시장||경상북도 포항시 북구 죽도시장길 32||공동시장;중형시장(점포 100~499개);||||||죽도어시장||||90303
중앙신시장||128.7241763|36.5650901|전문도매시장||경상북도 안동시 대안로 98-15||공동시장;중형시장(점포 100~499개);||||||중앙신시장||||90303
청도공설시장||128.7456144|35.6441204|전문도매시장||경상북도 청도군 청도읍 청화로 175||공설시장;중형시장(점포 100~499개);||||||청도공설시장||||90303
평화시장||128.1128936|36.1237001|전문도매시장||경상북도 김천시 김천로 100||공동시장;소형시장(점포 100개 미만);||||||평화시장||||90303
풍각공설시장||128.6241978|35.6396722|전문도매시장||경상북도 청도군 청도군 풍각면 송서7길 10||공설시장;중형시장(점포 100~499개);||||||풍각공설시장||||90303
풍기인삼시장||128.5248686|36.8708638|전문도매시장||경상북도 영주시 풍기읍인삼로 8||법인시장;소형시장(점포 100개 미만);||||||풍기인삼시장||||90303
풍기인삼홍삼상점가||128.5340719|36.8679457|전문도매시장||경상북도 영주시 풍가읍 기주로 10||소형시장(점포 100개 미만);||||||풍기인삼홍삼상점가||||90303
풍기토종인삼시장||128.5226121|36.8703387|전문도매시장||경상북도 영주시 풍기읍 인삼로 40||법인시장;소형시장(점포 100개 미만);||||||풍기토종인삼시장||||90303
하양공설시장||128.8194843|35.9155144|전문도매시장||경상북도 경산시 하양읍 대학로 1543||공설시장;소형시장(점포 100개 미만);||||||하양공설시장||||90303
현대유통쇼핑센타||128.3301464|36.1301356|전문도매시장||경상북도 구미시 구미중앙로 61-6||법인시장;소형시장(점포 100개 미만);||||||현대유통쇼핑센타||||90303
형곡중앙시장||128.3365645|36.1063885|전문도매시장||경상북도 구미시 형곡로 186||법인시장;소형시장(점포 100개 미만);||||||형곡중앙시장||||90303
황금시장||128.1248924|36.1164878|전문도매시장||경상북도 김천시 황금시장4길 20||공동시장;중형시장(점포 100~499개);||||||황금시장||||90303
공구의거리||126.8781483|35.1798745|전문도매시장||광주광역시 북구 하남대로 829||중형시장(점포 100~499개);||||||공구의거리||||90303
남광주시장||||전문도매시장||광주광역시 동구 양림로 117||공동시장;중형시장(점포 100~499개);||||||남광주시장||||90303
남광주해뜨는시장||126.9212974|35.1389307|전문도매시장||광주광역시 동구 제봉로 11번길 13-6||공동시장;소형시장(점포 100개 미만);||||||남광주해뜨는시장||||90303
대인시장||126.9167809|35.154085|전문도매시장||광주광역시 동구 제봉로 194번길 7-1||공동시장;중형시장(점포 100~499개);||||||대인시장||||90303
비아5일시장||126.825188|35.2210281|전문도매시장||광주광역시 광산구 중앙로 26-1||공설시장;소형시장(점포 100개 미만);||||||비아5일시장||||90303
양동건어물시장||126.903259|35.1527267|전문도매시장||광주광역시 서구 천변좌로 254번길 6||공동시장;소형시장(점포 100개 미만);||||||양동건어물시장||||90303
양동경열로시장||||전문도매시장||광주광역시 서구 경열로 140-1||공동시장;중형시장(점포 100~499개);||||||양동경열로시장||||90303
양동수산전통시장||126.9018239|35.1531013|전문도매시장||광주광역시 서구 천변좌로 262||공동시장;중형시장(점포 100~499개);||||||양동수산전통시장||||90303
월곡시장||126.8096772|35.1712815|전문도매시장||광주광역시 광산구 월곡 사암로 300||공설시장;소형시장(점포 100개 미만);||||||월곡시장||||90303
자동차의거리||126.9119842|35.1740167|전문도매시장||광주광역시 북구 자동차로 33||중형시장(점포 100~499개);||||||자동차의거리||||90303
경명시장||128.6040838|35.8757382|전문도매시장||대구광역시 북구 칠성시장로 19||공동시장;소형시장(점포 100개 미만);||||||경명시장||||90303
공항시장||128.6384216|35.8962467|전문도매시장||대구광역시 동구 해동로3길 6||공동시장;소형시장(점포 100개 미만);||||||공항시장||||90303
관문상가시장||128.5573148|35.8365541|전문도매시장||대구광역시 남구 대명서7길 24-3||공동시장;중형시장(점포 100~499개);||||||관문상가시장||||90303
교동시장||128.5966292|35.8731689|전문도매시장||대구광역시 중구 교동2길 11||공동시장;중형시장(점포 100~499개);||||||교동시장||||90303
교동시장1길/상점가||128.5962792|35.87345|전문도매시장||대구광역시 중구 교동길 31||중형시장(점포 100~499개);||||||교동시장1길 상점가||||90303
달서시장||128.5441966|35.8403772|전문도매시장||대구광역시 달서구 당산로 35||공동시장;중형시장(점포 100~499개);||||||달서시장||||90303
대구능금시장||128.6021875|35.8772989|전문도매시장||대구광역시 북구 칠성남로 197-15||공동시장;중형시장(점포 100~499개);||||||대구능금시장||||90303
대구대동시장||128.5378173|35.811678|전문도매시장||대구광역시 달서구 상원로 22-24||공동시장;중형시장(점포 100~499개);||||||대구대동시장||||90303
대구청과시장||128.6039645|35.8772404|전문도매시장||대구광역시 북구 칠성시장로 34||법인시장;소형시장(점포 100개 미만);||||||대구청과시장||||90303
대구패션쥬얼리특구||128.5988768|35.8731063|전문도매시장||대구광역시 중구 동성로 80||중형시장(점포 100~499개);||||||대구패션쥬얼리특구||||90303
동구시장||128.6395779|35.8740457|전문도매시장||대구광역시 동구 효목로 8동 구시장 A동 ||공동시장;중형시장(점포 100~499개);||||||동구시장||||90303
동국철물시장||||전문도매시장||대구광역시 중구 북성로 41||공동시장;소형시장(점포 100개 미만);||||||동국철물시장||||90303
동산상가||128.5817149|35.8689581|전문도매시장||대구광역시 중구 큰장로26길 65||공동시장;중대형시장(점포 500~999개);||||||동산상가||||90303
동서시장||128.6338835|35.8869602|전문도매시장||대구광역시 동구 아양로 37길 51-1||공동시장;소형시장(점포 100개 미만);||||||동서시장||||90303
동성로상점가||128.5955162|35.870267|전문도매시장||대구광역시 중구 동성로2길 24||중형시장(점포 100~499개);||||||동성로상점가||||90303
두류1번가||128.5647218|35.8600846|전문도매시장||대구광역시 서구 달구벌대로 1760||중형시장(점포 100~499개);||||||두류1번가||||90303
번개시장||128.5974642|35.8752351|전문도매시장||대구광역시 중구 태평로 177-3||법인시장;중형시장(점포 100~499개);||||||번개시장||||90303
봉덕신시장||128.6029387|35.8447459|전문도매시장||대구광역시 남구 봉덕로 115||공동시장;중형시장(점포 100~499개);||||||봉덕신시장||||90303
서남신시장||128.5459276|35.8540767|전문도매시장||대구광역시 달서구 달구벌대로329길 1||공동시장;중형시장(점포 100~499개);||||||서남신시장||||90303
서문시장/아진상가/상점가||||전문도매시장||대구광역시 중구 큰장로 28길 39||중형시장(점포 100~499개);||||||서문시장 아진상가 상점가||||90303
서문시장4지구종합대체상가||||전문도매시장||대구광역시 중구 달성로 18||법인시장;중형시장(점포 100~499개);|||||베네시움|서문시장4지구종합대체상가||||90303
서문시장5지구||128.5784309|35.8680879|전문도매시장||대구광역시 중구 큰장로26길 6||공동시장;중형시장(점포 100~499개);||||||서문시장5지구||||90303
서문시장건해산물상가||128.5795002|35.8681927|전문도매시장||대구광역시 중구 큰장로 26안길 5||공동시장;소형시장(점포 100개 미만);||||||서문시장건해산물상가||||90303
서문시장제1지구직물시장||128.5798557|35.8694078|전문도매시장||대구광역시 중구 큰장로28길 10||공동시장;중형시장(점포 100~499개);||||||서문시장제1지구직물시장||||90303
