##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@식신맛집
평양면옥||||식신맛집||서울특별시 강남구 논현로150길 6|서울특별시 강남구 논현동 66-2|||||||평양면옥||||
미/피아체||||식신맛집||서울특별시 강남구 압구정로80길 19-2|서울특별시 강남구 청담동 97-22|||||||미 피아체||||
보나세라||||식신맛집||서울 강남구 도산대로45길 18-2|서울특별시 강남구 신사동 650-1|||||||보나세라||||
STAY/시그니엘서울||||식신맛집||서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|||||||STAY 시그니엘서울||||
송쉐프||||식신맛집||서울특별시 강남구 도산대로1길 40|서울특별시 강남구 신사동 507-11|||||||송쉐프||||
스시코우지||||식신맛집||서울특별시 강남구 도산대로 404|서울특별시 강남구 청담동 1-1|||||||스시코우지||||
몽고네|신사점|||식신맛집||서울특별시 강남구 선릉로155길 5|서울특별시 강남구 신사동 665-10|||||||몽고네 신사점||||
도사/바이/백승욱||||식신맛집||서울 강남구 도산대로67길 7|서울특별시 강남구 청담동 92-12|||||||도사 바이 백승욱||||
모퉁이우/Restaurant/RIPE||||식신맛집||서울 강남구 영동대로96길 26|서울특별시 강남구 삼성동 169-8|||||||모퉁이우 Restaurant RIPE||||
알라프리마||||식신맛집||서울 강남구 학동로17길 13|서울특별시 강남구 논현동 42-6|||||||알라프리마||||
미즈컨테이너/강남/웨스트||||식신맛집||서울 서초구 서초대로73길 9|서울특별시 서초구 서초동 1316-29|||||||미즈컨테이너 강남 웨스트||||
봉피양|서초점|||식신맛집||서울특별시 서초구 강남대로53길 11|서울특별시 서초구 서초동 1330|||||||봉피양 서초점||||
바이킹스워프|롯데월드몰점|||식신맛집||서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|||||||바이킹스워프 롯데월드몰점||||
쉐이크쉑|강남점|||식신맛집||서울 강남구 강남대로 452|서울특별시 강남구 역삼동 809-13|||||||쉐이크쉑 강남점||||
강남교자본점||||식신맛집||서울 서초구 강남대로69길 11|서울특별시 서초구 서초동 1308-1|||||||강남교자본점||||
카페마마스|강남역점|||식신맛집||서울특별시 서초구 서운로 138|서울특별시 서초구 서초동 1321-6|||||||카페마마스 강남역점||||
딘타이펑|강남역점|||식신맛집||서울특별시 서초구 서초대로73길 12|서울특별시 서초구 서초동 1317-31|||||||딘타이펑 강남역점|세계빌|||
도치피자|강남점|||식신맛집||서울 강남구 강남대로98길 27|서울특별시 강남구 역삼동 620-17|||||||도치피자 강남점||||
마초쉐프|강남역점|||식신맛집||서울특별시 강남구 강남대로98길 16|서울특별시 강남구 역삼동 817-35|||||||마초쉐프 강남역점||||
을밀대|강남점|||식신맛집||서울특별시 강남구 테헤란로4길 46|서울특별시 강남구 역삼동 826-37|||||||을밀대 강남점||||
토끼정|강남점|||식신맛집||서울 강남구 봉은사로6길 32|서울특별시 강남구 역삼동 812-5|||||||토끼정 강남점||||
쟝블랑제리||||식신맛집||서울 관악구 낙성대역길 8|서울특별시 관악구 봉천동 1660-7|||||||쟝블랑제리||||
시골야채된장||||식신맛집||서울특별시 서초구 강남대로69길 11|서울특별시 서초구 서초동 1308-1|||||||시골야채된장||||
이춘복참치||||식신맛집||서울특별시 서초구 강남대로 475|서울특별시 서초구 반포동 748-12|||||||이춘복참치||||
구스테이크528||||식신맛집||서울 강남구 압구정로 108|서울특별시 강남구 신사동 528-3|||||||구스테이크528||||
나인로드피제리아|강남점|||식신맛집||서울 서초구 서초대로73길 11|서울특별시 서초구 서초동 1316-30|||||||나인로드피제리아 강남점||||
우래옥|강남점|||식신맛집||서울 강남구 영동대로 313|서울특별시 강남구 대치동 983-13|||||||우래옥 강남점||||
흑돈가|삼성점|||식신맛집||서울 강남구 봉은사로86길 14|서울특별시 강남구 삼성동 147-15|||||||흑돈가 삼성점||||
JS/가든|압구정점|||식신맛집||서울 강남구 언주로174길 13|서울특별시 강남구 신사동 638-9|||||||JS 가든 압구정점||||
아그라|롯데백화점에비뉴엘월드타워점|||식신맛집||서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|||||||아그라 롯데백화점에비뉴엘월드타워점||||
하동관|강남분점|||식신맛집||서울 강남구 테헤란로78길 16|서울특별시 강남구 대치동 891-44|||||||하동관 강남분점||||
JS가든|청담점|||식신맛집||서울특별시 강남구 도산대로 318|서울특별시 강남구 논현동 92|||||||JS가든 청담점||||
가락골마산아구찜||||식신맛집||서울 송파구 송이로19길 3|서울특별시 송파구 가락동 49-7|||||||가락골마산아구찜||||
부산양곱창||||식신맛집||서울특별시 강남구 언주로98길 8-1|서울특별시 강남구 역삼동 700-15|||||||부산양곱창||||
고에몬|강남점|||식신맛집||서울 서초구 서초대로77길 7|서울특별시 서초구 서초동 1317-13|||||||고에몬 강남점||||
몽중헌|청담점|||식신맛집||서울 강남구 도산대로 445|서울특별시 강남구 청담동 97|||||||몽중헌 청담점||||
전주전집||||식신맛집||서울특별시 동작구 동작대로7길 19|서울특별시 동작구 사당동 1032-1|||||||전주전집||||
개미집||||식신맛집||서울 강남구 압구정로 110|서울특별시 강남구 신사동 528-4|||||||개미집||||
서초면옥||||식신맛집||서울 서초구 반포대로28길 46|서울특별시 서초구 서초동 1557-7|||||||서초면옥||||
또순이네||||식신맛집||서울 영등포구 선유로47길 16|서울특별시 영등포구 양평동4가 81|||||||또순이네||||
애플하우스||||식신맛집||서울특별시 서초구 신반포로 50|서울특별시 서초구 반포동 978|||||||애플하우스||||
백년옥||||식신맛집||서울 서초구 남부순환로 2407|서울특별시 서초구 서초동 1450-6|||||||백년옥||||
삼거리먼지막순대국||||식신맛집||서울 영등포구 시흥대로185길 11|서울특별시 영등포구 대림동 963-9|||||||삼거리먼지막순대국||||
부일갈비||||식신맛집||서울특별시 서초구 서초중앙로2길 42|서울특별시 서초구 서초동 1427-6|||||||부일갈비||||
Midgard||||식신맛집||서울특별시 강남구 도산대로17길 6|서울특별시 강남구 신사동 561-11|||||||Midgard||||
김종용누룽지통닭|화곡본점|||식신맛집||서울 강서구 화곡로 113|서울특별시 강서구 화곡동 1068-31|||||||김종용누룽지통닭 화곡본점||||
한신포차|논현점|||식신맛집||서울 강남구 강남대로8길 11|서울특별시 강남구 논현동 182-29|||||||한신포차 논현점||||
부산아구||||식신맛집||서울특별시 강남구 강남대로150길 10|서울특별시 강남구 논현동 16-1|||||||부산아구||||
다미||||식신맛집||서울 영등포구 국제금융로8길 34|서울특별시 영등포구 여의도동 36-4|||||||다미||||
바른식시골보쌈&감자옹심이|사당본점|||식신맛집||서울 서초구 방배천로2길 25|서울특별시 서초구 방배동 449-5|||||||바른식시골보쌈&감자옹심이 사당본점||||
영양족발순대국||||식신맛집||서울특별시 강서구 초록마을로2길 48|서울특별시 강서구 화곡동 98-154|||||||영양족발순대국||||
더/키친/살바토레/쿠오모||||식신맛집||서울 강남구 언주로164길 29|서울특별시 강남구 신사동 646-2|||||||더 키친 살바토레 쿠오모||||
비금도청담점||||식신맛집||서울특별시 강남구 압구정로80길 26|서울특별시 강남구 청담동 95-4|||||||비금도청담점||||
장꼬방묵은김치찌개전문||||식신맛집||서울 서초구 효령로 364|서울특별시 서초구 서초동 1438-8|||||||장꼬방묵은김치찌개전문||||
임병주산동칼국수||||식신맛집||서울 서초구 강남대로37길 63|서울특별시 서초구 서초동 1365|||||||임병주산동칼국수||||
개성집||||식신맛집||서울특별시 양천구 목동중앙서로 48|서울특별시 양천구 목동 799-7|||||||개성집||||
뱀부하우스||||식신맛집||서울 강남구 언주로107길 33|서울특별시 강남구 역삼동 658-8|||||||뱀부하우스||||
창고43|본점1관점|||식신맛집||서울 영등포구 국제금융로6길 33|서울특별시 영등포구 여의도동 36-2|||||||창고43 본점1관점||||
세상의모든아침||||식신맛집||서울 영등포구 여의대로 24|서울특별시 영등포구 여의도동 28-1|||||||세상의모든아침||||
마포본가|사당본점|||식신맛집||서울 서초구 방배천로4길 15-3|서울특별시 서초구 방배동 451-9|||||||마포본가 사당본점||||
브리오슈도레|여의도역점|||식신맛집||서울특별시 영등포구 의사당대로 108|서울특별시 영등포구 여의도동 37|||||||브리오슈도레 여의도역점||||
파오파오||||식신맛집||서울 송파구 석촌호수로12길 22|서울특별시 송파구 잠실동 205-16|||||||파오파오||||
황재벌||||식신맛집||서울특별시 서초구 남부순환로347길 42-4|서울특별시 서초구 서초동 1360-47|||||||황재벌||||
스시고||||식신맛집||서울 서초구 사평대로22길 15|서울특별시 서초구 반포동 94-10|||||||스시고||||
브루스리||||식신맛집||서울특별시 서초구 양재천로 147-1|서울특별시 서초구 양재동 87-5|||||||브루스리||||
해주냉면||||식신맛집||서울 송파구 백제고분로7길 8-16|서울특별시 송파구 잠실동 195-9|||||||해주냉면||||
블랑제리11/17||||식신맛집||서울특별시 강동구 올림픽로 624|서울특별시 강동구 성내동 78-1|||||||블랑제리11 17|강동메디컬센터|||
가양칼국수버섯매운탕||||식신맛집||서울 영등포구 국제금융로 78|서울특별시 영등포구 여의도동 43-3|||||||가양칼국수버섯매운탕||||
프로간장게장||||식신맛집||서울 서초구 강남대로97길 9|서울특별시 서초구 잠원동 27-1|||||||프로간장게장||||
한추||||식신맛집||서울특별시 강남구 논현로175길 68|서울특별시 강남구 신사동 549-9|||||||한추||||
부여집||||식신맛집||서울특별시 영등포구 선유동1로 24|서울특별시 영등포구 당산동2가 162-13|||||||부여집||||
대가방||||식신맛집||서울 강남구 선릉로145길 13|서울특별시 강남구 논현동 99-7|||||||대가방||||
진순자계란말이김밥|봉천본점|||식신맛집||서울 관악구 청룡1길 19|서울특별시 관악구 봉천동 894-2|||||||진순자계란말이김밥 봉천본점||||
함경도찹쌀순대||||식신맛집||서울특별시 송파구 송파대로28길 32|서울특별시 송파구 가락동 79-7|||||||함경도찹쌀순대|올림피아오피스텔|||
고성막국수||||식신맛집||서울 강서구 방화대로49길 6-7|서울특별시 강서구 방화동 323-6|||||||고성막국수||||
신온누리에돈까스||||식신맛집||서울 동작구 여의대방로24길 107|서울특별시 동작구 대방동 407-27|||||||신온누리에돈까스||||
소호정|본점|||식신맛집||서울 서초구 논현로 27|서울특별시 서초구 양재동 392-11|||||||소호정 본점||||
우미노히||||식신맛집||서울 강남구 도산대로89길 12|서울특별시 강남구 청담동 125|||||||우미노히||||
독천낙지골||||식신맛집||서울 송파구 중대로 239|서울특별시 송파구 오금동 49-7|||||||독천낙지골||||
만푸쿠||||식신맛집||서울 송파구 오금로18길 4-9|서울특별시 송파구 송파동 52-1|||||||만푸쿠||||
비채나||||식신맛집||서울 송파구 올림픽로 300|서울특별시 송파구 신천동 29|||||||비채나||||
정인면옥||||식신맛집||서울특별시 영등포구 국회대로76길 10|서울특별시 영등포구 여의도동 13-1|||||||정인면옥||||
짱이네산곰장어||||식신맛집||서울 강남구 언주로 605|서울특별시 강남구 논현동 237-5|||||||짱이네산곰장어||||
봉산옥||||식신맛집||서울특별시 서초구 반포대로8길 5-6|서울특별시 서초구 서초동 1451-9|||||||봉산옥|조강빌딩|||
강릉수산||||식신맛집||서울특별시 동작구 노들로 688|서울특별시 동작구 노량진동 13-8|||||||강릉수산||||
이도곰탕||||식신맛집||서울 강남구 논현로94길 29-5|서울특별시 강남구 역삼동 671-17|||||||이도곰탕||||
이조보쌈||||식신맛집||서울특별시 영등포구 당산로 244|서울특별시 영등포구 당산동6가 295|||||||이조보쌈||||
거북곱창||||식신맛집||서울 서초구 서초대로50길 94|서울특별시 서초구 서초동 1565-8|||||||거북곱창||||
히까리||||식신맛집||서울특별시 강남구 강남대로 506|서울특별시 강남구 논현동 164-11|||||||히까리||||
테이블스타||||식신맛집||서울특별시 강남구 논현로153길 62|서울특별시 강남구 신사동 545-22|||||||테이블스타||||
군산오징어|본점|||식신맛집||서울 송파구 삼학사로 101|서울특별시 송파구 삼전동 130-15|||||||군산오징어 본점||||
신사/닭한마리감자탕||||식신맛집||서울 강남구 강남대로152길 13|서울특별시 강남구 신사동 512-18|||||||신사 닭한마리감자탕||||
마루심||||식신맛집||서울 서초구 고무래로10길 10|서울특별시 서초구 반포동 54-10|||||||마루심||||
올라|여의도KBS점|||식신맛집||서울 영등포구 의사당대로 38|서울특별시 영등포구 여의도동 17|||||||올라 여의도KBS점||||
큰손제주흑돼지||||식신맛집||서울 송파구 백제고분로45길 10|서울특별시 송파구 송파동 50|||||||큰손제주흑돼지||||
남순남순대국|본점|||식신맛집||서울특별시 강남구 도곡로4길 12|서울특별시 강남구 도곡동 945-2|||||||남순남순대국 본점|지엠빌딩|||
도스타코스|강남역점|||식신맛집||서울특별시 서초구 강남대로 455|서울특별시 서초구 서초동 1303-35|||||||도스타코스 강남역점|강남태영데시앙루브|||
마산옥||||식신맛집||서울 강남구 강남대로152길 9|서울특별시 강남구 신사동 512-20|||||||마산옥||||
하쯔호||||식신맛집||서울특별시 영등포구 여의동로 213|서울특별시 영등포구 여의도동 61|||||||하쯔호||||
대도식당|삼성점|||식신맛집||서울 강남구 삼성로 545|서울특별시 강남구 삼성동 127-3|||||||대도식당 삼성점||||
돌곰네||||식신맛집||서울특별시 강남구 언주로146길 18|서울특별시 강남구 논현동 105|||||||돌곰네||||
신림정||||식신맛집||서울 관악구 봉천로 248|서울특별시 관악구 신림동 1428-5|||||||신림정||||
천호곱창||||식신맛집||서울 강동구 진황도로 17-1|서울특별시 강동구 천호동 556-2|||||||천호곱창||||
영동족발|3호점|||식신맛집||서울 서초구 남부순환로 2628-18|서울특별시 서초구 양재동 1-8|||||||영동족발 3호점||||
스시만||||식신맛집||서울 서초구 동광로27길 3|서울특별시 서초구 방배동 1-3|||||||스시만||||
반포치킨||||식신맛집||서울 서초구 신반포로 38|서울특별시 서초구 반포동 1048|||||||반포치킨||||
황우양대창||||식신맛집||서울특별시 강남구 언주로98길 5|서울특별시 강남구 역삼동 689-14|||||||황우양대창||||
이수부||||식신맛집||서울특별시 강남구 논현로 57길 38|서울특별시 강남구 도곡동 546-8|||||||이수부||||
쥬안||||식신맛집||서울 강남구 압구정로72길 12|서울특별시 강남구 청담동 81-10|||||||쥬안||||
엘본더테이블/가로수길|본점|||식신맛집||서울 강남구 논현로175길 88|서울특별시 강남구 신사동 530-5|||||||엘본더테이블 가로수길 본점||||
스타쉐프||||식신맛집||서울특별시 강남구 논현로38길 38-6|서울특별시 강남구 도곡동 417-2|||||||스타쉐프||||
꽃지|삼성점|||식신맛집||서울 강남구 봉은사로 610|서울특별시 강남구 삼성동 160-18|||||||꽃지 삼성점||||
몰타참치||||식신맛집||서울특별시 강남구 삼성로85길 26|서울특별시 강남구 대치동 891-46|||||||몰타참치||||
김영모과자점|도곡타워점|||식신맛집||서울 강남구 언주로30길 10|서울특별시 강남구 도곡동 467-19|||||||김영모과자점 도곡타워점||||
청송산오징어||||식신맛집||서울특별시 관악구 남현1길 8|서울특별시 관악구 남현동 1065-1|||||||청송산오징어||||
중앙해장||||식신맛집||서울 강남구 영동대로86길 17|서울특별시 강남구 대치동 996-16|||||||중앙해장||||
배드파머스|신사동점|||식신맛집||서울 강남구 압구정로4길 31|서울특별시 강남구 신사동 523-21|||||||배드파머스 신사동점||||
외고집설렁탕||||식신맛집||서울 강남구 삼성로 555|서울특별시 강남구 삼성동 120-8|||||||외고집설렁탕||||
뚜또/베네||||식신맛집||서울 강남구 압구정로77길 5|서울특별시 강남구 청담동 118-9|||||||뚜또 베네||||
샘밭막국수||||식신맛집||서울 서초구 서초중앙로24길 27|서울특별시 서초구 서초동 1685-8|||||||샘밭막국수||||
라싸브어||||식신맛집||서울특별시 서초구 서래로 24|서울특별시 서초구 반포동 90-10|||||||라싸브어||||
레트로오븐||||식신맛집||서울 강남구 봉은사로55길 25|서울특별시 강남구 삼성동 35-22|||||||레트로오븐||||
오모리찌개||||식신맛집||서울 송파구 송파대로 471|서울특별시 송파구 석촌동 183-3|||||||오모리찌개||||
진원조닭한마리|잠실신천점|||식신맛집||서울 송파구 백제고분로7길 32-11|서울특별시 송파구 잠실동 188-2|||||||진원조닭한마리 잠실신천점||||
한성돈까스||||식신맛집||서울특별시 서초구 강남대로97길 10|서울특별시 서초구 잠원동 21-5|||||||한성돈까스||||
여수여천168호||||식신맛집||서울 동작구 노들로 674|서울특별시 동작구 노량진동 13-6|||||||여수여천168호||||
오무라안||||식신맛집||서울 강남구 논현로79길 66|서울특별시 강남구 역삼동 828-55|||||||오무라안||||
옛날빈대떡||||식신맛집||서울 양천구 공항대로 638|서울특별시 양천구 목동 515-5|||||||옛날빈대떡||||
신길동매운짬뽕||||식신맛집||서울 영등포구 영등포로62길 10-1|서울특별시 영등포구 신길동 48-20|||||||신길동매운짬뽕||||
줄라이||||식신맛집||서울 서초구 동광로 164|서울특별시 서초구 반포동 577-20|||||||줄라이||||
진성한우곱창||||식신맛집||서울특별시 송파구 송파대로28길 27|서울특별시 송파구 가락동 80|||||||진성한우곱창||||
교대곱창||||식신맛집||서울 서초구 서초중앙로 77|서울특별시 서초구 서초동 1578-3|||||||교대곱창||||
등나무집||||식신맛집||서울특별시 동작구 대림로 52|서울특별시 동작구 신대방동 687-14|||||||등나무집||||
현복집||||식신맛집||서울특별시 강남구 도산대로50길 14|서울특별시 강남구 논현동 96-15|||||||현복집||||
영일분식||||식신맛집||서울특별시 영등포구 도림로141가길 34-1|서울특별시 영등포구 문래동4가 8-26|||||||영일분식||||
모던눌랑|센트럴시티점|||식신맛집||서울 서초구 사평대로 205|서울특별시 서초구 반포동 118-6|||||||모던눌랑 센트럴시티점||||
대합탕/수제비/포장마차||||식신맛집||서울특별시 양천구 목동동로 350|서울특별시 양천구 목동 912|||||||대합탕 수제비 포장마차||||
유림||||식신맛집||서울 강서구 양천로61길 90|서울특별시 강서구 염창동 5-17|||||||유림||||
오시오떡볶이||||식신맛집||서울 동작구 양녕로 278-2|서울특별시 동작구 상도1동 633-44|||||||오시오떡볶이||||
페어링룸||||식신맛집||서울특별시 강남구 도산대로81길 14|서울특별시 강남구 청담동 117-12|||||||페어링룸||||
골목길|신천점|||식신맛집||서울 송파구 백제고분로7길 8-16|서울특별시 송파구 잠실동 195-9|||||||골목길 신천점||||
울프강스테이크하우스||||식신맛집||서울특별시 강남구 선릉로152길 21|서울특별시 강남구 청담동 89-6|||||||울프강스테이크하우스|영인빌딩|||
아나고야||||식신맛집||서울 강남구 강남대로124길 3-9|서울특별시 강남구 논현동 143-9|||||||아나고야||||
대치정육식당||||식신맛집||서울특별시 강남구 역삼로 450|서울특별시 강남구 대치동 911-8|||||||대치정육식당||||
송|현대백화점무역센터점|||식신맛집||서울 강남구 테헤란로 517|서울특별시 강남구 삼성동 159-7|||||||송 현대백화점무역센터점||||
갯바위||||식신맛집||서울특별시 관악구 남부순환로216길 13|서울특별시 관악구 봉천동 876-19|||||||갯바위|모산빌라|||
다래식당||||식신맛집||서울 동작구 만양로2길 2|서울특별시 동작구 상도동 17-61|||||||다래식당||||
Just/Steak||||식신맛집||서울 강남구 언주로152길 11-7|서울특별시 강남구 신사동 631-16|||||||Just Steak||||
모꼬지에||||식신맛집||서울특별시 송파구 송파대로36길 5-13|서울특별시 송파구 송파동 195-1|||||||모꼬지에||||
산마루돌구이||||식신맛집||서울 서초구 나루터로10길 29|서울특별시 서초구 잠원동 31-1|||||||산마루돌구이||||
순천식당||||식신맛집||서울 동작구 노량진로 82|서울특별시 동작구 노량진동 266-4|||||||순천식당||||
산호||||식신맛집||서울 강남구 논현로175길 111|서울특별시 강남구 신사동 525-7|||||||산호||||
OK/Burger|여의도점|||식신맛집||서울 영등포구 국제금융로2길 32|서울특별시 영등포구 여의도동 23-8|||||||OK Burger 여의도점||||
서궁||||식신맛집||서울 영등포구 국제금융로 86|서울특별시 영등포구 여의도동 43-4|||||||서궁||||
성민양꼬치||||식신맛집||서울특별시 관악구 관악로16길 38|서울특별시 관악구 봉천동 1602-37|||||||성민양꼬치||||
등촌/최월선칼국수||||식신맛집||서울 강서구 화곡로64길 68|서울특별시 강서구 등촌동 654-95|||||||등촌 최월선칼국수||||
한아람||||식신맛집||서울특별시 송파구 위례성대로 34|서울특별시 송파구 방이동 180-7|||||||한아람||||
대우식당||||식신맛집||서울특별시 강남구 테헤란로25길 34|서울특별시 강남구 역삼동 641-18|||||||대우식당||||
호무랑||||식신맛집||서울특별시 강남구 도산대로 442|서울특별시 강남구 청담동 4-1|||||||호무랑||||
허브족발||||식신맛집||서울특별시 영등포구 당산로48길 6|서울특별시 영등포구 당산동6가 237-38|||||||허브족발||||
나인온스버거||||식신맛집||서울 관악구 관악로12길 109|서울특별시 관악구 봉천동 1626-20|||||||나인온스버거||||
그라노||||식신맛집||서울 강남구 언주로168길 16|서울특별시 강남구 신사동 645-1|||||||그라노||||
영원식당||||식신맛집||서울특별시 영등포구 여의나루로 117|서울특별시 영등포구 여의도동 21-3|||||||영원식당||||
미미면가||||식신맛집||서울 강남구 강남대로160길 29|서울특별시 강남구 신사동 521-16|||||||미미면가||||
인뉴욕||||식신맛집||서울 강남구 도산대로45길 8-3|서울특별시 강남구 신사동 651-5|||||||인뉴욕||||
갓포아키|도산공원점|||식신맛집||서울 강남구 도산대로45길 8-3|서울특별시 강남구 신사동 651-5|||||||갓포아키 도산공원점||||
그안에맛있는이탈리안||||식신맛집||서울특별시 강남구 언주로30길 26|서울특별시 강남구 도곡동 467-29|||||||그안에맛있는이탈리안||||
르알래스카|가로수길점|||식신맛집||서울 강남구 압구정로14길 15|서울특별시 강남구 신사동 550-22|||||||르알래스카 가로수길점||||
오목집|목동본점|||식신맛집||서울 양천구 목동서로 155|서울특별시 양천구 목동 917|||||||오목집 목동본점||||
우장군곱창||||식신맛집||서울 강서구 강서로5나길 115|서울특별시 강서구 화곡동 929-4|||||||우장군곱창||||
오뗄두스||||식신맛집||서울 서초구 서래로10길 9|서울특별시 서초구 반포동 93-5|||||||오뗄두스||||
산월수제비||||식신맛집||서울 강남구 삼성로 212|서울특별시 강남구 대치동 316|||||||산월수제비||||
스시산||||식신맛집||서울 송파구 석촌호수로 118|서울특별시 송파구 잠실동 242-9|||||||스시산||||
차이린||||식신맛집||서울 강남구 삼성로112길 10|서울특별시 강남구 삼성동 71-24|||||||차이린||||
대치골/한우/곱창||||식신맛집||서울특별시 강남구 선릉로64길 11-5|서울특별시 강남구 대치동 922-17|||||||대치골 한우 곱창||||
은행골/본점신관||||식신맛집||서울 관악구 조원로 10-1|서울특별시 관악구 신림동 1654-8|||||||은행골 본점신관||||
미나미||||식신맛집||서울 서초구 서초대로58길 31-2|서울특별시 서초구 서초동 1668-7|||||||미나미||||
외래향|서울대점|||식신맛집||서울특별시 관악구 남부순환로 1801|서울특별시 관악구 봉천동 874-4|||||||외래향 서울대점||||
삼미/숯불/갈비||||식신맛집||서울 강남구 학동로2길 30|서울특별시 강남구 논현동 143-10|||||||삼미 숯불 갈비||||
스시초희||||식신맛집||서울특별시 강남구 도산대로45길 18-6|서울특별시 강남구 신사동 650-6|||||||스시초희||||
레스쁘아/뒤/이부||||식신맛집||서울특별시 강남구 선릉로152길 33|서울특별시 강남구 청담동 90-25|||||||레스쁘아 뒤 이부||||
순댕이네얼큰수제비||||식신맛집||서울특별시 금천구 시흥대로136길 1|서울특별시 금천구 독산동 160-17|||||||순댕이네얼큰수제비||||
마담밍||||식신맛집||서울특별시 강남구 선릉로86길 5-4|서울특별시 강남구 대치동 889-65|||||||마담밍||||
원가네손만두||||식신맛집||서울 송파구 송파대로 111|서울특별시 송파구 문정동 618|||||||원가네손만두||||
평가옥||||식신맛집||서울 강남구 삼성로95길 37|서울특별시 강남구 삼성동 143-1|||||||평가옥||||
한국순대||||식신맛집||서울 서초구 바우뫼로35길 4|서울특별시 서초구 양재동 5-22|||||||한국순대||||
부산양곱창||||식신맛집||서울 송파구 백제고분로7길 52-24|서울특별시 송파구 잠실동 207-7|||||||부산양곱창||||
데일리라운드/서초실버라벨||||식신맛집||서울 서초구 서초대로42길 66|서울특별시 서초구 서초동 1544-10|||||||데일리라운드 서초실버라벨||||
55도와인앤다인||||식신맛집||서울 강남구 선릉로162길 12|서울특별시 강남구 청담동 83-1|||||||55도와인앤다인||||
TAVERN38||||식신맛집||서울 서초구 명달로22길 12-12|서울특별시 서초구 서초동 1515-5|||||||TAVERN38||||
방화동쭈꾸미마을1997||||식신맛집||서울특별시 강서구 금낭화로15길 12|서울특별시 강서구 방화동 451-8|||||||방화동쭈꾸미마을1997||||
삼성원조양곱창||||식신맛집||서울특별시 강남구 학동로101길 7|서울특별시 강남구 청담동 133-6|||||||삼성원조양곱창||||
