##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@세븐일레븐
세븐일레븐|경포대점|128.91250867|37.800254922|세븐일레븐||강원도 강릉시 창해로 439||ATM||||||세븐일레븐 경포대점|1층 편의점 (강문동)|||90701
세븐일레븐|경포바다점|128.91097196|37.801771649|세븐일레븐||강원도 강릉시 창해로 461||카페;ATM||||||세븐일레븐 경포바다점||||90701
세븐일레븐|경포비치점|128.91305243884185|37.800033493597105|세븐일레븐||강원도 강릉시 창해로 435||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 경포비치점|1층 (강문동)|||90701
세븐일레븐|경포사근진점|128.89824636|37.812023569|세븐일레븐||강원도 강릉시 해안로 615||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 경포사근진점|(안현동)|||90701
세븐일레븐|경포파도점|128.90914514|37.80348764|세븐일레븐||강원도 강릉시 창해로 485||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 경포파도점|2동 1층 4호 (강문동)|||90701
세븐일레븐|경포하남점|128.89869694109265|37.80762743863833|세븐일레븐||강원도 강릉시 하남길 323||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 경포하남점|(안현동)|||90701
세븐일레븐|관동대원룸점|128.87827846|37.735905499|세븐일레븐||강원도 강릉시 범일로555번길 27||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 관동대원룸점|(내곡동)|||90701
세븐일레븐|관동대점|128.8790157|37.739043107|세븐일레븐||강원도 강릉시 관솔길 117||카페;ATM||||||세븐일레븐 관동대점||||90701
세븐일레븐|정동진점|129.03200871|37.691570691|세븐일레븐||강원도 강릉시 강동면 정동역길 12||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 정동진점||||90701
세븐일레븐|정동진해변점|129.03966319|37.686451486|세븐일레븐||강원도 강릉시 강동면 헌화로 989||카페||||||세븐일레븐 정동진해변점||||90701
세븐일레븐|주문진교항점|128.8268339|37.878892696|세븐일레븐||강원도 강릉시 주문진읍 매맥이길 4||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 주문진교항점||||90701
세븐일레븐|주문진도깨비점|128.83445927|37.878590315|세븐일레븐||강원도 강릉시 주문진읍 해안로 1595||카페;ATM||||||세븐일레븐 주문진도깨비점||||90701
세븐일레븐|주문진등대점|128.83276644832463|37.897775590418945|세븐일레븐||강원도 강릉시 주문진읍 등대길 2||||||||세븐일레븐 주문진등대점||||90701
세븐일레븐|주문진밸류점|128.82587703|37.889112189|세븐일레븐||강원도 강릉시 주문로 58-1||카페;ATM||||||세븐일레븐 주문진밸류점||||90701
세븐일레븐|주문진수협점|128.82869251|37.889522491|세븐일레븐||강원도 강릉시 주문진읍 해안로 1730||카페||||||세븐일레븐 주문진수협점|1층|||90701
세븐일레븐|주문진읍점|128.82803015|37.894361244|세븐일레븐||강원도 강릉시 주문로 121-2||ATM||||||세븐일레븐 주문진읍점||||90701
세븐일레븐|주문진터미널점|128.82532312|37.884540945|세븐일레븐||강원도 강릉시 주문로 6||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 주문진터미널점|1호|||90701
세븐일레븐|포남공원점|128.91192327|37.768735155|세븐일레븐||강원도 강릉시 경강로2301번길 17||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 포남공원점||||90701
세븐일레븐|포남으뜸점|128.91095346|37.770912903|세븐일레븐||강원도 강릉시 강릉대로 422-7||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 포남으뜸점|카리스마 나이트 101호|||90701
세븐일레븐|간성읍점|128.47053907|38.378984327|세븐일레븐||강원도 고성군 간성로 39-2||카페;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 간성읍점||||90701
세븐일레븐|고성거진점|128.45644913|38.447837159|세븐일레븐||강원도 고성군 거진읍 행랑골길 2||카페||||||세븐일레븐 고성거진점||||90701
세븐일레븐|고성봉포점|128.56489985|38.252716664|세븐일레븐||강원도 고성군 토성면 토성로 67||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 고성봉포점||||90701
세븐일레븐|고성천진점|128.5604588|38.256155659|세븐일레븐||강원도 고성군 토성면 토성로 121||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 고성천진점||||90701
세븐일레븐|동해묵호등대점|129.11975001|37.553784126|세븐일레븐||강원도 동해시 일출로 121||||||||세븐일레븐 동해묵호등대점|묵호진동|||90701
세븐일레븐|동해부곡점|129.1056791531576|37.53675787809783|세븐일레븐||강원도 동해시 부곡복개로 32||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 동해부곡점|(부곡동)|||90701
세븐일레븐|동해엘리시아점|129.11187725|37.532225817|세븐일레븐||강원도 동해시 평릉동 평원로 107||ATM||||||세븐일레븐 동해엘리시아점||||90701
세븐일레븐|동해역점|129.12464303|37.497988139|세븐일레븐||강원도 동해시 송정로 54||카페;ATM||||||세븐일레븐 동해역점|(송정동)|||90701
세븐일레븐|동해점|129.11688793|37.519326092|세븐일레븐||강원도 동해시 동굴로 123-4||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 동해점|(천곡동)|||90701
세븐일레븐|동해중앙점|129.11644554|37.521121296|세븐일레븐||강원도 동해시 한섬로 114||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 동해중앙점||||90701
세븐일레븐|동해천곡골드점|129.11532964628518|37.51813248007072|세븐일레븐||강원도 동해시 동굴4길 6||||||||세븐일레븐 동해천곡골드점||||90701
세븐일레븐|동해천곡원룸점|129.11952222|37.515697076|세븐일레븐||강원도 동해시 감추4길 11||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 동해천곡원룸점|(천곡동)|||90701
세븐일레븐|동해천곡점|129.1206064|37.517241471|세븐일레븐||강원도 동해시 천곡동 감추5길 22||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 동해천곡점||||90701
세븐일레븐|동해추암점|129.15848152|37.478355876|세븐일레븐|||강원도 동해시 추암동 1-3|카페;ATM||||||세븐일레븐 동해추암점|c-2동 104호|||90701
세븐일레븐|도계대학로점|129.04515019|37.236704108|세븐일레븐||강원 삼척시 도계로 312||카페;베이커리;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 도계대학로점|도계읍|||90701
세븐일레븐|삼척근덕점|129.22747294|37.38032122|세븐일레븐||강원도 삼척시 근덕면 교가길 25||카페;베이커리;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 삼척근덕점||||90701
세븐일레븐|삼척대학로점|129.16303426|37.444934164|세븐일레븐||강원도 삼척시 성당길 95||ATM||||||세븐일레븐 삼척대학로점|(당저동)|||90701
세븐일레븐|삼척덕산해변점|129.24030344|37.386002675|세븐일레븐||강원도 삼척시 덕산해변길 92||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 삼척덕산해변점|카페외전체|||90701
세븐일레븐|삼척도계대로점|129.05556578|37.252790147|세븐일레븐||강원도 삼척시 도계읍 강원남부로 1706||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 삼척도계대로점||||90701
세븐일레븐|삼척도계생활관점|129.0467203|37.238431907|세븐일레븐||강원도 삼척시 도계읍 도계우회로 76||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 삼척도계생활관점||||90701
세븐일레븐|삼척도계점|129.03260337|37.191403334|세븐일레븐|||강원 삼척시 도계읍 |스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 삼척도계점||||90701
세븐일레븐|삼척도계주공점|129.0381248285032|37.21163627963687|세븐일레븐||강원도 삼척시 도계읍 도계로 134||||||||세븐일레븐 삼척도계주공점|상가동 3호|||90701
세븐일레븐|삼척문화거리점|129.1633273|37.440986697|세븐일레븐||강원도 삼척시 엑스포로 2||||||||세븐일레븐 삼척문화거리점|읍중동|||90701
세븐일레븐|삼척삼원점|129.16736685|37.440026226|세븐일레븐||강원도 삼척시 중앙로 185||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 삼척삼원점|(남양동)|||90701
세븐일레븐|삼척새천년점|129.16363194|37.466615546|세븐일레븐||강원도 삼척시 새천년도로 598||||||||세븐일레븐 삼척새천년점|1층 (갈천동)|||90701
세븐일레븐|삼척온천점|129.17952465|37.446303045|세븐일레븐||강원도 삼척시 정상동 동해대로 4098||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 삼척온천점||||90701
세븐일레븐|삼척청솔점|129.17601231|37.447214586|세븐일레븐|||강원 삼척시 정상동 457-1|스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 삼척청솔점||||90701
세븐일레븐|삼척한마음점|129.17011412|37.444393537|세븐일레븐||강원도 삼척시 척주로 55-1||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 삼척한마음점|1층 (남양동,현송원룸)|||90701
세븐일레븐|대포항해오름점|128.60584491|38.175140304|세븐일레븐||강원도 속초시 대포항길 37||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 대포항해오름점||||90701
세븐일레븐|설악켄싱턴호텔점|128.50025078|38.172634745|세븐일레븐||강원도 속초시 설악산로 998||카페||||||세븐일레븐 설악켄싱턴호텔점||||90701
세븐일레븐|설악해맞이점|128.60786|38.1647253|세븐일레븐||강원도 속초시 동해대로 3677||ATM||||||세븐일레븐 설악해맞이점|2호|||90701
세븐일레븐|속초갯배점|128.59159592|38.203111954|세븐일레븐|||강원 속초시 중앙동 278-89|스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초갯배점|(신 검색 않됌)|||90701
세븐일레븐|속초금호점|128.58706422|38.209122304|세븐일레븐||강원도 속초시 번영로 107||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초금호점|1층 (동명동)|||90701
세븐일레븐|속초대포수협점|128.60697722|38.172036805|세븐일레븐||강원도 속초시 대포항희망1길 36||카페||||||세븐일레븐 속초대포수협점|(대포동)|||90701
세븐일레븐|속초대포항점|128.60455072|38.172949192|세븐일레븐||강원 속초시 대포동 동해대로 3783||카페;베이커리;치킨;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 속초대포항점|(대포동)|||90701
세븐일레븐|속초동명항점|128.59964544890752|38.21266646236479|세븐일레븐||강원도 속초시 영금정로 27||||||||세븐일레븐 속초동명항점|(동명동)|||90701
세븐일레븐|속초동진리조트점|128.5494661|38.211260567|세븐일레븐||강원도 속초시 번영로 170||ATM||||||세븐일레븐 속초동진리조트점|(영랑동)|||90701
세븐일레븐|속초동해대로점|128.60151337|38.186618239|세븐일레븐||강원도 속초시 동해대로 3940||카페||||||세븐일레븐 속초동해대로점|1층|||90701
세븐일레븐|속초등대점|128.59844112973704|38.21439801958112|세븐일레븐||강원도 속초시 영랑해안길 87||카페||||||세븐일레븐 속초등대점||||90701
세븐일레븐|속초럭키점|128.5787932|38.208455547|세븐일레븐||강원도 속초시 미시령로 3413||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초럭키점||||90701
세븐일레븐|속초롯데리조트점|128.61278958|38.180612158|세븐일레븐||강원도 속초시 대포항길 186||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 속초롯데리조트점|지하1층 (대포동,롯데리조트속초)|||90701
세븐일레븐|속초먹거리점|128.57383103|38.193907321|세븐일레븐||강원 속초시 먹거리2길 9||ATM||||||세븐일레븐 속초먹거리점|(교동)|||90701
세븐일레븐|속초미소점|128.57154109|38.198676308|세븐일레븐|||강원 속초시 교동 804-63|스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초미소점|1층 오른쪽상가|||90701
세븐일레븐|속초비치점|128.6013906|38.1905907|세븐일레븐||강원도 속초시 해오름로 196||카페;ATM||||||세븐일레븐 속초비치점|101호 (조양동)|||90701
세븐일레븐|속초설악빌점|128.57453157081375|38.187426441322714|세븐일레븐||강원도 속초시 청대마을길 5||카페||||||세븐일레븐 속초설악빌점||||90701
세븐일레븐|속초성호점|128.60033561|38.183910229|세븐일레븐||강원 속초시 청대로 2||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 속초성호점|(조양동)|||90701
세븐일레븐|속초시청점|128.59313135|38.207353782|세븐일레븐||강원도 속초시 동명동 중앙로 190||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초시청점|(설악센트리움 101)|||90701
세븐일레븐|속초엑스포점|128.58250314|38.191877393|세븐일레븐|||강원 속초시 조양동 1542-11|카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 속초엑스포점||||90701
세븐일레븐|속초연희점|128.58273340062465|38.1875395491429|세븐일레븐||강원도 속초시 조양로 161||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초연희점|상가동 102,103호 (조양동,부영아파트6단지)|||90701
세븐일레븐|속초영랑대박점|128.59192556|38.216147679|세븐일레븐||강원도 속초시 영랑동 영랑로3길 20||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초영랑대박점||||90701
세븐일레븐|속초영랑점|128.59451077|38.215319868|세븐일레븐||강원도 속초시 중앙로 295||카페||||||세븐일레븐 속초영랑점||||90701
세븐일레븐|속초제일점|128.59450632|38.190208796|세븐일레븐||강원도 속초시 동해대로 4024||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 속초제일점||||90701
세븐일레븐|속초조양점|128.59697789|38.190283296|세븐일레븐||강원도 속초시 조양동 동해대로 4002||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 속초조양점||||90701
세븐일레븐|속초청학점|128.58494432|38.200867044|세븐일레븐||강원도 속초시 중앙로82번길 16||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 속초청학점|(청학동)|||90701
세븐일레븐|속초터미널점|128.59916736|38.190610213|세븐일레븐||강원도 속초시 청호로 3||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초터미널점|(조양동)|||90701
세븐일레븐|속초하우스토리점|128.57294208|38.198639526|세븐일레븐||강원도 속초시 동해대로 4280||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초하우스토리점||||90701
세븐일레븐|속초항점|128.59330621|38.209718749|세븐일레븐||강원도 속초시 중앙로 216||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초항점||||90701
세븐일레븐|속초해수욕장점|128.60549388614137|38.18576754488699|세븐일레븐||강원도 속초시 해오름로 127||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 속초해수욕장점|(대포동)|||90701
세븐일레븐|양구로드점|128.00974668|38.13599788|세븐일레븐||강원도 양구군 죽곡로73번길 1||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 양구로드점||||90701
세븐일레븐|양구백두산점|127.95544103|38.226229444|세븐일레븐||강원도 양구군 평화로 5447||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 양구백두산점||||90701
세븐일레븐|양구비봉로점|127.98724179|38.107310622|세븐일레븐||강원도 양구군 양구읍 비봉로 64-4||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 양구비봉로점||||90701
세븐일레븐|양구상리점|127.98856413|38.100186145|세븐일레븐||강원도 양구군 양구읍 청춘로 25||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 양구상리점|1층 1호 (대명상가)|||90701
세븐일레븐|양구성심점|127.99074|38.104625379|세븐일레븐||강원도 양구군 양구읍 중앙길 65-27||||||||세븐일레븐 양구성심점||||90701
세븐일레븐|양구정중앙터미널점|128.03308163|38.108040786|세븐일레븐||강원도 양구군 남면 정중앙로 610||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 양구정중앙터미널점||||90701
세븐일레븐|낙산대로점|128.62877637|38.117860158|세븐일레븐||강원도 양양군 강현면 동해대로 3088||||||||세븐일레븐 낙산대로점||||90701
세븐일레븐|낙산용궁점|128.63156746|38.11907897|세븐일레븐||강원 양양군 강현면 해맞이길 26||카페;스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 낙산용궁점|(전진리)|||90701
세븐일레븐|낙산의상대점|128.63059554|38.121521087|세븐일레븐||강원 양양군 강현면 낙산사로 48||카페||||||세븐일레븐 낙산의상대점|(전진리)|||90701
세븐일레븐|낙산파도점|128.63058287955752|38.120951942391066|세븐일레븐||강원도 양양군 강현면 낙산사로 42||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 낙산파도점|1층|||90701
세븐일레븐|낙산해변점|128.63197901|38.117282416|세븐일레븐||강원도 양양군 강현면 일출로 31-10||카페;스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 낙산해변점||||90701
세븐일레븐|양양군청길점|128.62378626|38.077258698|세븐일레븐||강원도 양양군 양양읍 군청길 49||스마트픽;반품접수;국제 특송 서비스||||||세븐일레븐 양양군청길점|1층|||90701
세븐일레븐|양양동호점|128.68184164|38.057308515|세븐일레븐||강원도 양양군 손양면 선사유적로 296||스마트픽;반품접수;ATM;국제 특송 서비스||||||세븐일레븐 양양동호점||||90701
세븐일레븐|양양서문점|128.6119253468194|38.07373941353944|세븐일레븐||강원도 양양군 양양로 159-5||||||||세븐일레븐 양양서문점||||90701
