##NAME|SUBNAME|X|Y|MAPPERS_TYPE|TELNUM|NEWADDR|ADDR|FEAT1|FEAT2|AREA|DATE|ALTNAME|ETCNAME|ORGNAME|ETCADDR|PNUCODE|RD_JIBUN|MAPPERS_CD@@식신맛집
동명항생선숯불구이||||식신맛집|||강원도 속초시 동명동 513-98|||||||동명항생선숯불구이||||
강릉짬뽕순두부/동화가든|본점|||식신맛집||강원 강릉시 초당순두부길77번길 15|강원도 강릉시 초당동 309-1|||||||강릉짬뽕순두부 동화가든 본점||||
단천식당||||식신맛집|||강원도 속초시 청호동 842|||||||단천식당||||
원조숯불닭불고기||||식신맛집||강원도 춘천시 낙원길 28-4|강원도 춘천시 중앙로2가 70|||||||원조숯불닭불고기||||
송정해변막국수||||식신맛집||강원 강릉시 창해로 267|강원도 강릉시 강문동 308-11|||||||송정해변막국수||||
봉브레드||||식신맛집||강원 속초시 동해대로 4344-1|강원도 속초시 교동 799-173|||||||봉브레드||||
차현희순두부청국장||||식신맛집|||강원도 강릉시 초당동 6-7|||||||차현희순두부청국장||||
속초삼해횟집||||식신맛집||강원 속초시 영랑해안길 255|강원도 속초시 영랑동 148-171|||||||속초삼해횟집||||
실로암메밀국수||||식신맛집|||강원도 양양군 강현면 장산리 228|||||||실로암메밀국수||||
고분옥할머니순두부||||식신맛집||강원 강릉시 초당순두부길77번길 16|강원도 강릉시 초당동 308-11|||||||고분옥할머니순두부||||
대포항소라엄마튀김순대||||식신맛집||강원 속초시 대포항길 9|강원도 속초시 대포동 421-7|||||||대포항소라엄마튀김순대||||
연곡꾹저구탕||||식신맛집||강원도 강릉시 진고개로 2679|강원도 강릉시 연곡면 방내리 69-4|||||||연곡꾹저구탕||||
기사문||||식신맛집||강원도 강릉시 정원로 78-22|강원도 강릉시 교동 1894-1|||||||기사문||||
하얀집가든||||식신맛집|||강원도 원주시 지정면 보통리 556-3|||||||하얀집가든||||
이모네식당||||식신맛집||강원도 속초시 영랑해안6길 16|강원도 속초시 영랑동 131-11|||||||이모네식당||||
형제칼국수||||식신맛집|||강원도 강릉시 교동 162-94|||||||형제칼국수||||
횡성한우피아||||식신맛집|||강원도 횡성군 둔내면 자포곡리 425-1|||||||횡성한우피아||||
백촌막국수||||식신맛집|||강원도 고성군 토성면 백촌리 162|||||||백촌막국수||||
전주식당||||식신맛집|||강원도 양구군 양구읍 하리 95-82|||||||전주식당||||
심순녀/안흥찐빵||||식신맛집||강원 횡성군 안흥면 서동로 1029|강원도 횡성군 안흥면 안흥리 600-3|||||||심순녀 안흥찐빵||||
함흥막국수||||식신맛집||강원 속초시 중앙로54번길 3|강원도 속초시 교동 664-2|||||||함흥막국수||||
삼교리동치미막국수|남항진점|||식신맛집||강원 강릉시 공항길127번길 42|강원도 강릉시 남항진동 2|||||||삼교리동치미막국수 남항진점||||
통나무집||||식신맛집|||강원도 횡성군 둔내면 자포곡리 365|||||||통나무집||||
우성닭갈비|본점|||식신맛집||강원 춘천시 후만로 81|강원도 춘천시 후평동 801-11|||||||우성닭갈비 본점||||
나우구이집||||식신맛집||강원 원주시 북원로2507번길 21|강원도 원주시 우산동 230-24|||||||나우구이집||||
실비막국수||||식신맛집||강원 춘천시 소양고개길 25|강원도 춘천시 소양로2가 127-1|||||||실비막국수||||
용평회관||||식신맛집||강원도 평창군 횡계2길 15|강원도 평창군 대관령면 횡계리 325-2|||||||용평회관||||
진태원||||식신맛집||강원도 평창군 대관령면 횡계길 19|강원도 평창군 대관령면 횡계리 325-18|||||||진태원||||
고향집||||식신맛집||강원도 인제군 조침령로 115|강원도 인제군 기린면 현리 196|||||||고향집||||
현대막국수||||식신맛집|||강원도 평창군 봉평면 창동리 384-8|||||||현대막국수||||
새명동우미닭갈비본점||||식신맛집||강원 춘천시 시청길10번길 16|강원도 춘천시 조양동 48-1|||||||새명동우미닭갈비본점||||
만남의식당||||식신맛집||강원도 삼척시 새천년도로 84|강원도 삼척시 정하동 41-47|||||||만남의식당|만남의식당|||
샘밭막국수||||식신맛집||강원도 춘천시 신샘밭로 646|강원도 춘천시 신북읍 천전리 118-23|||||||샘밭막국수||||
함흥냉면옥||||식신맛집||강원 속초시 청초호반로 299|강원도 속초시 금호동 482-150|||||||함흥냉면옥||||
원주복추어탕||||식신맛집|||강원도 원주시 개운동 406-13|||||||원주복추어탕||||
장릉보리밥집||||식신맛집|||강원도 영월군 영월읍 영흥리 1101-10|||||||장릉보리밥집||||
길손||||식신맛집||강원도 강릉시 난설헌로78번길 42-3|강원도 강릉시 포남동 295-2|||||||길손||||
유포리막국수||||식신맛집||강원 춘천시 신북읍 맥국2길 123|강원도 춘천시 신북읍 유포리 62-2|||||||유포리막국수||||
윤가네한우마을||||식신맛집||강원도 정선군 고한읍 고한6길 15-7|강원도 정선군 고한읍 고한리 62-48|||||||윤가네한우마을||||
보헤미안||||식신맛집|||강원도 강릉시 연곡면 영진리 181|||||||보헤미안||||
양반댁함흥냉면||||식신맛집||강원 속초시 청초호반로 302|강원도 속초시 금호동 482-329|||||||양반댁함흥냉면||||
영광정메밀국수||||식신맛집||강원 양양군 강현면 진미로 446|강원도 양양군 강현면 사교리 240-2|||||||영광정메밀국수||||
납작식당||||식신맛집||강원 평창군 대관령면 올림픽로 35|강원도 평창군 대관령면 횡계리 374-12|||||||납작식당||||
고향이야기||||식신맛집|||강원도 평창군 대관령면 횡계리 348|||||||고향이야기||||
부일막국수||||식신맛집|||강원도 삼척시 갈천동 193-3|||||||부일막국수||||
현대장칼국수||||식신맛집|||강원도 강릉시 임당동 187-11|||||||현대장칼국수||||
정선면옥||||식신맛집||강원도 정선군 정선읍 봉양5길 35|강원도 정선군 정선읍 봉양리 326-4|||||||정선면옥||||
도암식당||||식신맛집||강원도 평창군 대관령면 대관령로 103|강원도 평창군 대관령면 횡계리 323-6|||||||도암식당||||
철원오대갈비||||식신맛집|||강원도 철원군 동송읍 이평리 685-36|||||||철원오대갈비||||
초막고갈두||||식신맛집|||강원도 태백시 황지동 317|||||||초막고갈두||||
물레방아막국수||||식신맛집|||강원도 평창군 봉평면 원길리 764-5|||||||물레방아막국수||||
옥산장||||식신맛집||강원도 정선군 여량면 여량3길 79|강원도 정선군 여량면 여량리 149-30|||||||옥산장||||
피아시매운탕||||식신맛집||강원 인제군 기린면 내린천로 3611|강원도 인제군 기린면 현리 1073-3|||||||피아시매운탕||||
동박골식당||||식신맛집||강원도 정선군 정선읍 정선로 1314|강원도 정선군 정선읍 봉양리 190-1|||||||동박골식당||||
1.5닭갈비||||식신맛집||강원 춘천시 후만로 77|강원도 춘천시 후평동 801-13|||||||1.5닭갈비||||
싸리골식당||||식신맛집|||강원도 정선군 정선읍 봉양리 231-2|||||||싸리골식당||||
부부횟집||||식신맛집|||강원도 고성군 죽왕면 가진리 80|||||||부부횟집||||
만천막국수||||식신맛집|||강원도 춘천시 동면 만천리 792-1|||||||만천막국수||||
양지마당||||식신맛집||강원 횡성군 둔내면 고원로 401|강원도 횡성군 둔내면 두원리 793-10|||||||양지마당||||
김서방네닭갈비||||식신맛집|||강원도 태백시 황지동 30-17|||||||김서방네닭갈비||||
동광식당||||식신맛집||강원 정선군 정선읍 녹송1길 27|강원도 정선군 정선읍 봉양리 49-3|||||||동광식당||||
사돈집||||식신맛집|||강원도 속초시 영랑동 133|||||||사돈집||||
쌍동통닭||||식신맛집||강원도 원주시 북원상가길 7|강원도 원주시 태장동 1380-20|||||||쌍동통닭||||
길매식당||||식신맛집|||강원도 홍천군 화촌면 외삼포리 528-18|||||||길매식당||||
해녀횟집||||식신맛집||강원 양양군 손양면 수산1길 41|강원도 양양군 손양면 수산리 55|||||||해녀횟집||||
광암막국수||||식신맛집||강원도 횡성군 경강로 2887|강원도 횡성군 우천면 산전리 445-1|||||||광암막국수||||
숲속의빈터방동막국수||||식신맛집||강원도 인제군 조침령로 496|강원도 인제군 기린면 방동리 756-1|||||||숲속의빈터방동막국수||||
이조면옥||||식신맛집|||강원도 속초시 조양동 1490-261|||||||이조면옥||||
후포식당||||식신맛집|||강원도 속초시 청학동 482-199|||||||후포식당||||
옛날손장칼국수||||식신맛집|||강원도 춘천시 사농동 281-14|||||||옛날손장칼국수||||
제비호식당||||식신맛집||강원도 고성군 거진항길 29|강원도 고성군 거진읍 거진리 287-251|||||||제비호식당|제비호식당|||
삼군리메밀촌||||식신맛집|||강원도 횡성군 공근면 부창리 67|||||||삼군리메밀촌||||
등불가든||||식신맛집||강원 양양군 양양읍 포월나들길 23|강원도 양양군 양양읍 포월리 19|||||||등불가든||||
문어랑새우횟집||||식신맛집||강원 양양군 손양면 수산1길 43-1|강원도 양양군 손양면 수산리 60-5|||||||문어랑새우횟집||||
춘천통나무집닭갈비||||식신맛집|||강원도 춘천시 신북읍 천전리 38-26|||||||춘천통나무집닭갈비||||
용바위식당||||식신맛집||강원도 인제군 진부령로 107|강원도 인제군 북면 용대리 71-3|||||||용바위식당||||
신다신||||식신맛집||강원 속초시 아바이마을길 22|강원도 속초시 청호동 838|||||||신다신||||
화천어죽탕||||식신맛집|||강원도 화천군 간동면 구만리 1384-6|||||||화천어죽탕||||
덕취원||||식신맛집||강원도 동해시 대동로 118|강원도 동해시 구미동 484-5|||||||덕취원|덕취원|||
부산식육식당||||식신맛집||강원 평창군 대관령면 대관령로 108|강원도 평창군 대관령면 횡계리 320-3|||||||부산식육식당||||
흥업묵집||||식신맛집|||강원도 원주시 흥업면 흥업리 546-8|||||||흥업묵집||||
부안막국수||||식신맛집|||강원도 춘천시 후평동 429-17|||||||부안막국수||||
한성먹거리||||식신맛집||강원도 강릉시 남구길30번길 11|강원도 강릉시 포남동 1163-3|||||||한성먹거리||||
정든식당||||식신맛집||강원도 속초시 번영로105번길 39|강원도 속초시 동명동 566-1|||||||정든식당||||
털보네토종닭||||식신맛집||강원도 속초시 관광로 260-2|강원도 속초시 노학동 847-2|||||||털보네토종닭||||
농가닭갈비||||식신맛집||강원 춘천시 신북읍 신샘밭로 622-5|강원도 춘천시 신북읍 천전리 672-22|||||||농가닭갈비||||
서면손두부||||식신맛집||강원도 춘천시 당산길 31-11|강원도 춘천시 서면 방동리 402|||||||서면손두부||||
광치막국수||||식신맛집|||강원도 양구군 남면 가오작리 1051-1|||||||광치막국수||||
춘선네||||식신맛집||강원 속초시 청초호반로 230|강원도 속초시 교동 664-102|||||||춘선네||||
남부막국수본관||||식신맛집||강원 춘천시 춘천로81번길 16|강원도 춘천시 약사동 150|||||||남부막국수본관||||
황지실비||||식신맛집||강원 태백시 시장북길 7|강원도 태백시 황지동 38-314|||||||황지실비||||
어쩌다/농부||||식신맛집||강원도 춘천시 중앙로77번길 35|강원도 춘천시 죽림동 28-5|||||||어쩌다 농부||||
해미가||||식신맛집||강원도 강릉시 솔올로 103|강원도 강릉시 교동 1807-2|||||||해미가||||
구구집||||식신맛집||강원 속초시 중앙로 341|강원도 속초시 영랑동 149-20|||||||구구집||||
세진한우실비||||식신맛집||강원도 삼척시 도계로 290-9|강원도 삼척시 도계읍 도계리 390-6|||||||세진한우실비|세진한우실비|||
현암막국수||||식신맛집||강원 춘천시 서면 박사로 851-11|강원도 춘천시 서면 현암리 383|||||||현암막국수||||
자매키친||||식신맛집||강원 춘천시 충혼길 26|강원도 춘천시 온의동 528-2|||||||자매키친||||
해피초원목장||||식신맛집||강원도 춘천시 춘화로 330-48|강원도 춘천시 사북면 고탄리 산50-3|||||||해피초원목장||||
Cafe/de/220VOLT||||식신맛집|||강원도 춘천시 동내면 신촌리 107-15|||||||Cafe de 220VOLT||||
강릉부성불고기찜닭||||식신맛집||강원도 강릉시 옥가로 50|강원도 강릉시 옥천동 219-11|||||||강릉부성불고기찜닭||||
청초수물회||||식신맛집||강원 속초시 엑스포로 12-36|강원도 속초시 조양동 1555-1|||||||청초수물회||||
평창송어횟집||||식신맛집||강원도 평창군 송정택지2길 33-21|강원도 평창군 진부면 송정리 2518-2|||||||평창송어횟집||||
비수구미식당||||식신맛집|||강원도 화천군 화천읍 동촌리 2861-2|||||||비수구미식당||||
송어의집||||식신맛집||강원도 평창군 아랫상리길 19-4|강원도 평창군 평창읍 상리 239|||||||송어의집||||
석이네(봉포활어회센터/16호)||||식신맛집|||강원도 고성군 토성면 봉포리 1-5|||||||석이네(봉포활어회센터 16호)||||
장원막국수|본점|||식신맛집||강원 홍천군 홍천읍 상오안길 62|강원도 홍천군 홍천읍 상오안리 214|||||||장원막국수 본점||||
최대섭대박김밥||||식신맛집||강원 속초시 중앙로147번길 16|강원도 속초시 중앙동 471-4|||||||최대섭대박김밥||||
속초어장물회||||식신맛집||강원 속초시 엑스포로 31|강원도 속초시 조양동 1550-9|||||||속초어장물회||||
대원당||||식신맛집||강원도 춘천시 퇴계로 183|강원도 춘천시 석사동 796-2|||||||대원당||||
횡성축협한우프라자|새말점|||식신맛집||강원 횡성군 우천면 한우로 1401|강원도 횡성군 우천면 우항리 167|||||||횡성축협한우프라자 새말점||||
속초항아리물회||||식신맛집||강원 속초시 해오름로 137|강원도 속초시 조양동 1470|||||||속초항아리물회||||
카페폴앤메리||||식신맛집||강원도 강릉시 창해로350번길 33|강원도 강릉시 강문동 297-10|||||||카페폴앤메리||||
동해기정떡||||식신맛집||강원도 강릉시 교동광장로 29|강원도 강릉시 유천동 251|||||||동해기정떡||||
영진횟집||||식신맛집||강원도 강릉시 해안로 1427|강원도 강릉시 연곡면 영진리 74-1|||||||영진횟집||||
백담황태구이||||식신맛집||강원도 인제군 백담로 24|강원도 인제군 북면 용대리 592|||||||백담황태구이||||
어스17||||식신맛집||강원 춘천시 신북읍 신샘밭로 766|강원도 춘천시 신북읍 천전리 34-5|||||||어스17||||
그다방||||식신맛집||강원 춘천시 수변공원길 54|강원도 춘천시 삼천동 238-3|||||||그다방||||
잿놀이||||식신맛집||강원 고성군 토성면 잼버리동로 383|강원도 고성군 토성면 인흥리 489-7|||||||잿놀이||||
장금성중화요리||||식신맛집||강원 원주시 판부면 치악로 1000|강원도 원주시 판부면 금대리 1284-1|||||||장금성중화요리||||
산토리니||||식신맛집||강원 춘천시 동면 순환대로 1154-97|강원도 춘천시 동면 장학리 144-16|||||||산토리니||||
큰집한우||||식신맛집||강원 춘천시 서부대성로 135|강원도 춘천시 운교동 188-4|||||||큰집한우||||
송이버섯마을||||식신맛집||강원도 양양군 안산1길 74-52|강원도 양양군 양양읍 월리 226-5|||||||송이버섯마을||||
나폴리아카페||||식신맛집||강원 속초시 중앙로 482-37|강원도 속초시 장사동 477|||||||나폴리아카페||||
산골나들이||||식신맛집|||강원도 인제군 기린면 진동리 109-5|||||||산골나들이||||
속초명품전복뚝배기||||식신맛집||강원도 속초시 해오름로 209|강원도 속초시 조양동 1426-5|||||||속초명품전복뚝배기||||
영변막국수||||식신맛집||강원 홍천군 홍천읍 공작산로 3|강원도 홍천군 홍천읍 갈마곡리 535-3|||||||영변막국수||||
철원막국수||||식신맛집||강원도 철원군 명성로158번길 13|강원도 철원군 갈말읍 신철원리 983-6|||||||철원막국수|철원막국수|||
산정집||||식신맛집|||강원도 원주시 일산동 217-8|||||||산정집||||
남북면옥||||식신맛집|||강원도 인제군 인제읍 상동리 265-1|||||||남북면옥||||
수라상||||식신맛집||강원도 양양군 거릿말길 18-6|강원도 양양군 양양읍 연창리 176|||||||수라상||||
일미장||||식신맛집||강원 인제군 인제읍 인제로188번길 1|강원도 인제군 인제읍 상동리 347-15|||||||일미장||||
정라횟집||||식신맛집|||강원도 삼척시 남양동 17-21|||||||정라횟집||||
부일식당||||식신맛집||강원도 평창군 진부중앙로 98|강원도 평창군 진부면 하진부리 75-5|||||||부일식당||||
송도횟집||||식신맛집|||강원도 속초시 중앙동 468-34|||||||송도횟집||||
월성식당||||식신맛집||강원도 강릉시 시장3길 4-1|강원도 강릉시 주문진읍 주문리 312-147|||||||월성식당||||
돌집부대찌개||||식신맛집||강원 원주시 도말리길 12|강원도 원주시 개운동 412|||||||돌집부대찌개||||
왕짱구||||식신맛집|||강원도 춘천시 효자동 641-3|||||||왕짱구||||
회영루||||식신맛집|||강원도 춘천시 낙원동 14-2|||||||회영루||||
동강다슬기||||식신맛집||강원도 영월군 영월로 2105|강원도 영월군 영월읍 덕포리 497-5|||||||동강다슬기||||
운두령횟집||||식신맛집|||강원도 평창군 용평면 노동리 387-3|||||||운두령횟집||||
함밭식당||||식신맛집|||강원도 횡성군 횡성읍 북천리 205-9|||||||함밭식당||||
향원지짐이||||식신맛집|||강원도 원주시 봉산동 1190-2|||||||향원지짐이||||
남경식당||||식신맛집||강원 평창군 대관령면 대관령마루길 347|강원도 평창군 대관령면 횡계리 21-5|||||||남경식당||||
강릉집||||식신맛집||강원도 원주시 중앙시장길 11|강원도 원주시 중앙동 57|||||||강릉집||||
텃밭에노는닭||||식신맛집|||강원도 삼척시 도계읍 도계리 312|||||||텃밭에노는닭||||
상동막국수||||식신맛집||강원 영월군 영월읍 은행나무길 6|강원도 영월군 영월읍 하송리 184-9|||||||상동막국수||||
파머스키친||||식신맛집||강원 양양군 현남면 인구중앙길 95|강원도 양양군 현남면 시변리 27-8|||||||파머스키친||||
단양면옥||||식신맛집|||강원도 양양군 양양읍 남문리 16-35|||||||단양면옥||||
오대산내고향||||식신맛집||강원도 홍천군 구룡령로 6898|강원도 홍천군 내면 광원리 676-1|||||||오대산내고향||||
옛뜰||||식신맛집||강원 양양군 손양면 동명로 289|강원도 양양군 손양면 송전리 81-1|||||||옛뜰||||
부명칼국수||||식신맛집|||강원도 삼척시 남양동 6-17|||||||부명칼국수||||
회동집||||식신맛집||강원 정선군 정선읍 5일장길 37-10|강원도 정선군 정선읍 봉양리 344-3|||||||회동집||||
버드나무브루어리||||식신맛집||강원도 강릉시 경강로 1961|강원도 강릉시 홍제동 93-8|||||||버드나무브루어리||||
덕산바다횟집||||식신맛집|||강원도 삼척시 근덕면 덕산리 79-2|||||||덕산바다횟집||||
메밀꽃필무렵||||식신맛집||강원 평창군 봉평면 이효석길 33-13|강원도 평창군 봉평면 창동리 682|||||||메밀꽃필무렵||||
바로방||||식신맛집||강원 강릉시 경강로 2092|강원도 강릉시 금학동 16-2|||||||바로방||||
나뽕남||||식신맛집|||강원도 양양군 현남면 시변리 33-27|||||||나뽕남||||
동그라미해물집||||식신맛집||강원도 동해시 효자로 686|강원도 동해시 효가동 93|||||||동그라미해물집||||
태백한우골||||식신맛집|||강원도 태백시 황지동 405-15|||||||태백한우골||||
라뜰리에김가||||식신맛집||강원 춘천시 동면 순환대로 1154-18|강원도 춘천시 동면 만천리 326-3|||||||라뜰리에김가||||
보헤미안/박이추/커피||||식신맛집||강원도 강릉시 해안로 1107|강원도 강릉시 사천면 사천진리 285-11|||||||보헤미안 박이추 커피||||
오뚜기칼국수||||식신맛집||강원도 동해시 일출로 10-1|강원도 동해시 발한동 27-3|||||||오뚜기칼국수||||
동아식당||||식신맛집|||강원도 삼척시 정하동 125-1|||||||동아식당||||
2대송림순대집||||식신맛집|||강원도 속초시 청호동 869|||||||2대송림순대집||||
참나무숯불닭갈비||||식신맛집||강원도 춘천시 신샘밭로 715|강원도 춘천시 신북읍 천전리 64-4|||||||참나무숯불닭갈비||||
삼거리식당||||식신맛집||강원도 삼척시 새천년도로 13-2|강원도 삼척시 정상동 88|||||||삼거리식당||||
송월메밀국수||||식신맛집|||강원도 양양군 손양면 송전리 89-2|||||||송월메밀국수||||
금성배니닭강정||||식신맛집||강원도 강릉시 금성로13번길 5|강원도 강릉시 성남동 51-120|||||||금성배니닭강정||||
백담순두부||||식신맛집||강원도 인제군 북면 백담로 19|강원도 인제군 북면 용대리 568|||||||백담순두부||||
내대리막국수||||식신맛집|||강원도 철원군 갈말읍 내대리 675-7|||||||내대리막국수||||
봉평메밀진미식당||||식신맛집||강원 평창군 봉평면 기풍로 186-3|강원도 평창군 봉평면 창동리 373-14|||||||봉평메밀진미식당||||
태백실비식당||||식신맛집|||강원도 태백시 황지동 201-7|||||||태백실비식당||||
동해막국수||||식신맛집||강원 양양군 현남면 동해대로 54|강원도 양양군 현남면 지경리 2-4|||||||동해막국수||||
금학칼국수||||식신맛집||강원도 강릉시 대학길 12-6|강원도 강릉시 금학동 14-1|||||||금학칼국수||||
위촌리전통한우||||식신맛집||강원 강릉시 성산면 소목길 203-10|강원도 강릉시 성산면 위촌리 125-2|||||||위촌리전통한우||||
한솔가든||||식신맛집|||강원도 홍천군 서면 굴업리 246-25|||||||한솔가든||||
성호식당||||식신맛집||강원 영월군 영월읍 영월로 2101|강원 영월군 영월읍 덕포리 501-7|||||||성호식당||||
김인수할머니순두부||||식신맛집||강원 영월군 영월읍 단종로16번길 41|강원도 영월군 영월읍 영흥리 991-9|||||||김인수할머니순두부||||
천선식당||||식신맛집||강원 양양군 양양읍 남대천로 13|강원도 양양군 양양읍 월리 318-2|||||||천선식당||||
삼정||||식신맛집||강원 횡성군 둔내면 둔내로 52-1|강원도 횡성군 둔내면 자포곡리 409-11|||||||삼정||||
벌집||||식신맛집|||강원도 강릉시 임당동 60-2|||||||벌집||||
강릉전복해물뚝배기||||식신맛집||강원도 강릉시 창해로350번길 5|강원도 강릉시 강문동 182-2|||||||강릉전복해물뚝배기||||
중앙닭강정||||식신맛집||강원 속초시 중앙로147번길 16|강원도 속초시 중앙동 471-4|||||||중앙닭강정||||
문화제과||||식신맛집||강원도 삼척시 근덕면 교가길 14|강원도 삼척시 근덕면 교가리 366-11|||||||문화제과||||
폭포가든||||식신맛집|||강원도 철원군 동송읍 장흥리 337|||||||폭포가든||||
삼정식당||||식신맛집|||강원도 삼척시 정하동 187-15|||||||삼정식당||||
산토리니커피||||식신맛집|||강원도 강릉시 견소동 5|||||||산토리니커피||||
강릉/빵다방||||식신맛집||강원도 강릉시 경강로 2263|강원도 강릉시 포남동 1148-8|||||||강릉 빵다방||||
가리산막국수||||식신맛집|||강원도 홍천군 두촌면 역내리 237-1|||||||가리산막국수||||
주문진항구회센터||||식신맛집||강원 강릉시 주문진읍 해안로 1758|강원도 강릉시 주문진읍 주문리 312-512|||||||주문진항구회센터||||
싸전||||식신맛집||강원 강릉시 금성로 54|강원도 강릉시 금학동 74|||||||싸전||||
돌체테리아||||식신맛집||강원 강릉시 하슬라로206번길 4-3|강원도 강릉시 교동 1835-3|||||||돌체테리아||||
쉘리스||||식신맛집|||강원도 강릉시 사천면 사천진리 266-31|||||||쉘리스||||
풍전통닭||||식신맛집||강원도 원주시 평원로 37-1|강원도 원주시 중앙동 87-1|||||||풍전통닭||||
오대산가마솥식당||||식신맛집||강원 평창군 진부면 오대산로 152|강원도 평창군 진부면 동산리 332-1|||||||오대산가마솥식당||||
바다정원||||식신맛집||강원도 고성군 버리깨길 31|강원도 고성군 토성면 용촌리 59-1|||||||바다정원|바다정원|||
남부통닭||||식신맛집||강원 원주시 치악로 1774|강원도 원주시 개운동 397-3|||||||남부통닭||||
우리장터||||식신맛집|||강원도 원주시 중앙동 62-29|||||||우리장터||||
형제막국수||||식신맛집||강원도 강릉시 사임당로 113-3|강원도 강릉시 홍제동 646|||||||형제막국수||||
은파횟집||||식신맛집||강원도 강릉시 창해로350번길 29|강원도 강릉시 강문동 223|||||||은파횟집||||
물곰식당||||식신맛집||강원도 동해시 산제골길 3|강원도 동해시 묵호진동 92-8|||||||물곰식당|물곰식당|||
자매식당||||식신맛집||강원도 횡성군 둔내로51번길 12|강원도 횡성군 둔내면 자포곡리 407-1|||||||자매식당||||
봉봉방앗간||||식신맛집||강원도 강릉시 경강로2024번길 17-1|강원도 강릉시 명주동 28-2|||||||봉봉방앗간||||
토정추어탕||||식신맛집|||강원도 원주시 소초면 흥양리 1532-2|||||||토정추어탕||||
대관령숯불회관||||식신맛집||강원 평창군 대관령면 횡계2길 3|강원도 평창군 대관령면 횡계리 325-46|||||||대관령숯불회관||||
친절막국수||||식신맛집|||강원도 홍천군 화촌면 구성포리 527-1|||||||친절막국수||||
시장실비식당||||식신맛집||강원 태백시 시장북길 27|강원도 태백시 황지동 38-360|||||||시장실비식당||||
도촌막국수||||식신맛집|||강원도 양구군 남면 도촌리 166-2|||||||도촌막국수||||
설악/김철우/멧돼지마을||||식신맛집||강원도 속초시 설악산로 227-13|강원도 속초시 도문동 1329|||||||설악 김철우 멧돼지마을||||
단골식당||||식신맛집|||강원도 횡성군 둔내면 자포곡리 406-1|||||||단골식당||||
한바우순두부||||식신맛집||강원 양양군 서면 백암길 63|강원도 양양군 서면 오색리 32|||||||한바우순두부||||
메밀나라||||식신맛집|||강원도 평창군 평창읍 하리 55-11|||||||메밀나라||||
명가막국수||||식신맛집||강원 춘천시 신북읍 상천3길 8|강원도 춘천시 신북읍 천전리 39-7|||||||명가막국수||||
부흥횟집||||식신맛집|||강원도 동해시 묵호진동 2-286|||||||부흥횟집||||
동루골막국수||||식신맛집||강원도 고성군 동루골길 3-11|강원도 고성군 토성면 성대리 524|||||||동루골막국수||||
이모네생선찜||||식신맛집||강원도 강릉시 가작로 8|강원도 강릉시 교동 1817-2|||||||이모네생선찜||||
